patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status
12192328,Systems and methods for secure communication based on random key derivation,Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2022-05-10,2025-01-07,H04L9/0825;H04L9/3242;H04L9/0891;H04L9/0869;H04L9/12;H04L9/0852,Systems and methods derive symmetric keys from a shared initial key and received seed bits to facilitate secure communication without repeated key distribution.,The invention derives new symmetric keys by combining a static initial key with dynamically received seed bits using a Key Derivation Function. This allows continuous key rotation for secure communication without the overhead of re-distributing the initial key or performing complex key establishment protocols.,unclear,none,dependent_claim_only,"Quantum Key Distribution (QKD) is mentioned in dependent claims 7 and 18 as an optional method to establish the initial key. Quantum Random Number Generators (QRNG) are mentioned in dependent claims 10 and 21 as an optional source for seed bits. The primary invention (independent claims 1, 12, 23) relies on random key derivation and does not require quantum technology.",TLS,,,qkd; qrng,derivation; distribution; storage; rotation,HSM; QRNG; IoT; mobile,,,eavesdropping,QRNG,symmetric-cipher; MAC; KDF,banking,method for secure communication based on random key derivation; apparatus for secure communication based on random key derivation; computer program product for secure communication based on random key derivation,bandwidth,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for secure communication based on random key derivation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""symmetric key update process upon triggering condition""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""triggering condition definitions""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""use of first KDF""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""use of second different KDF""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""cryptographic data protection actions""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""initial key via QKD""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""initial key from key distribution device""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""seed bits as random number""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""QRNG for seed bits""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""pre-deriving and storing future keys""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""apparatus for secure communication based on random key derivation""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""apparatus symmetric key update process""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""apparatus triggering condition definitions""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""apparatus use of first KDF""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""apparatus use of second different KDF""}, {""claim"": 17, ""depends_on"": [12], ""subject"": ""apparatus cryptographic data protection actions""}, {""claim"": 18, ""depends_on"": [12], ""subject"": ""apparatus initial key via QKD""}, {""claim"": 19, ""depends_on"": [12], ""subject"": ""apparatus initial key from key loading device""}, {""claim"": 20, ""depends_on"": [12], ""subject"": ""apparatus seed bits as random number""}, {""claim"": 21, ""depends_on"": [20], ""subject"": ""apparatus QRNG for seed bits""}, {""claim"": 22, ""depends_on"": [12], ""subject"": ""apparatus pre-deriving and storing future keys""}, {""claim"": 23, ""depends_on"": [], ""subject"": ""computer program product for secure communication based on random key derivation""}]",[]
12184792,Systems and methods for managing keys of digital certificates,Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2022-12-06,2024-12-31,H04L9/3268;H04L9/14;H04L9/30;H04L9/3263;H04L9/3247,"Systems and methods manage digital certificate keys by using signed data objects to define policies for selecting between multiple public keys, including hybrid classical and post-quantum cryptography pairs.","The invention introduces a method where a signed data object accompanies a digital certificate containing multiple public keys. This object specifies key management policies that resolve ambiguity on which specific key (e.g., legacy or PQC) to use for cryptographic actions based on device capabilities and operational context.",hybrid,hybrid,dependent_claim_only,Post-Quantum Cryptography (PQC) is mentioned in dependent claims 11 and 19 as an optional embodiment where the public keys comprise a combination of PQC and non-PQC keys. The primary invention (independent claims 1 and 14) does not require PQC; it functions with any multiple public keys.,X.509; PKI,,,none,distribution; rotation,mobile; IoT,,,,,signature; KEM,banking; PKI,method for secure communication; apparatus for secure communication,,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for secure communication""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""verifying digital signature""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""validity period policies""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""error handling actions""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""allowed operations or applications""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""verifying signed data object signature""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""receiving second signed data object""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""source of signed data object""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""identifiers in signed data object""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""timestamps in signed data object""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""combination of PQC and non-PQC keys""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""additional public keys""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""determination to use specific key""}, {""claim"": 14, ""depends_on"": [], ""subject"": ""apparatus for secure communication""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""verifying digital signature""}, {""claim"": 16, ""depends_on"": [14], ""subject"": ""validity period policies""}, {""claim"": 17, ""depends_on"": [14], ""subject"": ""error handling actions""}, {""claim"": 18, ""depends_on"": [14], ""subject"": ""allowed operations or applications""}, {""claim"": 19, ""depends_on"": [14], ""subject"": ""combination of PQC and non-PQC keys""}]",[]
12143480,Systems and methods for distributing symmetric keys via a quantum-secure key depot,Bordow; Peter et al.,"Wells Fargo Bank, N.A.",2022-06-13,2024-11-12,H04L63/08;H04L9/0852;H04L9/0869;H04L9/0855;H04L9/083,"A quantum-secure key depot uses entangled particles to establish an initial symmetric key with a host, then derives and distributes client keys from encrypted seed data.","The invention utilizes Quantum Key Distribution (QKD) via entangled particles to generate an initial symmetric key between a fixed key depot and a host device. This initial key secures the transmission of seed data, which the key depot then uses to derive and distribute unique symmetric keys to client devices while notifying the host.",unclear,none,core_invention,"Quantum Key Distribution (QKD) using entangled particles is the foundational mechanism for generating the initial symmetric key in independent claims 1, 7, and 13. The invention relies on this quantum process to establish the secure channel required for seed data exchange; without it, the specific claimed method of establishing the initial trust anchor does not exist as described.",QKD,,,qkd; entanglement,generation; derivation; distribution; rotation,HSM; IoT; mobile,possession,,MITM; quantum-attack,quantum-entanglement,symmetric-cipher; KDF,banking,method for distributing symmetric keys via QKD and seed derivation; apparatus comprising key depot circuitry for QKD and key derivation; computer program product for quantum-secure key distribution,,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for distributing symmetric keys via QKD and seed derivation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""authentication of client device based on indicator""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""decryption of seed data using initial key""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""key depot installed at fixed location""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""distribution to second client device""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""authentication of second client device""}, {""claim"": 7, ""depends_on"": [], ""subject"": ""apparatus for quantum-secure key distribution""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""client authentication in apparatus""}, {""claim"": 9, ""depends_on"": [7], ""subject"": ""seed data decryption in apparatus""}, {""claim"": 10, ""depends_on"": [7], ""subject"": ""fixed location installation""}, {""claim"": 11, ""depends_on"": [7], ""subject"": ""second client distribution in apparatus""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""second client authentication in apparatus""}, {""claim"": 13, ""depends_on"": [], ""subject"": ""computer program product for key distribution""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""client authentication in software""}]",[]
12088704,Systems and methods for quantum entangled random key exchange,Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2022-03-30,2024-09-10,H04L9/0841;H04L9/0869;H04L9/0877;H04L9/0852,"Systems and methods for secure key exchange across intermediary devices using keys derived from random bit sets, optionally generated via quantum entanglement, to enable end-to-end encryption without exposing keys to intermediaries.","The invention claims a method where a first device derives distinct keys with a second and third device using separate random bit sets. It receives an encrypted message containing a common key from the second device, decrypts it, re-encrypts it with the key shared with the third device, and transmits it to establish secure communication.",unclear,none,dependent_claim_only,"Quantum technology (QERNG) is mentioned in the title, abstract, and description as a source for random bit sets. However, it appears only in dependent claims 4, 5, 11, and 12. The independent claims (1, 8, 15) define the invention using generic 'random bit sets' without requiring quantum generation, making quantum technology an optional embodiment rather than a core requirement.",TLS,,,qrng; entanglement,generation; derivation; exchange; distribution,HSM; QRNG; IoT; mobile,,,MITM; insider,quantum-entanglement,symmetric-cipher; KDF,banking,method for secure key exchange; device for secure key exchange; computer program product for secure key exchange,latency; throughput,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for secure key exchange""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""key translation via cryptographic hardware module""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""secure boundary decryption and encryption""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""second random bit set from QERNG""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""first random bit set from QERNG""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""exclusive key derivation and distribution for first pair""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""exclusive key derivation and distribution for second pair""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""device for secure key exchange""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""cryptographic hardware module for key translation""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""secure boundary operations in hardware module""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""second random bit set from QERNG""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""first random bit set from QERNG""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""exclusive key derivation and distribution for first pair""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""exclusive key derivation and distribution for second pair""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""computer program product for secure key exchange""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""exclusive key derivation and distribution for first pair""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""exclusive key derivation and distribution for second pair""}]",[]
12073386,Digital asset vault,Biggs; Todd Steven et al.,"WELLS FARGO BANK, N.A.",2021-07-08,2024-08-27,G06Q20/3674;H04L9/3213;G06F16/285;G06Q20/3829;H04L9/0861;H04L9/50,A digital asset vault system that interfaces with multiple third-party wallets to securely transport and store customer secrets using multi-layer encryption and hardware security modules.,"The invention provides a system for receiving data from multiple third-party wallets, encrypting the data at least twice using different encryption techniques provided by those wallets, and storing the encrypted data in a secure vault. It further includes generating keys and managing interfaces for selecting secret types such as cryptocurrency mnemonics.",hybrid,crypto_agility,background_only,"Post-Quantum Cryptography (PQC) is mentioned in the description as a future replacement for RSA and Diffie-Hellman to resist quantum attacks, but it is not claimed in any independent or dependent claims. The primary invention relies on classical algorithms.",TLS; CMS; JWT; JWS; JWE; JWK; X9.73,RSA; ECDHE; AES; SHA-256; SHA-384; SHA-512; HMAC; ECDSA; Diffie-Hellman; Double Ratchet; X3DH; OAEP,,none,generation; derivation; exchange; storage,HSM,knowledge; inherence/biometric,ISO/IEC 29150; RFC 2630; PKCS #7; PKCS #12; PKCS #5; X.509; NIST SP 800-56,MITM; cryptanalysis; quantum-attack,,symmetric-cipher; KEM; signature; MAC; hash; KDF,banking; blockchain,system for a digital asset vault; computer-implemented method of securely transporting and storing data; system for removing an asset from a digital asset vault,,financial; PII; session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for a digital asset vault""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""authentication token received upon connection""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""authentication token with each storage request""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""category type comprises wallet mnemonic""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""transfer of secret to/from third-party wallets""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""category type comprises other""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""third-party server securely connects""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""data stored in encrypted format within database""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""backup service""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""method of securely transporting and storing data""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""data comprises cryptocurrency""}, {""claim"": 12, ""depends_on"": [10], ""subject"": ""data comprises digital document""}, {""claim"": 13, ""depends_on"": [10], ""subject"": ""hint exchanged for verification""}, {""claim"": 14, ""depends_on"": [10], ""subject"": ""data stored in hardware secure module""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""data stored is confidential""}, {""claim"": 16, ""depends_on"": [10], ""subject"": ""data is exported""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""system for removing an asset from a digital asset vault""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""key generated in one-way data exchange""}]",[]
12034836,Systems and methods for hardware security module communication management,Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2022-06-30,2024-07-09,H04L9/0877;H04L9/14;H04L9/0819;H04L9/0869;H04L9/0827;H04L9/0816;H04L63/062;G06F21/72;H04L9/0897;H04L9/0852,"Systems and methods manage HSM communication by deriving keys from initial keys and seed bits, optionally using quantum sources, to establish secure groups across different cloud service providers via a key exchange management device.",The invention establishes secure communication groups between HSMs hosted by different service providers by deriving cryptographic keys from an initial key and seed bits. A key exchange management device facilitates the distribution of these derived keys to merge separate communication groups into a unified secure group.,unclear,none,dependent_claim_only,"Quantum technology (QKD and QRNG) is mentioned in the description as a method for generating initial keys or seed bits. However, it appears only in dependent claims (2, 3, 10, 11, 18, 19). The independent claims (1, 9, 17) define the invention using generic 'initial key' and 'seed bits', making quantum technology an optional embodiment rather than a requirement for the primary invention.",TLS; CMS,,,qkd; qrng,generation; derivation; exchange; distribution,HSM; QRNG; quantum-source,,FIPS 140-3,eavesdropping,QRNG; quantum-entanglement,KDF,banking; cloud,method for HSM communication management; apparatus for HSM communication management; computer program product for HSM communication management,,cryptographic keys,FIPS 140-3,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for HSM communication management""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generating initial key from quantum particles set""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""seed bits from QRNG""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""transmitting first cryptographic key to management device""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""secure message as CMS object""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""HSMs hosted by different service providers""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""using different KDFs for key derivation""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""transmitting secure message to additional HSMs""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""apparatus for HSM communication management""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""secure key generator using quantum particles set""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""seed bits from QRNG""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""transmitting first cryptographic key to management device""}, {""claim"": 13, ""depends_on"": [9], ""subject"": ""secure message as CMS object""}, {""claim"": 14, ""depends_on"": [9], ""subject"": ""HSMs hosted by different service providers""}, {""claim"": 15, ""depends_on"": [9], ""subject"": ""using different KDFs for key derivation""}, {""claim"": 16, ""depends_on"": [9], ""subject"": ""transmitting secure message to additional HSMs""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""computer program product for HSM communication management""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""generating initial key from quantum particles set""}, {""claim"": 19, ""depends_on"": [17], ""subject"": ""seed bits from QRNG""}, {""claim"": 20, ""depends_on"": [17], ""subject"": ""transmitting first cryptographic key to management device""}]",[]
11995194,Self-contained encrypted data and decryption application for third party data storage and data dissemination,Shea; Brad A. et al.,"Wells Fargo Bank, N.A.",2020-03-06,2024-05-28,H04L9/0852;G06N10/00;G06F21/602;H04L9/0822,A method bundles encrypted data with a self-contained decryption application containing key portions and credentials to enable secure third-party storage resistant to quantum attacks.,"The invention provides a method for securing data by encrypting an instance using a cryptographic key and technique, then generating a self-contained decryption application that embeds the necessary key portions and credentials. This encrypted data and the custom decryption application are bundled together into a single unit designed to be stored in an external third-party repository. By integrating the decryption logic directly with the data, the system enables secure storage and dissemination while remaining resistant to quantum computing attacks without relying on the third party for key management.",pqc_only,rip_and_replace,dependent_claim_only,"Quantum technology is mentioned in the background as a threat (Shor's algorithm, Grover's algorithm) and as a motivation for using Post-Quantum Cryptography (PQC). PQC is explicitly claimed in dependent claims 4, 12, and 19. The independent claims (1, 9, 16) define the invention generally using 'cryptographic technique' without mandating PQC, making quantum resistance an optional embodiment rather than a core requirement of the primary invention.",TLS,RSA; AES; Diffie-Hellman; ECDSA; ECDH; SHA-256,Kyber; Dilithium; FrodoKEM; NTRU; Classic McEliece; BIKE; LMS; XMSS; SPHINCS+; Rainbow; Picnic; SIKE; SIDH,quantum_computing,generation; storage; derivation,,knowledge,NIST Post-Quantum Cryptography Standardization Process,quantum-attack; HNDL; cryptanalysis,,symmetric-cipher; KEM; signature,banking; cloud; healthcare,method for providing an encrypted data instance; method for accessing an encrypted data instance; apparatus for providing an encrypted data instance,,financial; PHI; PII,FDIC,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for providing an encrypted data instance""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""external data repository operated by third party""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""cloud-based data storage system""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""post quantum cryptography technique""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""one use only or limited uses application""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""credential is a passcode""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""decryption application based on private key""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""compiling pre-programmed application format with keys and credentials""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""method for accessing an encrypted data instance""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""external data repository operated by third party""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""cloud-based data storage system""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""post quantum cryptography technique""}, {""claim"": 13, ""depends_on"": [9], ""subject"": ""one use only or limited uses application""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""credential is a passcode""}, {""claim"": 15, ""depends_on"": [9], ""subject"": ""decryption application based on private key""}, {""claim"": 16, ""depends_on"": [], ""subject"": ""apparatus for providing an encrypted data instance""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""external data repository operated by third party""}, {""claim"": 18, ""depends_on"": [16], ""subject"": ""cloud-based data storage system""}, {""claim"": 19, ""depends_on"": [16], ""subject"": ""post quantum cryptography technique""}, {""claim"": 20, ""depends_on"": [16], ""subject"": ""one use only or limited uses application""}]","[{""algorithm"": ""Kyber"", ""status"": ""fips_203""}, {""algorithm"": ""Dilithium"", ""status"": ""fips_204""}, {""algorithm"": ""SPHINCS+"", ""status"": ""fips_205""}, {""algorithm"": ""FrodoKEM"", ""status"": ""withdrawn""}, {""algorithm"": ""Classic McEliece"", ""status"": ""round4_candidate""}, {""algorithm"": ""BIKE"", ""status"": ""round4_candidate""}, {""algorithm"": ""LMS"", ""status"": ""stateful_hash_standard""}, {""algorithm"": ""XMSS"", ""status"": ""stateful_hash_standard""}, {""algorithm"": ""Rainbow"", ""status"": ""withdrawn""}, {""algorithm"": ""Picnic"", ""status"": ""round4_candidate""}, {""algorithm"": ""SIKE"", ""status"": ""withdrawn""}, {""algorithm"": ""SIDH"", ""status"": ""withdrawn""}]"
11973755,"Apparatuses, methods, and computer program products for offline authentication",Bordow; Peter et al.,"Wells Fargo Bank, N.A.",2021-07-30,2024-04-30,H04L63/20;H04L63/102;H04L63/0876;H04L63/108,A method for offline authentication using a digital identity construct database with static and dynamic user attributes to forecast credentials when network connectivity is unavailable.,The invention claims a computer-implemented method that authenticates a user offline by comparing current credentials generated from a digital identity construct against previously stored credentials. It resolves discrepancies caused by time-based attribute changes using a forecast operation to project dynamic attributes.,unclear,none,none,none,,,,none,,mobile; IoT,inherence/biometric; location; behavior,ISO/IEC 24760-1:2011,,,,banking,computer-implemented method for offline authentication; apparatus for offline authentication; computer program product for offline authentication,,PII; biometric,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""computer-implemented method for offline authentication""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""second credentials based on previously acquired iterations""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""forecasting operation using time difference and projection""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""determining offline condition via transmission failure""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""request for updated credentials includes user attributes""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""multi-user authentication using proximate second device""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""providing access to an access location""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""apparatus for offline authentication""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""second credentials based on previously acquired iterations""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""forecasting operation using time difference and projection""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""determining offline condition via transmission failure""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""request for updated credentials includes user attributes""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""multi-user authentication using proximate second device""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""providing access to an access location""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""computer program product for offline authentication""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""second credentials based on previously acquired iterations""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""forecasting operation using time difference and projection""}, {""claim"": 18, ""depends_on"": [15], ""subject"": ""determining offline condition via transmission failure""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""request for updated credentials includes user attributes""}, {""claim"": 20, ""depends_on"": [15], ""subject"": ""providing access to an access location""}]",[]
11947642,"Apparatuses, methods, and computer program products for proactive offline authentication",Bordow; Peter et al.,"Wells Fargo Bank, N.A.",2021-08-17,2024-04-02,G06F21/316,A system proactively generates offline authentication tokens by comparing current user attributes with prior credentials when a computing device loses network connectivity.,"The invention detects an impending offline condition of a computing device and compares current user attributes from a digital identity construct database against previously generated credentials. Upon detecting a discrepancy caused by the lack of connectivity, it generates an authentication token based on the prior credentials to enable offline access.",unclear,none,none,none,,,,none,generation; distribution,mobile; IoT,knowledge; inherence/biometric; location,ISO/IEC 24760-1:2011,,,,banking,computer-implemented method for proactive offline authentication; identity server for proactive offline authentication; computer program product for proactive offline authentication,,PII; biometric,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""computer-implemented method for proactive offline authentication""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""detecting forthcoming request via user input""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""detecting forthcoming request via user parameters""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""transmitting authentication token""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""determining offline condition via transmission failure""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""causing access to an access location""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""determining offline condition based on count of failures""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""identity server for proactive offline authentication""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""detecting forthcoming request via user input""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""detecting forthcoming request via user parameters""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""transmitting authentication token""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""determining offline condition via transmission failure""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""causing access to an access location""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""determining offline condition based on count of failures""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""computer program product for proactive offline authentication""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""detecting forthcoming request via user input""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""detecting forthcoming request via user parameters""}, {""claim"": 18, ""depends_on"": [15], ""subject"": ""determining offline condition via transmission failure""}, {""claim"": 19, ""depends_on"": [15], ""subject"": ""causing access to an access location""}, {""claim"": 20, ""depends_on"": [15], ""subject"": ""transmitting authentication token""}]",[]
11930105,Extensible quantum random number generation,Stapleton; Jeff J. et al.,"Wells Fargo Bank, N.A.",2021-10-21,2024-03-12,H04L9/0877;H04L63/0869;H04L63/0435;H04L9/0852,A system distributes true quantum random numbers from a remote source to devices lacking local generation capability to secure communications via authentication and symmetric encryption.,The invention claims a method where an initiating device without true random number generation functionality obtains a quantum random number from a remote source over a secure channel. This number is then used by security circuitry to generate authentication data or symmetric keys for securing computer-implemented services with a participating device.,unclear,none,core_invention,"Quantum technology is central to the independent claims (1, 9, 14). Claim 1 requires obtaining a 'quantum random number' from a remote source. Claim 14 defines a service device with 'quantum random number generation hardware' using a 'quantum process'. The description also mentions an embodiment using entangled photons for authentication, but the primary claims focus on QRNG distribution.",,,,qrng; entanglement,generation; distribution; derivation,QRNG; quantum-source; mobile; IoT,possession,,MITM; unintended_party_interference,QRNG; quantum-entanglement,symmetric-cipher; MAC,banking,method for securing communications using quantum random numbers; initiating device with QRN management circuitry; quantum random number service device,,financial; sensitive_data,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for securing communications using quantum random numbers""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""authentication operation and remediation actions""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""unilateral authentication details""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""mutual authentication""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""mutual authentication via remote security service""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""generating symmetric key and encrypting data""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""generating symmetric key and decrypting data""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""initiating device lacks true random number generation""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""initiating device apparatus""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""authentication operation and remediation actions in device""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""unilateral authentication details in device""}, {""claim"": 12, ""depends_on"": [10], ""subject"": ""mutual authentication in device""}, {""claim"": 13, ""depends_on"": [10], ""subject"": ""device lacks true random number generation""}, {""claim"": 14, ""depends_on"": [], ""subject"": ""quantum random number service device""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""distributing information based on true random numbers""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""identical data distribution""}, {""claim"": 17, ""depends_on"": [14], ""subject"": ""exclusive source of true random numbers""}, {""claim"": 18, ""depends_on"": [14], ""subject"": ""distribution in response to request""}, {""claim"": 19, ""depends_on"": [14], ""subject"": ""distribution to authentication service""}]",[]
