ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date
FIPS 204,Module-Lattice-Based Digital Signature Standard (ML-DSA),Technical Standards,Digital Signature,governance,2,keys,Ensure private keys are guarded against disclosure to maintain digital signature system security.,"The security of a digital signature system depends on maintaining the secrecy of the signatory's private keys. Signatories shall, therefore, guard against the disclosure of their private keys.",Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,high,qwen3.5:27b,2026-04-24
FIPS 204,Module-Lattice-Based Digital Signature Standard (ML-DSA),Technical Standards,Digital Signature,governance,2,software,Ensure the responsible authority verifies that the overall implementation provides an acceptable level of security.,The responsible authority in each agency or department shall ensure that an overall implementation provides an acceptable level of security.,Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,high,qwen3.5:27b,2026-04-24
FIPS 204,Module-Lattice-Based Digital Signature Standard (ML-DSA),Technical Standards,Digital Signature,governance,2,keys,Restrict digital signature key pairs to their intended purpose and prohibit use for other functions.,Agencies are advised that digital signature key pairs shall not be used for other purposes.,Section 8,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,high,qwen3.5:27b,2026-04-24
FIPS 204,Module-Lattice-Based Digital Signature Standard (ML-DSA),Technical Standards,Digital Signature,assurance,3,software,Ensure modules implementing digital signature capabilities are designed and built in a secure manner.,It is the responsibility of an implementer to ensure that any module that implements a digital signature capability is designed and built in a secure manner.,Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,high,qwen3.5:27b,2026-04-24
FIPS 204,Module-Lattice-Based Digital Signature Standard (ML-DSA),Technical Standards,Digital Signature,assurance,3,software,Employ only cryptographic algorithms approved for protecting Federal Government-sensitive information in digital signature implementations.,Digital signature implementations that comply with this standard shall employ cryptographic algorithms that have been approved for protecting Federal Government-sensitive information.,Section 9,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,high,qwen3.5:27b,2026-04-24
FIPS 205,Stateless Hash-Based Digital Signature Standard (SLH-DSA),Technical Standards,Digital Signature,governance,2,all,Ensure the responsible authority verifies that the overall implementation provides an acceptable level of security.,The responsible authority in each agency or department shall ensure that an overall implementation provides an acceptable level of security.,Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.205.pdf,high,qwen3.5:27b,2026-04-24
FIPS 205,Stateless Hash-Based Digital Signature Standard (SLH-DSA),Technical Standards,Digital Signature,governance,2,software,Ensure that any module implementing digital signature capability is designed and built in a secure manner.,It is the responsibility of an implementer to ensure that any module that implements a digital signature capability is designed and built in a secure manner.,Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.205.pdf,high,qwen3.5:27b,2026-04-24
FIPS 205,Stateless Hash-Based Digital Signature Standard (SLH-DSA),Technical Standards,Digital Signature,governance,2,keys,Guard against the disclosure of private keys to maintain the security of the digital signature system.,"Signatories shall, therefore, guard against the disclosure of their private keys.",Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.205.pdf,high,qwen3.5:27b,2026-04-24
FIPS 205,Stateless Hash-Based Digital Signature Standard (SLH-DSA),Technical Standards,Digital Signature,governance,2,keys,Restrict digital signature key pairs to their intended purpose and do not use them for other purposes.,Agencies are advised that digital signature key pairs shall not be used for other purposes.,Section 8,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.205.pdf,high,qwen3.5:27b,2026-04-24
FIPS 205,Stateless Hash-Based Digital Signature Standard (SLH-DSA),Technical Standards,Digital Signature,governance,2,software,Employ only cryptographic algorithms approved for protecting Federal Government-sensitive information in digital signature implementations.,Digital signature implementations that comply with this standard shall employ cryptographic algorithms that have been approved for protecting Federal Government-sensitive information.,Section 9,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.205.pdf,high,qwen3.5:27b,2026-04-24
FIPS 205,Stateless Hash-Based Digital Signature Standard (SLH-DSA),Technical Standards,Digital Signature,assurance,3,software,Validate implementations for conformance to the algorithms specified in this standard through the NIST validation program.,NIST will develop a validation program to test implementations for conformance to the algorithms in this standard.,Section 8,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.205.pdf,high,qwen3.5:27b,2026-04-24
FIPS 205,Stateless Hash-Based Digital Signature Standard (SLH-DSA),Technical Standards,Digital Signature,lifecycle,2,all,Review the standard every five years to assess its adequacy and adapt to advancements in science and technology.,this standard will be reviewed every five years in order to assess its adequacy.,Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.205.pdf,high,qwen3.5:27b,2026-04-24
FIPS 206,FFT over NTRU-Lattice-Based Digital Signature Algorithm (FN-DSA),Technical Standards,Digital Signature,inventory,2,all,Identify where vulnerable algorithms are used to plan replacement or updates.,organizations must identify where vulnerable algorithms are used and plan to replace or update them.,Migration to PQC,https://csrc.nist.gov/projects/post-quantum-cryptography,high,qwen3.5:27b,2026-04-24
FIPS 206,FFT over NTRU-Lattice-Based Digital Signature Algorithm (FN-DSA),Technical Standards,Digital Signature,lifecycle,2,all,Plan to replace or update systems using vulnerable algorithms before deprecation.,organizations must identify where vulnerable algorithms are used and plan to replace or update them.,Migration to PQC,https://csrc.nist.gov/projects/post-quantum-cryptography,high,qwen3.5:27b,2026-04-24
FIPS 206,FFT over NTRU-Lattice-Based Digital Signature Algorithm (FN-DSA),Technical Standards,Digital Signature,governance,2,all,Begin migrating systems to quantum-resistant cryptography immediately.,Organizations should begin applying these standards now to migrate their systems to quantum-resistant cryptography.,Migration to PQC,https://csrc.nist.gov/projects/post-quantum-cryptography,medium,qwen3.5:27b,2026-04-24
FIPS 186-5,Digital Signature Standard (DSS),Technical Standards,Digital Signature,governance,2,keys,Ensure the responsible authority in each agency or department verifies that the overall implementation provides an acceptable level of security.,The responsible authority in each agency or department shall ensure that an overall implementation provides an acceptable level of security.,Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.186-5.pdf,high,qwen3.5:27b,2026-04-24
FIPS 186-5,Digital Signature Standard (DSS),Technical Standards,Digital Signature,governance,2,keys,Guard against the disclosure of private keys to maintain the security of the digital signature system.,"Signatories shall, therefore, guard against the disclosure of their private keys.",Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.186-5.pdf,high,qwen3.5:27b,2026-04-24
FIPS 186-5,Digital Signature Standard (DSS),Technical Standards,Digital Signature,governance,2,software,Ensure that any module implementing a digital signature capability is designed and built in a secure manner.,It is the responsibility of an implementer to ensure that any module that implements a digital signature capability is designed and built in a secure manner.,Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.186-5.pdf,high,qwen3.5:27b,2026-04-24
FIPS 186-5,Digital Signature Standard (DSS),Technical Standards,Digital Signature,lifecycle,2,keys,Restrict the use of digital signature key pairs to their intended purpose and do not use them for other purposes.,Agencies are advised that digital signature key pairs shall not be used for other purposes.,Section 8,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.186-5.pdf,high,qwen3.5:27b,2026-04-24
FIPS 186-5,Digital Signature Standard (DSS),Technical Standards,Digital Signature,assurance,2,software,Utilize cryptographic algorithms and key generation techniques that are approved for protecting Federal Government-sensitive information.,"Digital signature implementations that comply with this standard shall employ cryptographic algorithms, cryptographic key generation algorithms, and key establishment techniques that have been approved for protecting Federal Governmentsensitive information.",Section 9,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.186-5.pdf,high,qwen3.5:27b,2026-04-24
FIPS 186-5,Digital Signature Standard (DSS),Technical Standards,Digital Signature,assurance,2,software,Ensure implementations conform to the standard through testing via the Cryptographic Module Validation Program.,NIST has developed a validation program to test implementations for conformance to the algorithms in this standard. Information about the validation program is available at https://csrc.nist.gov/projects/cmvp.,Section 8,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.186-5.pdf,medium,qwen3.5:27b,2026-04-24
NIST SP 800-208,Recommendation for Stateful Hash-Based Signature Schemes,Technical Standards,Digital Signature,assurance,3,software,Validate implementations of specified functions through the Cryptographic Algorithm Validation Program (CAVP) and Cryptographic Module Validation Program (CMVP).,Conformance testing for implementations of the functions that are specified in this publication will be conducted within the framework of the Cryptographic Algorithm Validation Program (CAVP) and the Cryptographic Module Validation Program (CMVP).,"Section: Conformance Testing, Page iii",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-208.pdf,high,qwen3.5:27b,2026-04-24
NIST SP 800-208,Recommendation for Stateful Hash-Based Signature Schemes,Technical Standards,Digital Signature,lifecycle,2,keys,"Implement strict state maintenance procedures to prevent one-time signature key reuse, which compromises security.",The Importance of the Proper Maintenance of State... One-Time Signature Key Reuse,Section 1.2 and Section 9.1,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-208.pdf,high,qwen3.5:27b,2026-04-24
NIST SP 800-227,Recommendations for Key-Encapsulation Mechanisms,Technical Standards,KEM,assurance,3,software,Implement approved KEMs only within FIPS 140-validated cryptographic modules to ensure compliance with federal security standards.,"This recommendation provides guidelines on the basic definitions, properties, and applications of KEMs; supplements the current and future standardization of KEMs; and makes some requirements and recommendations for implementing and using KEMs in FIPS 140-validated cryptographic modules.",Section 1.2,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-227.pdf,high,qwen3.5:27b,2026-04-24
NIST SP 800-227,Recommendations for Key-Encapsulation Mechanisms,Technical Standards,KEM,assurance,3,software,Ensure conforming implementations of approved KEMs satisfy all requirements specified in NIST standards and undergo validation.,Conforming implementations of approved KEMs are required to satisfy all of the re,Section 1.3,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-227.pdf,medium,qwen3.5:27b,2026-04-24
NIST IR 8547,Transition to Post-Quantum Cryptography Standards,Technical Standards,NIST Standards,governance,2,all,Establish a documented transition strategy to adopt post-quantum algorithms and deprecate quantum-vulnerable ones.,"This report serves as the initial step in a broader strategy to manage and guide the transition to post-quantum cryptography. This transition will involve the adoption of new PQC algorithms as well as the careful deprecation, controlled legacy use, and eventual removal of quantumvulnerable algorithms","Section 1.1, Paragraphs 119-125",https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8547.ipd.pdf,medium,qwen3.5:27b,2026-04-24
KMIP-V2-1-OASIS,Key Management Interoperability Protocol (KMIP) Version 2.1,Technical Standards,Protocols,governance,2,keys,Define and enforce cryptographic usage masks to restrict key operations to authorized purposes.,Cryptographic Usage Mask: This attribute is used to indicate the cryptographic operations that are permitted for the object.,Section 4.17,https://docs.oasis-open.org/kmip/kmip-spec/v2.1/os/kmip-spec-v2.1-os.html,high,qwen3.5:27b,2026-04-24
KMIP-V2-1-OASIS,Key Management Interoperability Protocol (KMIP) Version 2.1,Technical Standards,Protocols,governance,2,keys,Establish policies for key extraction restrictions to prevent unauthorized key material exposure.,Extractable: This attribute indicates whether the key value of the object can be extracted from the server.,Section 4.23,https://docs.oasis-open.org/kmip/kmip-spec/v2.1/os/kmip-spec-v2.1-os.html,high,qwen3.5:27b,2026-04-24
KMIP-V2-1-OASIS,Key Management Interoperability Protocol (KMIP) Version 2.1,Technical Standards,Protocols,governance,2,keys,Implement access controls by defining rights and roles for key management operations.,Rights: This attribute is used to indicate the rights that are associated with the object.,Section 7.35,https://docs.oasis-open.org/kmip/kmip-spec/v2.1/os/kmip-spec-v2.1-os.html,high,qwen3.5:27b,2026-04-24
KMIP-V2-1-OASIS,Key Management Interoperability Protocol (KMIP) Version 2.1,Technical Standards,Protocols,lifecycle,3,keys,Automate key rotation by configuring rotate interval and automatic rotation attributes.,Rotate Automatic: This attribute indicates whether the object is to be rotated automatically.,Section 4.48,https://docs.oasis-open.org/kmip/kmip-spec/v2.1/os/kmip-spec-v2.1-os.html,high,qwen3.5:27b,2026-04-24
KMIP-V2-1-OASIS,Key Management Interoperability Protocol (KMIP) Version 2.1,Technical Standards,Protocols,lifecycle,3,keys,Enforce key destruction schedules by setting destroy dates and executing destroy operations.,Destroy Date: This attribute indicates the date and time when the object is to be destroyed.,Section 4.20,https://docs.oasis-open.org/kmip/kmip-spec/v2.1/os/kmip-spec-v2.1-os.html,high,qwen3.5:27b,2026-04-24
KMIP-V2-1-OASIS,Key Management Interoperability Protocol (KMIP) Version 2.1,Technical Standards,Protocols,lifecycle,3,keys,"Manage key state transitions including activation, deactivation, and compromise handling.",State: This attribute indicates the state of the object.,Section 4.57,https://docs.oasis-open.org/kmip/kmip-spec/v2.1/os/kmip-spec-v2.1-os.html,high,qwen3.5:27b,2026-04-24
KMIP-V2-1-OASIS,Key Management Interoperability Protocol (KMIP) Version 2.1,Technical Standards,Protocols,observability,3,keys,Enable audit logging of key management operations to detect policy drift and unauthorized access.,Log: This operation is used to log a message to the server.,Section 6.1.29,https://docs.oasis-open.org/kmip/kmip-spec/v2.1/os/kmip-spec-v2.1-os.html,high,qwen3.5:27b,2026-04-24
KMIP-V2-1-OASIS,Key Management Interoperability Protocol (KMIP) Version 2.1,Technical Standards,Protocols,observability,2,keys,Track key usage limits and monitor for threshold breaches to ensure compliance.,Usage Limits: This attribute is used to indicate the usage limits for the object.,Section 4.59,https://docs.oasis-open.org/kmip/kmip-spec/v2.1/os/kmip-spec-v2.1-os.html,high,qwen3.5:27b,2026-04-24
KMIP-V2-1-OASIS,Key Management Interoperability Protocol (KMIP) Version 2.1,Technical Standards,Protocols,inventory,3,keys,Maintain a complete inventory of cryptographic objects by querying and locating all managed keys.,Locate: This operation is used to locate objects that match the specified criteria.,Section 6.1.28,https://docs.oasis-open.org/kmip/kmip-spec/v2.1/os/kmip-spec-v2.1-os.html,high,qwen3.5:27b,2026-04-24
KMIP-V2-1-OASIS,Key Management Interoperability Protocol (KMIP) Version 2.1,Technical Standards,Protocols,inventory,2,keys,Categorize cryptographic assets using object groups and types for effective estate management.,Object Group: This attribute is used to indicate the group to which the object belongs.,Section 4.35,https://docs.oasis-open.org/kmip/kmip-spec/v2.1/os/kmip-spec-v2.1-os.html,high,qwen3.5:27b,2026-04-24
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,inventory,2,all,Conduct a comprehensive discovery and analysis of the cryptographic estate to identify all algorithms and protocols in use.,3.1.2 Cryptography Discovery and Analysis,Section 3.1.2,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,qwen3.5:27b,2026-04-24
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,governance,2,all,Establish a governance framework and decision-making process to prioritize and plan the Post-Quantum Cryptography migration.,"3.1.4 Prioritisation, Planning and Governance",Section 3.1.4,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,qwen3.5:27b,2026-04-24
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,governance,3,all,Implement ongoing crypto-governance processes to manage the lifecycle of cryptographic assets post-migration.,3.1.6 Operation and Ongoing Crypto-Governance,Section 3.1.6,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,qwen3.5:27b,2026-04-24
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,governance,2,all,Perform a business risk analysis to assess the impact of quantum computing threats on cryptographic assets.,3.1.3 Business Risk Analysis,Section 3.1.3,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,qwen3.5:27b,2026-04-24
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,lifecycle,2,all,Develop and execute a remediation plan to migrate cryptographic systems to Post-Quantum algorithms.,3.1.5 Remediation Execution,Section 3.1.5,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,qwen3.5:27b,2026-04-24
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,inventory,2,all,Maintain a detailed cryptographic inventory for each specific telecom use case to support migration planning.,5.2.4 Cryptographic Inventory,Section 5.2.4,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,qwen3.5:27b,2026-04-24
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,lifecycle,2,all,Analyze migration strategies and assess the impact of Post-Quantum Cryptography on specific system use cases.,5.2.5 Migration Strategy Analysis and Impact Assessment,Section 5.2.5,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,qwen3.5:27b,2026-04-24
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,lifecycle,2,all,Define a migration process description and timeline (Gantt Chart) for transitioning to Post-Quantum Cryptography.,5.2.10 Gantt Chart for PQC Migration,Section 5.2.10,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,qwen3.5:27b,2026-04-24
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,assurance,2,software,Validate firmware and middleware compatibility to ensure correct implementation of Post-Quantum Cryptography algorithms.,4.6.3 Firmware Validation,Section 4.6.3,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,medium,qwen3.5:27b,2026-04-24
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,assurance,2,software,Test algorithm implementations to verify infrastructure capacity and middleware compatibility before deployment.,4.6.1 Infrastructure Capacity,Section 4.6.1,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,medium,qwen3.5:27b,2026-04-24
RFC-9763,Related Certificates for Use in Multiple Authentications within a Protocol,Technical Standards,PKI Certificate Management,governance,2,certificates,Define local policy to determine sufficient freshness for CSR request times.,MUST check that the BinaryTime indicated in the requestTime field is sufficiently fresh. Note that sufficient freshness is defined by local policy and is out of the scope of this document.,Section 3.2,https://www.rfc-editor.org/rfc/rfc9763.html,high,qwen3.5:27b,2026-04-24
RFC-9763,Related Certificates for Use in Multiple Authentications within a Protocol,Technical Standards,PKI Certificate Management,governance,2,certificates,"Establish local policy to assess the suitability of related certificates, including validity period remaining.","The CA may also apply local policy regarding the suitability of the related certificate, such as validity period remaining.",Section 3.2,https://www.rfc-editor.org/rfc/rfc9763.html,high,qwen3.5:27b,2026-04-24
RFC-9763,Related Certificates for Use in Multiple Authentications within a Protocol,Technical Standards,PKI Certificate Management,lifecycle,3,certificates,Retrieve and validate the referenced certificate using standard path validation rules before issuing a new certificate.,"MUST retrieve the certificate identified in the relatedCertRequest attribute using the information provided in UniformResourceIdentifier, and validate it using certificate path validation rules defined in [ RFC5280 ].",Section 3.2,https://www.rfc-editor.org/rfc/rfc9763.html,high,qwen3.5:27b,2026-04-24
RFC-9763,Related Certificates for Use in Multiple Authentications within a Protocol,Technical Standards,PKI Certificate Management,lifecycle,3,certificates,Verify the signature in the CSR attribute using the public key of the referenced certificate to confirm ownership.,MUST verify the signature field of the relatedCertRequest attribute. The CA verifies the signature using the public key associated with the certificate identified by the relatedCertRequest attribute.,Section 3.2,https://www.rfc-editor.org/rfc/rfc9763.html,high,qwen3.5:27b,2026-04-24
RFC-9763,Related Certificates for Use in Multiple Authentications within a Protocol,Technical Standards,PKI Certificate Management,lifecycle,3,certificates,Ensure the related certificate contains the key usage and extended key usage OIDs asserted in the new certificate.,MUST ensure that the related certificate contains the key usage (KU) bits and extended key usage (EKU) OIDs [ RFC5280 ] being asserted in the certificate being issued.,Section 4.1,https://www.rfc-editor.org/rfc/rfc9763.html,high,qwen3.5:27b,2026-04-24
RFC-9763,Related Certificates for Use in Multiple Authentications within a Protocol,Technical Standards,PKI Certificate Management,lifecycle,3,certificates,Restrict the RelatedCertificate extension to end-entity certificates only within certificate chains.,"For certificate chains, this extension MUST only be included in the end-entity certificate.",Section 4.1,https://www.rfc-editor.org/rfc/rfc9763.html,high,qwen3.5:27b,2026-04-24
RFC-9763,Related Certificates for Use in Multiple Authentications within a Protocol,Technical Standards,PKI Certificate Management,lifecycle,3,certificates,Include only certificates listed in the CSR's relatedCertRequest attribute within the RelatedCertificate extension.,MUST only include a certificate in the extension that is listed in the relatedCertRequest attribute of the CSR submitted by the requesting entity.,Section 4.1,https://www.rfc-editor.org/rfc/rfc9763.html,high,qwen3.5:27b,2026-04-24
RFC 4251,The Secure Shell (SSH) Protocol Architecture,Technical Standards,Protocols,governance,2,keys,"Define policy specifying preferred encryption, integrity, compression, and public key algorithms for each direction.","The following policy issues SHOULD be addressed in the configuration mechanisms of each implementation: Encryption, integrity, and compression algorithms, separately for each direction. The policy MUST specify which is the preferred algorithm",Section 4.3,https://www.rfc-editor.org/rfc/rfc4251.html,high,qwen3.5:27b,2026-04-24
RFC 4251,The Secure Shell (SSH) Protocol Architecture,Technical Standards,Protocols,governance,2,keys,Establish policy defining public key algorithms and key exchange methods for host authentication based on trusted host keys.,Public key algorithms and key exchange method to be used for host authentication. The existence of trusted host keys for different public key algorithms also affects this choice.,Section 4.3,https://www.rfc-editor.org/rfc/rfc4251.html,high,qwen3.5:27b,2026-04-24
RFC 4251,The Secure Shell (SSH) Protocol Architecture,Technical Standards,Protocols,governance,2,software,"Configure server policy to require specific authentication methods per user, potentially based on user location.",The authentication methods that are to be required by the server for each user. The server's policy MAY require multiple authentication for some or all users. The required algorithms MAY depend on the location from where the user is trying to gain access.,Section 4.3,https://www.rfc-editor.org/rfc/rfc4251.html,high,qwen3.5:27b,2026-04-24
