patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status,pqc_migration_score,pqc_migration_reason
12160511,Key import with hybrid cryptography,,International Business Machines Corporation,2022-03-30,2024-12-03,H04L9/0836;H04L9/3093;H04L9/0897;H04L9/14;H04L9/0822,A method for importing key material into a hardware security module using hybrid encryption with both classical and quantum-safe public keys to ensure security against future quantum computing threats.,"The invention provides a key import mechanism where a Key Management Service sends both a classical cryptography public key and a quantum-safe cryptography public key to a user system. The user encrypts key material using both keys, and the resulting hybrid-encrypted material is processed and stored in a Hardware Security Module, ensuring protection even if one cryptographic scheme is broken.",hybrid,hybrid,core_invention,"Quantum-safe cryptography (QSC) is central to the independent claims (1, 8, 14), which require sending both a classical public key and a QSC public key for hybrid encryption. The invention is designed specifically to protect against future quantum computing attacks on classical algorithms like RSA. QSC is not optional; it is a required component of the claimed hybrid encryption scheme.",,RSA; AES; AES-GCM,Kyber,quantum_computing,generation; distribution; storage,HSM,,,quantum-attack,OS,symmetric-cipher; KEM,cloud,computer-implemented method; system; computer program product,,root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""computer-implemented method for key import with hybrid cryptography""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generating QSC key pair and retrieving CC public key from HSM""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""decrypting first part with QSC private key and sending to HSM""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""decrypting all hybrid-encrypted material with QSC private key""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""using QSC public key to establish symmetric key""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""retrieving both public keys from HSM""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""HSM generating both key pairs and decrypting""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""system comprising HSM and key import module""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""key import module generating QSC pair and HSM generating CC pair""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""splitting key material and concatenating decrypted parts""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""decrypting all material with QSC private key then CC private key""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""using QSC public key to establish symmetric key""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""HSM generating both key pairs and decrypting""}, {""claim"": 14, ""depends_on"": [], ""subject"": ""computer program product for key import with hybrid cryptography""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""generating QSC key pair and retrieving CC public key from HSM""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""decrypting first part with QSC private key and sending to HSM""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""decrypting all hybrid-encrypted material with QSC private key""}, {""claim"": 18, ""depends_on"": [14], ""subject"": ""using QSC public key to establish symmetric key""}, {""claim"": 19, ""depends_on"": [14], ""subject"": ""retrieving both public keys from HSM""}]","[{""algorithm"": ""Kyber"", ""status"": ""fips_203""}, {""algorithm"": ""RSA"", ""status"": ""classical""}, {""algorithm"": ""AES"", ""status"": ""classical""}]",7,"Hybrid cryptography is a core PQC migration strategy, though title lacks explicit NIST algorithm references."
20240396879,HYBRID PKI KEYLOADER METHODS AND SYSTEMS,Hale; Britta,"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF THE NAVY",2024-05-23,2024-11-28,H04L63/0428;H04L63/061;H04L9/006,,,hybrid,hybrid,,,,,,,,,,,,,,,,,,,,,,,
20240396740,LATTICE-BASED CRYPTOGRAPHIC DIGITAL SIGNATURE SCHEME UTILISING MASKING,,PQShield Ltd,2024-08-02,2024-11-28,H04L9/3218;H04L9/3247,A lattice-based digital signature scheme using masked secret shares and approximate rounding to achieve linear scaling complexity while providing side-channel attack resistance.,"The invention provides a method for generating Fiat-Shamir digital signatures where the signing key consists of secret shares sampled from a modulo q base ring. It utilizes approximate rounding and decoding of modified random shares to generate commitment and response data, ensuring processing complexity scales quasilinearly with the number of secret shares.",pqc_only,none,background_only,"Quantum technology is mentioned in the background section to establish the relevance of lattice-based cryptography as post-quantum resistant. It is not part of the claimed invention, nor does the invention utilize quantum hardware or protocols. The primary invention is a classical lattice-based signature scheme.",,,,none,generation,FPGA; ASIC,,,side-channel,,signature; hash; commitment,,method for generating a Fiat-Shamir digital signature; data processing apparatus for generating a Fiat-Shamir digital signature; computer-readable storage device for generating a Fiat-Shamir digital signature,latency,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for generating a Fiat-Shamir digital signature""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""uniform random sampling""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""rounding by dividing coefficients and rounding to nearest integer""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""checking shortness constraints for hint data""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""checking Euclidean and infinite norms against bounded values""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""switching order of modified random shares""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""refreshing random, modified, rounded, or response shares""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""verification key comprising seed value and vector data""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""data processing apparatus for generating a Fiat-Shamir digital signature""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""uniform random sampling""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""rounding by dividing coefficients and rounding to nearest integer""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""switching order of modified random shares""}, {""claim"": 13, ""depends_on"": [9], ""subject"": ""refreshing random, modified, rounded, or response shares""}, {""claim"": 14, ""depends_on"": [9], ""subject"": ""verification key comprising seed value and vector data""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""computer-readable storage device for generating a Fiat-Shamir digital signature""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""uniform random sampling""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""rounding by dividing coefficients and rounding to nearest integer""}, {""claim"": 18, ""depends_on"": [15], ""subject"": ""switching order of modified random shares""}, {""claim"": 19, ""depends_on"": [15], ""subject"": ""refreshing random, modified, rounded, or response shares""}, {""claim"": 20, ""depends_on"": [15], ""subject"": ""verification key comprising seed value and vector data""}]",[],9,Assignee PQShield is a PQC leader; lattice-based signatures align with NIST ML-DSA standards for migration.
20240396712,DATA TRANSMISSION USING LATTICE-BASED ENCRYPTION,,"Capital One Services, LLC",2023-05-22,2024-11-28,H04L9/3093;H04L9/0825;H04L9/302;H04L9/0861;H04L63/166,"A method for securing data transmission by generating lattice-based keys to encrypt a symmetric key, which is then used to encrypt payload data over existing TLS pathways.","The invention provides a hybrid encryption scheme where a server generates lattice-based public/private keys in response to a client request. The client uses the lattice-based public key to encrypt a symmetric private key, which is transmitted back to the server for decryption, enabling subsequent payload encryption using the symmetric key over standard TLS.",hybrid,in_place_upgrade,background_only,"Quantum computing is mentioned in the background as a threat to RSA encryption, motivating the use of lattice-based encryption. It does not appear in any claims. The invention is a classical implementation of post-quantum cryptography to resist quantum attacks, but does not utilize quantum technology itself.",TLS; HTTPS,RSA,lattice-based encryption,quantum_computing,generation; exchange; distribution,mobile; server; client device,,,quantum-attack,,symmetric-cipher; KEM,banking; cloud,computer-implemented method for encrypting payload data; system for encrypting payload data; non-transitory computer-readable medium,,PII; financial; transactions,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""computer-implemented method for encrypting payload data""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""request transmitted using HTTPS""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""request for accessing a web-domain""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""transmission via first and second TLS communications""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""generating keys using a lattice algorithm""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""generating keys using lattice and RSA algorithms""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""encrypted payload received from TLS end-point""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""system for encrypting payload data""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""request transmitted using HTTPS""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""request for accessing a web-domain""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""transmission via first and second TLS communications""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""generating keys using a lattice algorithm""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""generating keys using lattice and RSA algorithms""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""encrypted payload received from TLS end-point""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""non-transitory computer-readable medium""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""request transmitted using HTTPS""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""request transmitted from a browser""}, {""claim"": 18, ""depends_on"": [15], ""subject"": ""server uses lattice-based private key to decrypt""}, {""claim"": 19, ""depends_on"": [15], ""subject"": ""encrypted payload transmitted to TLS end-point""}, {""claim"": 20, ""depends_on"": [15], ""subject"": ""encrypted symmetric key encrypted using RSA""}]",[],9,"Lattice-based encryption aligns with NIST PQC standards (ML-KEM), directly addressing post-quantum migration needs."
12155774,Systems and methods of template-based digital asset exchanges using a public key cryptography (PKC) framework,Kurani; Ashish B. et al.,"Wells Fargo Bank, N.A.",2021-11-17,2024-11-26,G06Q20/02;G06Q20/3825;G06F9/541;H04L9/006;G06Q20/381;H04L9/3247;H04L9/3239;G06Q20/0655;G06Q40/04;G06Q20/3829,Systems and methods for template-based digital asset exchanges using a public key cryptography framework to facilitate multi-payee transactions across provider and central ledgers.,"The invention utilizes exchange templates with multiple payee fields populated by environmental datasets to orchestrate digital asset transfers. It involves signing requests with private keys, verifying them via user devices, and updating both provider and central ledgers through API interfaces.",classical_only,none,none,none,PKI,,,none,storage; distribution; destruction,mobile,possession,,double-spending; insider,,signature,banking; blockchain,computer-implemented method of template-based digital asset exchanges; provider system for template-based digital asset exchanges; non-transitory computer-readable storage media for template-based digital asset exchanges,,financial; transactions,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""computer-implemented method of template-based digital asset exchanges""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""access levels for template fields""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""smart contract templates""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""CBDC digital asset""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""token derived from CBDC""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""additional environmental dataset""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""collecting environmental dataset via API""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""populating fields via lookup table""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""provider system for template-based digital asset exchanges""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""access levels for template fields""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""smart contract templates""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""CBDC digital asset""}, {""claim"": 13, ""depends_on"": [9], ""subject"": ""token derived from CBDC""}, {""claim"": 14, ""depends_on"": [9], ""subject"": ""additional environmental dataset""}, {""claim"": 15, ""depends_on"": [9], ""subject"": ""collecting environmental dataset via API""}, {""claim"": 16, ""depends_on"": [9], ""subject"": ""populating fields via lookup table""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""non-transitory computer-readable storage media for template-based digital asset exchanges""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""access levels for template fields""}, {""claim"": 19, ""depends_on"": [17], ""subject"": ""smart contract templates""}, {""claim"": 20, ""depends_on"": [17], ""subject"": ""additional environmental dataset""}]",[],2,Covers classical PKC for digital assets but lacks explicit PQC algorithms or migration strategies.
20240388429,KEY DERIVATION METHODS FOR HASH-BASED SIGNATURE SCHEMES,,NXP B.V.,2023-05-18,2024-11-21,H04L9/50;H04L9/0861;H04L9/3247;H04L9/3242;H04L9/3239;H04L9/0869,"A key derivation method for hash-based signature schemes that balances side-channel security and performance by using chained seeds, tree structures, and randomized indices.",The invention provides a key derivation method for hash-based signatures that generates chained seeds from a master seed and derives secret keys sequentially or in tree structures. It introduces randomization of indices to enhance side-channel resistance while allowing configurable trade-offs between forward secrecy and computational performance.,pqc_only,none,background_only,"Quantum computing is mentioned in the background as a threat to RSA and ECDSA, motivating the use of hash-based signatures. It does not appear in any claims. The invention is a classical cryptographic method for post-quantum algorithms.",,SHA-256,XMSS; LMS; SPHINCS+,none,generation; derivation,IoT,,RFC 8391,side-channel,TRNG,signature; hash; KDF,IoT,data processing system for generating keys in a hash based signature system; data processing system for generating keys by repeatedly hashing a seed; data processing system for generating keys using random values,latency; parallelization,root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""data processing system for generating keys in a hash based signature system""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generating secret keys using a tree structure""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""sequentially generating secret keys in a chain""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""applying a random value to indices""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""applying two different random values to indices""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""using XMSS, LMS, or Sphincs+""}, {""claim"": 7, ""depends_on"": [], ""subject"": ""data processing system for generating keys by repeatedly hashing a seed""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""producing chained seeds and generating secret keys for each""}, {""claim"": 9, ""depends_on"": [7], ""subject"": ""applying a random value to indices""}, {""claim"": 10, ""depends_on"": [7], ""subject"": ""applying two different random values to indices""}, {""claim"": 11, ""depends_on"": [7], ""subject"": ""using XMSS, LMS, or Sphincs+""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""data processing system for generating keys using random values""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""producing chained seeds and generating secret keys""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""generating secret keys sequentially in a chain""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""generating secret keys in a tree structure""}, {""claim"": 16, ""depends_on"": [12], ""subject"": ""using XMSS, LMS, or Sphincs+""}, {""claim"": 17, ""depends_on"": [12], ""subject"": ""generating a second random value and second plurality of keys""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""producing chained seeds and generating first and second plurality of keys""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""generating first and second plurality of keys sequentially in a chain""}, {""claim"": 20, ""depends_on"": [18], ""subject"": ""generating first and second secret keys in a tree structure""}]","[{""algorithm"": ""XMSS"", ""status"": ""stateful_hash_standard""}, {""algorithm"": ""LMS"", ""status"": ""stateful_hash_standard""}, {""algorithm"": ""SPHINCS+"", ""status"": ""fips_205""}]",9,"Hash-based signatures are NIST PQC standards (FIPS 203), directly relevant to migration."
20240388431,JUST-IN-TIME POST-QUANTUM CRYPTOGRAPHY (PQC) KEY EXPANSION,,Infineon Technologies AG,2023-05-15,2024-11-21,H04L9/0877;H04L9/0631;H04L9/0852;H04L9/0869;H04L9/3093,Hardware architectures for post-quantum cryptography accelerators that generate expanded key data fragments sequentially to reduce memory footprint and processing overhead.,"The invention provides a PQC hardware accelerator and key expander that sequentially generate data fragments of an expanded key from a seed, allowing memory reuse and reducing data transfers. This just-in-time expansion minimizes the physical footprint and load on system buses compared to conventional architectures that store the entire expanded key.",pqc_only,none,background_only,"Quantum technology is mentioned in the background as the motivation for adopting Post-Quantum Cryptography (PQC) algorithms to resist attacks from sufficiently large quantum computers. The invention itself is a hardware optimization for PQC algorithms (lattice-based) and does not involve quantum hardware, QKD, or quantum key generation. The term 'post-quantum' refers to the classical algorithms' resistance to quantum attacks, not the use of quantum technology.",,SHA-3,Kyber; Dilithium; Falcon; SPHINCS+; SABER; NTRU,none,derivation; generation,HSM; IoT; embedded,,IEEE 802.1AE,quantum-attack,,KEM; signature; hash; KDF,automotive; IoT,PQC hardware accelerator; PQC key expander,HW-accel; memory-reduction; latency,session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""PQC hardware accelerator with sequential key expansion""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""overwriting previously-generated data fragments""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""expanded key associated with a matrix of polynomial values""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""expander performs post processing for polynomial values""}, {""claim"": 5, ""depends_on"": [3], ""subject"": ""processing circuitry performs post processing for polynomial values""}, {""claim"": 6, ""depends_on"": [3], ""subject"": ""generation until all matrix entries are generated""}, {""claim"": 7, ""depends_on"": [3], ""subject"": ""control signal transmission for next entry""}, {""claim"": 8, ""depends_on"": [3], ""subject"": ""iterative multiplication for vector-matrix product""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""cryptographic functions including signature and encryption""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""CRYSTALS-DILITHIUM or CRYSTALS-KYBER algorithms""}, {""claim"": 11, ""depends_on"": [3], ""subject"": ""counters for row and column indices""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""seed value received only once""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""Key Encapsulation Mechanism usage""}, {""claim"": 14, ""depends_on"": [], ""subject"": ""PQC key expander with counters and accelerator circuitry""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""configuration data and seed received only once""}, {""claim"": 16, ""depends_on"": [14], ""subject"": ""expanded key associated with a matrix""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""row and column indices for matrix entries""}, {""claim"": 18, ""depends_on"": [16], ""subject"": ""accelerator circuitry performs post processing""}, {""claim"": 19, ""depends_on"": [16], ""subject"": ""generation until all matrix entries are generated""}, {""claim"": 20, ""depends_on"": [16], ""subject"": ""selective increment of indices""}, {""claim"": 21, ""depends_on"": [14], ""subject"": ""cryptographic functions including signature and encryption""}, {""claim"": 22, ""depends_on"": [14], ""subject"": ""CRYSTALS-DILITHIUM or CRYSTALS-KYBER algorithms""}, {""claim"": 23, ""depends_on"": [14], ""subject"": ""writing output data to memory for processing circuitry""}, {""claim"": 24, ""depends_on"": [23], ""subject"": ""output data comprises one or more data fragments""}, {""claim"": 25, ""depends_on"": [23], ""subject"": ""output data comprises each sequentially generated data fragment""}]","[{""algorithm"": ""Kyber"", ""status"": ""fips_203""}, {""algorithm"": ""Dilithium"", ""status"": ""fips_204""}, {""algorithm"": ""Falcon"", ""status"": ""round4_candidate""}, {""algorithm"": ""SPHINCS+"", ""status"": ""round4_candidate""}]",9,"Directly addresses PQC key management and expansion, critical for migration agility and HNDL mitigation."
20240388433,MASKED INFINITY NORM CHECK FOR CRYSTALS-DILITHIUM SIGNATURE GENERATION,,NXP B.V.,2023-05-18,2024-11-21,H04L9/3093;H04L9/3006,A masked infinity norm check method for CRYSTALS-Dilithium signature generation that uses Boolean masking and a smaller modulus to improve side-channel resistance and efficiency.,"The invention provides a method for performing a secure infinity norm check in lattice-based cryptography by converting arithmetic shares of a polynomial product to Boolean shares, subtracting a random polynomial, and adding constants to determine if the norm bound is satisfied. This approach avoids expensive arithmetic-to-Boolean conversions for the secret polynomial addition and allows the use of a smaller, power-of-two modulus for the multiplication step.",pqc_only,none,background_only,Quantum computers are mentioned in the background as the motivation for adopting NIST-selected post-quantum algorithms like CRYSTALS-Dilithium. No quantum technology is claimed or implemented; the invention is a classical hardware/software optimization for a PQC algorithm.,,,Dilithium,none,,processor,,,side-channel,deterministic-PRNG,signature,IoT,data processing system for norm checking; method for norm checking,latency; HW-accel,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""data processing system for norm checking""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""modulus q' is power of two""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""norm bound condition""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""expanding coefficients to k+1 bits""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""secure subtraction function""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""secure addition with bound check""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""secure addition for carry bit""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""unmasking carry bit""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""bit width of Boolean shares""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""unsigned coefficients""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""method for norm checking""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""modulus q' is power of two""}, {""claim"": 13, ""depends_on"": [11], ""subject"": ""norm bound condition""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""expanding coefficients to k+1 bits""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""secure subtraction function""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""secure addition with bound check""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""secure addition for carry bit""}, {""claim"": 18, ""depends_on"": [11], ""subject"": ""unmasking carry bit""}, {""claim"": 19, ""depends_on"": [11], ""subject"": ""bit width of Boolean shares""}, {""claim"": 20, ""depends_on"": [11], ""subject"": ""unsigned coefficients""}]","[{""algorithm"": ""Dilithium"", ""status"": ""fips_204""}]",9,"Directly implements NIST-standardized ML-DSA/Dilithium, a core PQC algorithm for migration."
20240385805,RANDOM NUMBER GENERATION,,PQShield Ltd,2023-05-17,2024-11-21,H04L9/0869;G06F7/588,A hardware entropy source using a ring oscillator and a multi-stage von Neumann-based noise conditioner with shift registers to decorrelate and debias random bits for lightweight cryptographic applications.,"The invention provides a hardware entropy source comprising a noise conditioner with multiple stages, each using a k-bit shift register and a set of von Neumann cells selected by the register state to perform debiasing. This architecture implements a Markov Chain model to reduce bias and correlation in raw noise bits without requiring computationally intensive cryptographic operations.",unclear,none,background_only,"Quantum technology is mentioned in the background and description as a context for the invention (e.g., 'quantum-safe', 'post-quantum cryptography', 'quantum phenomenon yielding randomness'). The description notes that the noise conditioner is 'essentially quantum-safe' because it is free of computational hardness assumptions. However, quantum technology is not part of the claimed invention; the claims describe a classical hardware entropy source using ring oscillators and von Neumann debiasing. No independent or dependent claims require quantum hardware or protocols.",,,,qrng,generation,FPGA; IoT; QRNG,,NIST SP 800-90B,side-channel,TRNG,,IoT,entropy source; non-transitory computer-readable storage medium,HW-accel; latency,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""entropy source""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""noise source comprises ring oscillator""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""ring oscillator comprises odd number of invertors""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""comprising latch to output sampled bits""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""comprising raw noise interface""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""noise conditioning stage comprises enable input""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""enable input passed between stages""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""stages activated by clock and enable inputs""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""von Neumann cell has five possible states""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""state transition logic for von Neumann cell""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""k equals 3""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""hardware circuit polled from software driver""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""software driver comprises cryptographic conditioner""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""register indicating operational status""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""operational status states defined""}, {""claim"": 16, ""depends_on"": [14], ""subject"": ""comprising one or more online tests""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""online tests comprise repetition count and adaptive proportion tests""}, {""claim"": 18, ""depends_on"": [1], ""subject"": ""configured to reduce bias and increase entropy""}, {""claim"": 19, ""depends_on"": [1], ""subject"": ""shift register and selector operative on clock cycles""}, {""claim"": 20, ""depends_on"": [], ""subject"": ""non-transitory computer-readable storage medium""}]",[],2,QRNG hardware lacks algorithm migration relevance; PQShield assignee suggests PQC context but title implies classical RN
12143480,Systems and methods for distributing symmetric keys via a quantum-secure key depot,Bordow; Peter et al.,"Wells Fargo Bank, N.A.",2022-06-13,2024-11-12,H04L63/08;H04L9/0852;H04L9/0869;H04L9/0855;H04L9/083,"A quantum-secure key depot uses entangled particles to establish an initial symmetric key with a host, then derives and distributes client keys from encrypted seed data.","The invention utilizes Quantum Key Distribution (QKD) via entangled particles to generate an initial symmetric key between a fixed key depot and a host device. This initial key secures the transmission of seed data, which the key depot then uses to derive and distribute unique symmetric keys to client devices while notifying the host.",unclear,none,core_invention,"Quantum Key Distribution (QKD) using entangled particles is the foundational mechanism for generating the initial symmetric key in independent claims 1, 7, and 13. The invention relies on this quantum process to establish the secure channel required for seed data exchange; without it, the specific claimed method of establishing the initial trust anchor does not exist as described.",QKD,,,qkd; entanglement,generation; derivation; distribution; rotation,HSM; IoT; mobile,possession,,MITM; quantum-attack,quantum-entanglement,symmetric-cipher; KDF,banking,method for distributing symmetric keys via QKD and seed derivation; apparatus comprising key depot circuitry for QKD and key derivation; computer program product for quantum-secure key distribution,,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for distributing symmetric keys via QKD and seed derivation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""authentication of client device based on indicator""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""decryption of seed data using initial key""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""key depot installed at fixed location""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""distribution to second client device""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""authentication of second client device""}, {""claim"": 7, ""depends_on"": [], ""subject"": ""apparatus for quantum-secure key distribution""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""client authentication in apparatus""}, {""claim"": 9, ""depends_on"": [7], ""subject"": ""seed data decryption in apparatus""}, {""claim"": 10, ""depends_on"": [7], ""subject"": ""fixed location installation""}, {""claim"": 11, ""depends_on"": [7], ""subject"": ""second client distribution in apparatus""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""second client authentication in apparatus""}, {""claim"": 13, ""depends_on"": [], ""subject"": ""computer program product for key distribution""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""client authentication in software""}]",[],,
