Country,FlagCode,OrgName,OrgFullName,OrgLogoUrl,Type,Category,StartYear,EndYear,Title,Description,SourceUrl,SourceDate,Status,trusted_source_id,local_file,peer_reviewed,vetting_body
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Guidance,2025,2025,PQC Planning Guide Updated,ASD publishes updated Planning for PQC guidance with LATICE framework and detailed milestones.,https://www.cyber.gov.au/business-government/secure-design/planning-for-post-quantum-cryptography,2025-09-01,Validated,,,yes,ASD
Australia,AU,ASD,Australian Signals Directorate,,Phase,Migration,2026,2028,Critical Systems Migration Start,Implementation of PQC algorithms begins with most critical and sensitive systems.,https://www.cyber.gov.au/business-government/secure-design/planning-for-post-quantum-cryptography,2025-09-01,Validated,,,no,ASD
Australia,AU,ASD,Australian Signals Directorate,,Phase,Migration,2028,2030,ASD Full Migration Phase,Complete transition to ASD-approved PQC algorithms across all systems.,https://www.cyber.gov.au/business-government/secure-design/planning-for-post-quantum-cryptography,2025-09-01,Validated,,,no,ASD
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Deadline,2030,2030,Traditional Crypto Prohibited,"Cease use of traditional asymmetric cryptography (RSA, ECDSA, ECDH). Full transition to PQC. 5 years ahead of US/UK.",https://www.cyber.gov.au/business-government/secure-design/planning-for-post-quantum-cryptography,2025-09-01,Validated,,,no,ASD
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Guidance,2025,2025,ISM June 2025 Cryptography Guidelines Update,ASD releases June 2025 revision of ISM Guidelines for Cryptography with further PQC transition implementation details. Introduces phased approach (Triage → Implement → Validate) and reinforces 2030 deadline for deprecation of traditional asymmetric cryptography.,https://www.cyber.gov.au/sites/default/files/2025-07/22.%20ISM%20-%20Guidelines%20for%20cryptography%20(June%202025).pdf,2025-06-01,Validated,,,yes,ASD
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Guidance,2025,2025,ACSC Annual Cyber Threat Report 2024–25 — PQC as a National Priority,ACSC designates PQC preparation as one of four critical cyber resilience imperatives under the 'Four Big Moves for Cyber Resilience'. Emphasises harvest-now-decrypt-later risk and urgency of acting immediately rather than waiting for CRQC arrival. First time PQC features as a top-4 national cyber security priority.,https://www.cyber.gov.au/about-us/view-all-content/reports-and-statistics/annual-cyber-threat-report-2024-2025,2025-10-01,Validated,,,yes,ASD
Australia,AU,ASD,Australian Signals Directorate,,Milestone,Publication,2025,2025,Commonwealth Cyber Security Posture in 2025,Annual ASD assessment of cyber security posture across Commonwealth entities. Tracks PQC transition planning compliance and ISM-1917 readiness across Australian government agencies. Provides baseline for inter-agency quantum migration progress.,https://www.cyber.gov.au/about-us/view-all-content/reports-and-statistics/the-commonwealth-cyber-security-posture-in-2025,2025-01-01,Validated,,,yes,ASD
International,INT,BIS,Bank for International Settlements,,Milestone,Guidance,2025,2025,Paper 158 Quantum Roadmap,BIS publishes Paper 158: Quantum-Readiness Roadmap for financial systems. Critical systems quantum-safe by early 2030s.,https://www.bis.org/publ/bppdf/bispap158.htm,2025-07-01,Validated,,public/timeline/International_BIS_Paper_158_Quantum_Roadmap.html,yes,BIS
Australia,AU,DISR,Department of Industry Science and Resources,,Milestone,Policy,2023,2023,National Quantum Strategy,"Australian government publishes National Quantum Strategy, committing to investment in quantum technology leadership including quantum-secure communications. Sets the policy foundation for Australia's quantum economy, research, and security ecosystem.",https://www.industry.gov.au/publications/national-quantum-strategy,2023-05-01,Validated,,public/timeline/Australia_Quantum_Strategy.html,yes,DISR
Canada,CA,ISED,"Innovation, Science and Economic Development Canada",,Milestone,Guidance,2023,2023,PQC Best Practices Published,"Innovation, Science and Economic Development Canada (ISED) publishes the Canadian National Quantum-Readiness: Best Practices and Guidelines. Provides a framework for Canadian organizations to assess quantum risks and prioritize PQC migration across federal departments and industry.",https://ised-isde.canada.ca/site/spectrum-management-telecommunications/sites/default/files/attachments/2023/cfdir-quantum-readiness-best-practices-v03.pdf,2023-06-12,Validated,,public/timeline/Canada_ISED_PQC_Best_Practices_Published.pdf,yes,ISED
Canada,CA,CCCS,Canadian Centre for Cyber Security,,Milestone,Guidance,2025,2025,CCCS PQC Migration Roadmap Published,CCCS publishes ITSM.40.001 Roadmap for migration to PQC for Government of Canada. Effective June 23 2025.,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,2025-06-23,Validated,,public/timeline/Canada_CCCS_PQC_Migration_Roadmap_Published.html,yes,CCCS
Canada,CA,TBS,Treasury Board of Canada Secretariat,,Milestone,Policy,2025,2025,SPIN Notice Published,"Security Policy Implementation Notice on PQC migration effective October 9, 2025 under Policy on Government Security.",https://www.canada.ca/en/government/system/digital-government/policies-standards/spin/migrating-government-canada-post-quantum-cryptography.html,2025-10-09,Validated,,public/timeline/Canada_TBS_SPIN_Notice_Published.html,yes,TBS
Canada,CA,CCCS,Canadian Centre for Cyber Security,,Phase,Discovery,2025,2026,Departmental Planning Phase,Federal departments develop initial departmental PQC migration plans. Due by April 2026.,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,2025-06-23,Validated,,public/timeline/Canada_CCCS_PQC_Migration_Roadmap_Published.html,no,CCCS
Canada,CA,CCCS,Canadian Centre for Cyber Security,,Milestone,Deadline,2026,2026,Departmental PQC Migration Plans Due,Federal departments must develop and submit initial PQC migration plans to CCCS by April 2026 with annual progress reporting thereafter. New IT procurements should include PQC vendor support clauses as an ongoing obligation under the roadmap.,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,2025-06-23,Validated,,public/timeline/Canada_CCCS_PQC_Migration_Roadmap_Published.html,no,CCCS
Canada,CA,CCCS,Canadian Centre for Cyber Security,,Phase,Migration,2026,2031,High Priority Migration Phase,Migration of high priority government systems. Annual progress reporting required.,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,2025-06-23,Validated,,public/timeline/Canada_CCCS_PQC_Migration_Roadmap_Published.html,no,CCCS
Canada,CA,CCCS,Canadian Centre for Cyber Security,,Milestone,Deadline,2031,2031,High Priority Systems Complete,Completion of PQC migration for high priority government systems.,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,2025-06-23,Validated,,public/timeline/Canada_CCCS_PQC_Migration_Roadmap_Published.html,no,CCCS
Canada,CA,CCCS,Canadian Centre for Cyber Security,,Phase,Migration,2031,2035,Remaining Systems Migration,Migration of all remaining non-classified government systems.,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,2025-06-23,Validated,,public/timeline/Canada_CCCS_PQC_Migration_Roadmap_Published.html,no,CCCS
Canada,CA,CCCS,Canadian Centre for Cyber Security,,Milestone,Deadline,2035,2035,Full GC Migration Complete,Completion of PQC migration for all Government of Canada non-classified systems.,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,2025-06-23,Validated,,public/timeline/Canada_CCCS_PQC_Migration_Roadmap_Published.html,no,CCCS
China,CN,CACR,Chinese Association for Cryptologic Research,,Milestone,Standardization,2020,2020,CACR PQC Competition Results,CACR announces results of its post-quantum cryptography competition selecting initial algorithms (36 submissions).,https://en.qapp.tech/help/cacr,2020-01-01,Validated,,public/timeline/China_CACR_CACR_PQC_Competition_Results.html,yes,CACR
China,CN,ICCS,Institute of Commercial Cryptography Standards,,Milestone,Standardization,2025,2025,NGCC Program Launched,"China launches Next-Generation Commercial Cryptographic (NGCC) Algorithms Program for PQC standardization. Source article published February 18, 2025; program launch date per cited article.",https://thequantuminsider.com/2025/02/18/china-launches-its-own-quantum-resistant-encryption-standard-bypassing-us-efforts/,2025-02-18,Validated,,public/timeline/China_ICCS_NGCC_Program_Launched.html,yes,ICCS
China,CN,China Telecom,China Telecom Quantum Group,,Milestone,Migration,2025,2025,Hybrid Quantum-Safe System Launched,"China Telecom launches world's first distributed cryptography system combining QKD and PQC. Demonstrates quantum-encrypted communications across a 1,000km+ multi-city network spanning 16 cities (not the direct Beijing-Hefei distance of ~370km). Network includes Beijing-Hefei link.",https://thequantuminsider.com/2025/05/20/china-telecom-launches-hybrid-quantum-safe-encryption-system-completes-1000-kilometer-secure-call/,2025-05-20,Validated,,public/timeline/China_China_Telecom_Hybrid_Quantum-Safe_System_Launched.html,no,China Telecom
China,CN,CAC,Cyberspace Administration of China,,Phase,Research,2025,2027,NGCC Algorithm Evaluation,"NGCC program evaluates submitted algorithms for security, performance, and implementation feasibility.",https://thequantuminsider.com/2025/02/18/china-launches-its-own-quantum-resistant-encryption-standard-bypassing-us-efforts/,2025-02-18,Validated,,public/timeline/China_ICCS_NGCC_Program_Launched.html,partial,CAC
Czech Republic,CZ,NUKIB,National Cyber and Information Security Agency,,Milestone,Guidance,2023,2023,Cryptographic Recommendations,NUKIB publishes Minimum Requirements for cryptographic algorithms with PQC guidance.,https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,2023-01-01,Validated,,public/timeline/Czech_Republic_NUKIB_Cryptographic_Recommendations.pdf,yes,NUKIB
Czech Republic,CZ,NUKIB,National Cyber and Information Security Agency,,Phase,Migration,2024,2027,Key Establishment Migration,Migration for key establishment and encryption systems.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2023-01-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,no,NUKIB
Czech Republic,CZ,NUKIB,National Cyber and Information Security Agency,,Milestone,Deadline,2027,2027,Encryption Migration Complete,Complete migration by 2027 for key establishment and encryption. Firmware/software signing as soon as possible.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2023-01-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,no,NUKIB
European Union,EU,ENISA,European Union Agency for Cybersecurity,,Milestone,Guidance,2022,2022,PQC Integration Study,ENISA publishes Post-Quantum Cryptography: Integration Study examining technology landscape.,https://www.enisa.europa.eu/publications/post-quantum-cryptography-integration-study,2022-10-18,Validated,,public/timeline/European_Union_ENISA_PQC_Integration_Study.html,yes,ENISA
European Union,EU,EC,European Commission,,Milestone,Policy,2024,2024,EU PQC Recommendation Published,European Commission publishes Recommendation (EU) 2024/1101 on Coordinated Implementation Roadmap for PQC transition.,https://digital-strategy.ec.europa.eu/en/library/recommendation-coordinated-implementation-roadmap-transition-post-quantum-cryptography,2024-04-11,Validated,,public/timeline/European_Union_EC_EU_PQC_Recommendation_Published.html,yes,EC
European Union,EU,EC,European Commission,,Phase,Migration,2024,2030,Critical Infrastructure Migration,Migration of critical infrastructure and high-risk systems to quantum-safe cryptography.,https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography,2024-04-11,Validated,,public/timeline/European_Union_EC_Critical_Infrastructure_Migration.html,no,EC
European Union,EU,NIS CG,NIS Cooperation Group,,Milestone,Guidance,2025,2025,Coordinated Roadmap v1.1,NIS Cooperation Group publishes Coordinated Implementation Roadmap for PQC Transition Version 1.1.,https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography,2025-06-01,Validated,,public/timeline/European_Union_EC_Critical_Infrastructure_Migration.html,yes,NIS CG
European Union,EU,Europol,European Union Agency for Law Enforcement Cooperation,,Milestone,Guidance,2025,2025,QSFF Call to Action,Europol Quantum Safe Financial Forum publishes call to action. Notes 86% of executives unprepared.,https://www.europol.europa.eu/publications-events/publications/quantum-safe-financial-forum-call-to-action,2025-02-07,Validated,,public/timeline/European_Union_Europol_QSFF_Call_to_Action.html,yes,Europol
European Union,EU,NIS CG,NIS Cooperation Group,,Milestone,Policy,2025,2025,EU PQC Survey Launched,"NIS Cooperation Group PQC Work Stream launches public survey to gather feedback on Coordinated Implementation Roadmap. Feedback deadline September 29, 2025.",https://digital-strategy.ec.europa.eu/en/news/survey-eu-roadmap-post-quantum-cryptography,2025-08-11,Validated,,public/timeline/European_Union_NIS_CG_EU_PQC_Survey_Launched.html,yes,NIS CG
European Union,EU,ECCG,European Cybersecurity Certification Group,,Milestone,Guidance,2025,2025,Agreed Cryptographic Algorithms v2,ECCG publishes Agreed Cryptographic Algorithms version 2 (May 2025) with PQC guidance. Recommends PQ/T hybrid schemes and adjusted symmetric key lengths.,https://pqshield.com/pqc-transition-roadmaps-and-guidance/,2025-05-01,Validated,,public/timeline/European_Union_ECCG_Agreed_Cryptographic_Algorithms_v2.html,yes,ECCG
European Union,EU,EC,European Commission,,Milestone,Deadline,2026,2026,Member State Strategy Initiation,All EU Member States should initiate national PQC transition strategies by end of 2026.,https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography,2024-04-11,Validated,,public/timeline/European_Union_EC_Critical_Infrastructure_Migration.html,no,EC
European Union,EU,EC,European Commission,,Milestone,Deadline,2030,2030,High-Risk Systems Secured,Critical infrastructure and high-risk systems secured with PQC by 2030.,https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography,2024-04-11,Validated,,public/timeline/European_Union_EC_Critical_Infrastructure_Migration.html,no,EC
European Union,EU,EC,European Commission,,Milestone,Deadline,2035,2035,Full EU PQC Transition,Complete PQC transition for all feasible systems across EU member states.,https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography,2024-04-11,Validated,,public/timeline/European_Union_EC_Critical_Infrastructure_Migration.html,no,EC
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Guidance,2022,2022,Initial PQC Position Paper,"ANSSI publishes initial position paper on post-quantum cryptography transition, mandating hybrid approach.",https://cyber.gouv.fr/en/publications/anssi-views-post-quantum-cryptography-transition,2022-01-01,Validated,,public/timeline/France_ANSSI_Initial_PQC_Position_Paper.html,yes,ANSSI
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Guidance,2023,2023,PQC Position Paper Follow-up,ANSSI publishes follow-up position paper with updated guidance on hybridization requirements.,https://cyber.gouv.fr/sites/default/files/document/follow_up_position_paper_on_post_quantum_cryptography.pdf,2023-12-01,Validated,,public/timeline/France_ANSSI_PQC_Position_Paper_Follow-up.pdf,yes,ANSSI
France,FR,ANSSI/BSI/NLNCSA/SE,"ANSSI, BSI, NLNCSA, Swedish NCSA",,Milestone,Guidance,2024,2024,Joint QKD Position Paper,"ANSSI with BSI, NLNCSA, and Swedish NCSA publish joint Position Paper on Quantum Key Distribution. Recommends prioritizing PQC over QKD. January 26, 2024.",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Crypto/Quantum_Positionspapier.pdf?__blob=publicationFile&v=4,2024-01-26,Validated,,public/timeline/France_ANSSI_BSI_NLNCSA_SE_Joint_QKD_Position_Paper.pdf,yes,ANSSI/BSI/NLNCSA/SE
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Research,2024,2024,PQC Market Studies Published,"ANSSI publishes two market studies on PQC readiness among French cybersecurity ecosystem (developers and consultants). Findings show significant preparedness gaps. November 25, 2024.",https://cyber.gouv.fr/actualites/lanssi-partage-deux-etudes-de-marche-sur-la-cryptographie-post-quantique-menees-aupres,2024-11-25,Validated,,public/timeline/France_ANSSI_PQC_Market_Studies_Published.html,partial,ANSSI
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Phase,Migration,2024,2025,Phase 1 - Pre-Quantum Security,Mandatory pre-quantum security measures; PQC implementation optional but encouraged.,https://cyber.gouv.fr/en/publications/anssi-views-post-quantum-cryptography-transition,2022-01-01,Validated,,public/timeline/France_ANSSI_Initial_PQC_Position_Paper.html,no,ANSSI
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Standardization,2025,2025,Cryptographic Accreditation Doctrine Updated,ANSSI Centre de Certification National (CCN) updates cryptographic accreditation doctrine to include PQC evaluation requirements. March 2025.,https://cyber.gouv.fr/actualites/premiers-visas-de-securite-incluant-de-la-cryptographie-post-quantique,2025-03-01,Validated,,public/timeline/France_ANSSI_Cryptographic_Accreditation_Doctrine_Updated.html,yes,ANSSI
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Standardization,2025,2025,CEA-Leti CESTI PQC Accreditation,"CEA-Leti becomes first CESTI (evaluation center) accredited by ANSSI to evaluate PQC solutions. September 29, 2025.",https://cyber.gouv.fr/actualites/premiers-visas-de-securite-incluant-de-la-cryptographie-post-quantique,2025-09-29,Validated,,public/timeline/France_ANSSI_Cryptographic_Accreditation_Doctrine_Updated.html,yes,ANSSI
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Standardization,2025,2025,First PQC Security Visas Issued,ANSSI issues first French PQC security certifications: Thales Smartcard MultiApp 5.2 Premium PQC (Sept 29) and Samsung S3SSE2A microcontroller (Oct 1). Both include lattice-based algorithms.,https://cyber.gouv.fr/actualites/premiers-visas-de-securite-incluant-de-la-cryptographie-post-quantique,2025-10-16,Validated,,public/timeline/France_ANSSI_Cryptographic_Accreditation_Doctrine_Updated.html,yes,ANSSI
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Guidance,2025,2025,PQC FAQ Published,"ANSSI publishes comprehensive PQC FAQ covering algorithm recommendations (ML-KEM, ML-DSA, FN-DSA, SLH-DSA), hybridization requirements, and transition timeline. October 2025.",https://cyber.gouv.fr/cryptographie-post-quantique-faq,2025-10-07,Validated,,public/timeline/France_ANSSI_PQC_FAQ_Published.html,yes,ANSSI
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Guidance,2025,2025,PG-083 Cryptographic Guide Update (Planned),ANSSI plans to update Guide des mécanismes cryptographiques (PG-083) and algorithm selection guide to include PQC by end of 2025.,https://cyber.gouv.fr/cryptographie-post-quantique-faq,2025-10-07,Validated,,public/timeline/France_ANSSI_PQC_FAQ_Published.html,yes,ANSSI
