ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date
NIST-FIPS140-3-IG-PQC,FIPS 140-3 Implementation Guidance for Post-Quantum Cryptography,Certification Schemes,Compliance/Guidance,assurance,3,all,Verify that the operational environment of the embedded algorithm implementation matches the module's tested environment.,"The operational environment under which the validated cryptographic algorithm implementation was tested by the CAVP must be identical to, or fully included in the operational environment that the cryptographic module is being tested under.","Section 2.3.A, Resolution 2",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS140-3-IG-PQC,FIPS 140-3 Implementation Guidance for Post-Quantum Cryptography,Certification Schemes,Compliance/Guidance,assurance,3,all,Demonstrate how the IUT meets FIPS 140-3 requirements when relying on an EVM for specific functions.,If the IUT relies on the EVM to meet one or more FIPS 140-3 requirement... the IUT submission shall demonstrate in the Test Report how the relied upon FIPS requirement(s) is met without being non-compliant to any other FIPS 140-3 requirement.,"Section 1.A, Resolution 3b",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS140-3-IG-PQC,FIPS 140-3 Implementation Guidance for Post-Quantum Cryptography,Certification Schemes,Compliance/Guidance,lifecycle,3,all,Accept that the IUT inherits the Historical validation status if the EVM moves to the Historical list.,"The IUT shall inherit the Historical validation status if the EVM moves to the historical list for any reason (e.g., is sunset or an algorithm transition).","Section 1.A, Resolution 4c",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS140-3-IG-PQC,FIPS 140-3 Implementation Guidance for Post-Quantum Cryptography,Certification Schemes,Compliance/Guidance,lifecycle,3,all,Re-test algorithm implementations when porting to a different processor bit size or operating system.,If an implementation has been tested on an X-bit processor... a claim cannot be made that the implementation also runs on different bit size processors... the algorithm implementations must be re-tested.,"Section 2.3.A, Resolution 2",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS140-3-IG-PQC,FIPS 140-3 Implementation Guidance for Post-Quantum Cryptography,Certification Schemes,Compliance/Guidance,observability,3,all,Mark all references to EVM functionality with [EVM] in the Security Policy tables to distinguish IUT and EVM services.,This shall be done per below by marking '[EVM]' to the start of each applicable reference within the following WebCyptik tables... All other areas of the Security Policy where EVM information is needed... shall also be marked with [EVM].,"Section 1.A, Resolution 5",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS140-3-IG-PQC,FIPS 140-3 Implementation Guidance for Post-Quantum Cryptography,Certification Schemes,Compliance/Guidance,assurance,3,all,"Ensure the EVM security level is equal to or higher than the IUT for bound modules, except for Mitigation of Other Attacks.","For bound modules, the EVM shall be the same or higher security level as the IUT for all sections of the FIPS 140-3 standard, except for Mitigation of other attacks which can differ in security levels.","Section 1.A, Resolution 4b",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS140-3-IG-PQC,FIPS 140-3 Implementation Guidance for Post-Quantum Cryptography,Certification Schemes,Compliance/Guidance,assurance,3,all,Prohibit binding or embedding a FIPS 140-3 IUT to a FIPS 140-2 EVM.,A FIPS 140-3 IUT cannot embed or bind to a FIPS 140-2 EVM.,"Section 1.A, Resolution 4f",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS140-3-IG-PQC,FIPS 140-3 Implementation Guidance for Post-Quantum Cryptography,Certification Schemes,Compliance/Guidance,assurance,3,all,Ensure new validation submissions obtaining entropy from a previously validated embedded module comply with SP 800-90B.,Any new validation submission of a cryptographic module that obtains its entropy from a previously-validated embedded module shall comply with SP 800-90B.,"Section 1.A, IG D.J reference",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS-140-3-IG-Sep-2025-PQC,FIPS 140-3 Implementation Guidance — September 2025 PQC update,Certification Schemes,Compliance Guidance,assurance,3,all,"Identify embedded or bound validated modules by name, certificate number, and version in the Security Policy and test report.","The FIPS 140-3 IUT submission (e.g., Security Policy and validation test report) shall precisely identify the EVM by name, CMVP certificate number and version(s).","Section 1.A, Documentation Requirements, Item 5",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS-140-3-IG-Sep-2025-PQC,FIPS 140-3 Implementation Guidance — September 2025 PQC update,Certification Schemes,Compliance Guidance,assurance,3,all,Mark all references to EVM functionality with [EVM] in Security Policy tables to distinguish IUT from EVM capabilities.,This shall be done per below by marking '[EVM]' to the start of each applicable reference within the following WebCyptik tables,"Section 1.A, Documentation Requirements, Item 5",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS-140-3-IG-Sep-2025-PQC,FIPS 140-3 Implementation Guidance — September 2025 PQC update,Certification Schemes,Compliance Guidance,assurance,3,all,Ensure the Existing Validated Module (EVM) status is Active at the time of IUT submission to the CMVP.,"The EVM status shall be Active (i.e., is not on the Historical or Revoked list) at the time of the IUT submission to the CMVP.","Section 1.A, Embedding and Binding, Item 4d",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS-140-3-IG-Sep-2025-PQC,FIPS 140-3 Implementation Guidance — September 2025 PQC update,Certification Schemes,Compliance Guidance,assurance,3,all,Verify that the operational environment of the validated algorithm implementation matches the module's tested environment exactly.,"The operational environment under which the validated cryptographic algorithm implementation was tested by the CAVP must be identical to, or fully included in the operational environment that the cryptographic module is being tested under","Section 2.3.A, Resolution, Item 2",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS-140-3-IG-Sep-2025-PQC,FIPS 140-3 Implementation Guidance — September 2025 PQC update,Certification Schemes,Compliance Guidance,assurance,3,all,Demonstrate in the Test Report how the IUT meets FIPS 140-3 requirements when relying on an EVM for specific functions.,If the IUT relies on the EVM to meet one or more FIPS 140-3 requirement... then the IUT submission shall demonstrate in the Test Report how the relied upon FIPS requirement(s) is met,"Section 1.A, Binding, Item 3b",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS-140-3-IG-Sep-2025-PQC,FIPS 140-3 Implementation Guidance — September 2025 PQC update,Certification Schemes,Compliance Guidance,lifecycle,3,all,Accept that the IUT inherits the Historical validation status if the EVM moves to the Historical list.,"The IUT shall inherit the Historical validation status if the EVM moves to the historical list for any reason (e.g., is sunset or an algorithm transition).","Section 1.A, Embedding and Binding, Item 4c",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS-140-3-IG-Sep-2025-PQC,FIPS 140-3 Implementation Guidance — September 2025 PQC update,Certification Schemes,Compliance Guidance,lifecycle,3,all,Re-validate algorithm implementations when porting to new hardware or different processor bit sizes.,If an algorithm implementation has been tested on an X-bit processor... a claim cannot be made that the implementation also runs on different bit size processors... the algorithm implementations must be re-tested,"Section 2.3.A, Resolution, Item 2",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS-140-3-IG-Sep-2025-PQC,FIPS 140-3 Implementation Guidance — September 2025 PQC update,Certification Schemes,Compliance Guidance,lifecycle,3,all,Re-validate algorithm implementations when moving from one operating system to another.,"If an algorithm implementation has been tested on one operating system, a claim cannot be made that the implementation also runs on another operating system when it is considered for module testing.","Section 2.3.A, Resolution, Item 2",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS-140-3-IG-Sep-2025-PQC,FIPS 140-3 Implementation Guidance — September 2025 PQC update,Certification Schemes,Compliance Guidance,observability,3,all,Provide a mapping of HMI ports to physical I/O pins or internal test interfaces to ensure provable control during testing.,"For operational testing purposes, access to the HMI ports shall be available and a mapping shall be provided. These may be mapped to physical I/O pins, internal test interfaces","Section 2.3.B, Resolution, Item 1",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
NIST-FIPS-140-3-IG-Sep-2025-PQC,FIPS 140-3 Implementation Guidance — September 2025 PQC update,Certification Schemes,Compliance Guidance,observability,3,all,Verify and document vendor rationale for risks posed by intervening functional subsystems in sub-chip cryptographic subsystems.,The tester shall verify and provide the vendor's rationale in the validation report (TE02.13.01) explaining existing risks and mitigations.,"Section 2.3.B, Resolution, Item 1, Note 2",https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,high,qwen3.5:27b,2026-04-24
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Scheme Documentation,governance,2,all,"Define and document roles and responsibilities for vendors, laboratories, and validation authorities within the CMVP framework.",This manual outlines the management activities and specific responsibilities which have been assigned to the various participating groups.,Section 1.3,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,qwen3.5:27b,2026-04-24
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Scheme Documentation,governance,2,all,Establish formal channels for requesting official guidance on FIPS 140-2 test requirements and policy interpretations.,"If an official response is requested, then an official request must be submitted to the CMVP written in the Request for Guidance (RFG) format described below.",Section 2.4.2,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,qwen3.5:27b,2026-04-24
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Scheme Documentation,governance,2,all,"Maintain confidentiality agreements and non-disclosure protocols for proprietary information exchanged between NIST, CCCS, and CST laboratories.","Confidentiality of Proprietary Information Exchanged between NIST, CCCS and the CST Laboratory... Non-Disclosure Agreement for Current and Former Employees.",Section 3.3,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,qwen3.5:27b,2026-04-24
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Scheme Documentation,assurance,3,all,Engage only NVLAP accredited Cryptographic and Security Testing (CST) laboratories to perform conformance testing for module validation.,"Vendors of commercial cryptographic modules use independent, National Voluntary Laboratory Accreditation Program (NVLAP) accredited Cryptographic and Security Testing (CST) laboratories to have their modules tested.",Section 1.1,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,qwen3.5:27b,2026-04-24
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Scheme Documentation,assurance,3,all,Submit validation reports and evidence for review and approval by the CMVP Validation Authorities to obtain a validation certificate.,"NIST and CCCS, as the joint CMVP Validation Authorities, review laboratory reports, issue validation certificates, and participate in laboratory accreditations.",Section 1.1,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,qwen3.5:27b,2026-04-24
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Scheme Documentation,observability,3,all,"Monitor the official CMVP website for updates to validation lists, notices, and programmatic policy changes.",The CMVP website contains several pages pertinent to the program: Announcements... Notices... Validation Lists... Modules in Process.,Section 1.7.5,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,qwen3.5:27b,2026-04-24
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Scheme Documentation,observability,3,all,Collect and report programmatic metrics regarding validation activities using the METRIX Collection Tool.,Section 5 – CMVP and CAVP Programmatic Metrics Collection provides an overview of the CMVP and CAVP Programmatic Metrics Collection and a description of the collection and reporting processes of the CMVP metrics.,Section 1.6,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,qwen3.5:27b,2026-04-24
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Scheme Documentation,lifecycle,3,all,"Adhere to validation deadlines and manage the status of modules in process, including handling HOLD statuses.",4.4.3 HOLD Status for Cryptographic Modules on the Modules In Process List... 4.4.4 Validation Deadline,Section 4.4,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,qwen3.5:27b,2026-04-24
CMVP-MGMT-MANUAL,CMVP Management Manual,Certification Schemes,Scheme Documentation,lifecycle,3,all,Follow established processes for validation revocation and flaw discovery handling to maintain module integrity.,4.8 Flaw Discovery Handling Process... 4.9 Validation Revocation,Section 4,https://csrc.nist.gov/CSRC/media/Projects/cryptographic-module-validation-program/documents/CMVPMM.pdf,high,qwen3.5:27b,2026-04-24
NIS2-DIRECTIVE-2022-2555,Network and Information Security Directive 2 (NIS2),Compliance Frameworks,Regulation,governance,3,all,"Implement risk-management measures including policy, incident handling, and supply chain security for network and information systems.","Essential and important entities shall take appropriate and proportionate technical, operational and organisational measures to manage the risks posed to the security of their network and information systems.",Article 21(1),https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022L2555,high,qwen3.5:27b,2026-04-24
NIS2-DIRECTIVE-2022-2555,Network and Information Security Directive 2 (NIS2),Compliance Frameworks,Regulation,governance,3,all,"Establish and enforce policies for asset inventory, vulnerability management, and business continuity planning.","Measures shall include, inter alia: (a) risk analysis and management; (b) incident handling; (c) business continuity management; (d) supply chain security; (e) security of network and information systems development and deployment.",Article 21(2),https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022L2555,high,qwen3.5:27b,2026-04-24
NIS2-DIRECTIVE-2022-2555,Network and Information Security Directive 2 (NIS2),Compliance Frameworks,Regulation,governance,3,all,Ensure senior management is accountable for cybersecurity risk management and approves relevant policies.,Member States shall ensure that the management bodies of essential and important entities are involved in the decision-making process regarding cybersecurity risk management measures and are accountable for the implementation of those measures.,Article 21(3),https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022L2555,high,qwen3.5:27b,2026-04-24
NIS2-DIRECTIVE-2022-2555,Network and Information Security Directive 2 (NIS2),Compliance Frameworks,Regulation,assurance,3,all,Maintain records of significant incidents and submit notifications to competent authorities within strict timeframes.,Essential and important entities shall notify competent authorities of significant incidents without undue delay and no later than 24 hours after becoming aware of the incident.,Article 23(1),https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022L2555,high,qwen3.5:27b,2026-04-24
NIS2-DIRECTIVE-2022-2555,Network and Information Security Directive 2 (NIS2),Compliance Frameworks,Regulation,assurance,3,all,Provide evidence of compliance with cybersecurity risk-management measures upon request by supervisory authorities.,Competent authorities shall have the power to require essential and important entities to provide information and evidence regarding the implementation of cybersecurity risk-management measures.,Article 29(1),https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022L2555,high,qwen3.5:27b,2026-04-24
NIST-SP-800-140A,NIST SP 800-140A — CMVP Documentation Requirements,Certification Schemes,Standard,assurance,3,all,Provide vendor documentation meeting minimum validation authority requirements for cryptographic modules undergoing independent verification.,The vendor shall provide documentation for a cryptographic module that fulfils but is not limited to the minimum documentation requirements as specified in the validation authority requirement and management documentation.,"Section 6.1, VEA.01.02",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140A.pdf,high,qwen3.5:27b,2026-04-24
NIST-SP-800-140A,NIST SP 800-140A — CMVP Documentation Requirements,Certification Schemes,Standard,assurance,3,all,Verify that vendors supply documentation fulfilling minimum validation authority requirements for cryptographic modules.,The tester shall verify that the vendor provides documentation for a cryptographic module that fulfils but is not limited to the minimum documentation requirements as specified in the validation authority requirement and management documentation.,"Section 6.1, TEA.01.02",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-140A.pdf,high,qwen3.5:27b,2026-04-24
DORA-REG-2022-2554,Digital Operational Resilience Act (DORA) — Regulation EU 2022/2554,Compliance Frameworks,Regulation,governance,3,all,Establish documented ICT risk management policies and specific mechanisms for handling and reporting major ICT-related incidents.,"financial entities need to have comprehensive capabilities to enable a strong and effective ICT risk management, as well as specific mechanisms and policies for handling all ICT-related incidents and for reporting major ICT-related incidents.",Recital (21),https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2554,high,qwen3.5:27b,2026-04-24
DORA-REG-2022-2554,Digital Operational Resilience Act (DORA) — Regulation EU 2022/2554,Compliance Frameworks,Regulation,governance,3,all,"Implement policies for testing ICT systems, controls, and processes to ensure digital operational resilience.","financial entities should have policies in place for the testing of ICT systems, controls and processes, as well as for managing ICT third-party risk.",Recital (21),https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2554,high,qwen3.5:27b,2026-04-24
DORA-REG-2022-2554,Digital Operational Resilience Act (DORA) — Regulation EU 2022/2554,Compliance Frameworks,Regulation,governance,3,all,Define key principles and core contractual rights to manage ICT third-party risk and monitor subcontracting processes.,it is necessary to set out certain key principles to guide financial entities' management of ICT third-party risk... accompanied by a set of core contractual rights... to strengthen financial entities' ability to effectively monitor all ICT risk.,Recital (29),https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2554,high,qwen3.5:27b,2026-04-24
DORA-REG-2022-2554,Digital Operational Resilience Act (DORA) — Regulation EU 2022/2554,Compliance Frameworks,Regulation,governance,3,all,Establish dedicated management functions and internal risk management models for non-microenterprises to supervise ICT third-party arrangements.,only financial entities that are not microenterprises... should be required to establish more complex governance arrangements... set up dedicated management functions... or to set up an internal risk management and control model.,Recital (38),https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2554,high,qwen3.5:27b,2026-04-24
DORA-REG-2022-2554,Digital Operational Resilience Act (DORA) — Regulation EU 2022/2554,Compliance Frameworks,Regulation,assurance,3,all,Submit the ICT risk management framework to internal audits to verify compliance and effectiveness.,Such entities are better equipped... to submit their ICT risk management framework to internal audits.,Recital (38),https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2554,high,qwen3.5:27b,2026-04-24
DORA-REG-2022-2554,Digital Operational Resilience Act (DORA) — Regulation EU 2022/2554,Compliance Frameworks,Regulation,assurance,3,all,Maintain a robust ICT-related incident reporting regime to provide competent authorities with a complete overview of incident nature and impact.,this Regulation should lay down a robust ICT-related incident reporting regime whereby the relevant requirements address current gaps... It is essential to harmonise the ICT-related incident reporting regime.,Recital (24),https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2554,high,qwen3.5:27b,2026-04-24
NIST-SP-800-140B,NIST SP 800-140B: CMVP Security Policy Requirements,Certification Schemes,Compliance/Guidance,governance,2,all,Establish documented security policy content and ordering for cryptographic modules as mandated by the validation authority.,"SP 800-140B also specifies the content of the tabular and graphical information required in ISO/IEC 19790 Annex B. As a validation authority, the Cryptographic Module Validation Program (CMVP) may... specify the order of the security policy as specified in ISO/IEC 19790:2012 B.1.",Abstract,https://csrc.nist.gov/publications/detail/sp/800-140b/final,high,qwen3.5:27b,2026-04-24
NIST-SP-800-140B,NIST SP 800-140B: CMVP Security Policy Requirements,Certification Schemes,Compliance/Guidance,assurance,3,all,"Modify, add, or delete Vendor Evidence and Test Evidence to align with validation authority requirements for cryptographic modules.","As a validation authority, the Cryptographic Module Validation Program (CMVP) may modify, add, or delete Vendor Evidence (VE) and/or Test Evidence (TE) specified under paragraph 6.14 of the ISO/IEC 24759",Abstract,https://csrc.nist.gov/publications/detail/sp/800-140b/final,high,qwen3.5:27b,2026-04-24
GDPR-REG-2016-679,General Data Protection Regulation (GDPR) — Regulation EU 2016/679,Compliance Frameworks,Regulation,governance,2,all,"Establish documented policies defining lawful bases, purposes, and retention limits for personal data processing.",The specific purposes for which personal data are processed should be explicit and legitimate and determined at the time of the collection of the personal data. ... time limits should be established by the controller for erasure or for a periodic review.,Recital 39,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R0679,high,qwen3.5:27b,2026-04-24
GDPR-REG-2016-679,General Data Protection Regulation (GDPR) — Regulation EU 2016/679,Compliance Frameworks,Regulation,governance,2,all,Implement technical and organizational measures to ensure pseudonymization and separate storage of attribution data.,"measures of pseudonymisation should, whilst allowing general analysis, be possible within the same controller when that controller has taken technical and organisational measures necessary to ensure, for the processing concerned, that this Regulation is implemented, and that additional information for attributing the personal data to a specific data subject is kept separately.",Recital 29,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R0679,high,qwen3.5:27b,2026-04-24
GDPR-REG-2016-679,General Data Protection Regulation (GDPR) — Regulation EU 2016/679,Compliance Frameworks,Regulation,governance,2,all,Define and document the identity of the controller and the purposes of processing to ensure transparency.,"That principle concerns, in particular, information to the data subjects on the identity of the controller and the purposes of the processing and further information to ensure fair and transparent processing in respect of the natural persons concerned",Recital 39,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R0679,high,qwen3.5:27b,2026-04-24
GDPR-REG-2016-679,General Data Protection Regulation (GDPR) — Regulation EU 2016/679,Compliance Frameworks,Regulation,assurance,2,all,Maintain records demonstrating that data subjects have given valid consent for processing operations.,"Where processing is based on the data subject's consent, the controller should be able to demonstrate that the data subject has given consent to the processing operation.",Recital 42,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R0679,high,qwen3.5:27b,2026-04-24
GDPR-REG-2016-679,General Data Protection Regulation (GDPR) — Regulation EU 2016/679,Compliance Frameworks,Regulation,assurance,2,all,Ensure processing activities comply with applicable data protection rules and are subject to monitoring by supervisory authorities.,The processing of personal data by those public authorities should comply with the applicable data-protection rules according to the purposes of the processing.,Recital 31,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R0679,medium,qwen3.5:27b,2026-04-24
