vendor_id,vendor_name,vendor_display_name,website,vendor_type,entity_category,hq_country,pqc_commitment,last_verified_date,lei_code,lei_legal_name,lei_entity_status,gleif_url,lei_last_verified_date,lei_coverage_flag,website_url_quality,gleif_url_quality,data_quality_notes,trusted_source_id,peer_reviewed,status,deprecated_at,deprecated_reason
VND-035,Samsung Electronics Co.,Samsung,https://samsung.com,Trusted Vendor,Commercial Vendor,South Korea,Active,2026-03-26,5299006Z0HWC6YENXO27,"SAMSUNG ELECTRONICS CO., LTD.",ACTIVE,https://search.gleif.org/#/record/5299006Z0HWC6YENXO27,2026-07-12,no_lei,url_needs_review,url_authoritative,,samsung-electronics-co,,active,,
VND-036,SandboxAQ Inc.,SandboxAQ,https://sandboxaq.com,Trusted Vendor,Commercial Vendor,United States,Active,2026-03-26,,,,https://search.gleif.org/#/search/entityName=SandboxAQ%20Inc.,2026-07-12,no_lei,url_needs_review,url_authoritative,LEI lookup required: use GLEIF search link in gleif_url,sandboxaq,,active,,
VND-037,Securosys SA,Securosys,https://securosys.com,Trusted Vendor,Commercial Vendor,Switzerland,Active,2026-03-26,5493009P5M4RFVNS0C97,Securosys SA,ACTIVE,https://search.gleif.org/#/record/5493009P5M4RFVNS0C97,2026-07-12,no_lei,url_needs_review,url_authoritative,,securosys-sa,,active,,
VND-038,Senetas Corporation Ltd.,Senetas,https://senetas.com,Trusted Vendor,Commercial Vendor,Australia,Active,2026-03-26,549300ZV3N0ETCBSF027,Senetas Corporation Limited,ACTIVE,https://search.gleif.org/#/record/549300ZV3N0ETCBSF027,2026-07-12,no_lei,url_needs_review,url_authoritative,,senetas-corporation-ltd,,active,,
VND-039,STMicroelectronics N.V.,STMicroelectronics,https://st.com,Trusted Vendor,Commercial Vendor,Switzerland,Active,2026-03-26,213800Z8NOHIKRI42W10,STMICROELECTRONICS N.V.,ACTIVE,https://search.gleif.org/#/record/213800Z8NOHIKRI42W10,2026-07-12,lei_verified,url_authoritative,url_authoritative,,stmicroelectronics-nv,,active,,
VND-040,SUSE LLC,SUSE,https://suse.com,Community/Commercial,Hybrid Commercial/Community,Germany,Active,2026-03-26,5493000IBP32UQI0XN17,SUSE LLC,ACTIVE,https://search.gleif.org/#/record/5493000IBP32UQI0XN17,2026-07-12,no_lei,url_needs_review,url_authoritative,,suse-llc,,active,,
VND-041,Thales Group,Thales,https://cpl.thalesgroup.com,Trusted Vendor,Commercial Vendor,France,Active,2026-03-26,815600EFE2E3F6BBFD65,Thales SA,ACTIVE,https://search.gleif.org/#/record/815600EFE2E3F6BBFD65,2026-07-11,no_lei,url_needs_review,url_authoritative,,thales-research,,active,,
VND-042,Utimaco IS GmbH,Utimaco,https://utimaco.com,Trusted Vendor,Commercial Vendor,Germany,Active,2026-03-26,529900BQBVSF2OYLQX10,Utimaco IS GmbH,ACTIVE,https://search.gleif.org/#/record/529900BQBVSF2OYLQX10,2026-07-11,no_lei,url_needs_review,url_authoritative,,utimaco-is-gmbh,,active,,
VND-043,Wind River Systems Inc.,Wind River,https://windriver.com,Trusted Vendor,Commercial Vendor,United States,Active,2026-03-26,254900N5LGNK8GU00V97,WIND RIVER SYSTEMS INTERNATIONAL INC,ACTIVE,https://search.gleif.org/#/record/254900N5LGNK8GU00V97,2026-07-11,lei_verified,url_needs_review,url_authoritative,,wind-river-systems-inc,,active,,
VND-044,Yubico AB,Yubico,https://yubico.com,Trusted Vendor,Commercial Vendor,Sweden,Active,2026-03-26,549300I9RBIU9DW59H39,Yubico AB,ACTIVE,https://search.gleif.org/#/record/549300I9RBIU9DW59H39,2026-07-11,lei_verified,url_needs_review,url_authoritative,,yubico-ab,,active,,
VND-045,wolfSSL Inc.,wolfSSL,https://wolfssl.com,Trusted Vendor,Commercial Vendor,United States,Active,2026-03-26,,,,https://search.gleif.org/#/search/entityName=wolfSSL%20Inc.,2026-07-12,no_lei,url_authoritative,url_authoritative,LEI lookup required: use GLEIF search link in gleif_url,wolfssl,,active,,
VND-046,Apache Software Foundation,Apache,https://apache.org,Open Source Foundation,Open Source Foundation,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,apache-software-foundation,,active,,
VND-047,Hyperledger Foundation,Hyperledger,https://hyperledger.org,Open Source Foundation,Open Source Foundation,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,hyperledger-foundation,,active,,
VND-048,Open Quantum Safe Project,OQS Project,https://openquantumsafe.org,Open Source Foundation,Open Source Foundation,International,Active,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_authoritative,missing,LEI not applicable: open-source project / government agency / non-profit consortium,oqs-project,,active,,
VND-049,The OpenSSL Corporation,OpenSSL,https://openssl.org,Open Source Foundation,Open Source Foundation,International,Active,2026-03-26,,,,https://search.gleif.org/#/search/entityName=The%20OpenSSL%20Corporation,2026-07-12,lei_not_applicable,url_authoritative,url_authoritative,,openssl-project,,active,,
VND-050,RustCrypto Organization,RustCrypto,https://github.com/RustCrypto,Open Source Community,Open Source Community,International,Active,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_authoritative,missing,LEI not applicable: open-source project / government agency / non-profit consortium,github,,active,,
VND-051,Eclipse Foundation,Eclipse,https://eclipse.org,Open Source Foundation,Open Source Foundation,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,eclipse-foundation,,active,,
VND-052,01 Quantum Ltd.,01Quantum,https://01quantum.com,Trusted Vendor,Commercial Vendor,United States,Active,2026-03-26,,,,https://search.gleif.org/#/search/entityName=01%20Quantum%20Ltd.,2026-07-12,no_lei,url_authoritative,url_authoritative,LEI lookup required: use GLEIF search link in gleif_url,01quantum,,active,,
VND-053,ISARA Corporation,ISARA,https://isara.com,Trusted Vendor,Commercial Vendor,Canada,Active,2026-03-26,,,,https://search.gleif.org/#/search/entityName=ISARA%20Corporation,2026-07-12,no_lei,url_needs_review,url_authoritative,LEI lookup required: use GLEIF search link in gleif_url,isara-corporation,,active,,
VND-054,QuSecure Inc.,QuSecure,https://qusecure.com,Trusted Vendor,Commercial Vendor,United States,Active,2026-03-26,,,,https://search.gleif.org/#/search/entityName=QuSecure%20Inc.,2026-07-12,no_lei,url_needs_review,url_authoritative,LEI lookup required: use GLEIF search link in gleif_url,qusecure,,active,,
VND-055,evolutionQ Inc.,evolutionQ,https://evolutionq.com,Trusted Vendor,Commercial Vendor,Canada,Active,2026-03-26,,,,https://search.gleif.org/#/search/entityName=evolutionQ%20Inc.,2026-07-12,no_lei,url_needs_review,url_authoritative,LEI lookup required: use GLEIF search link in gleif_url,evolutionq-inc,,active,,
VND-056,SEALSQ Corp.,SEALSQ,https://sealsq.com,Trusted Vendor,Commercial Vendor,Switzerland,Active,2026-03-26,894500UBT7U7WMV2PG59,SEALSQ Corp.,ACTIVE,https://search.gleif.org/#/record/894500UBT7U7WMV2PG59,2026-07-11,lei_verified,url_needs_review,url_authoritative,,sealsq-corp,,active,,
VND-057,Cloudflare Inc.,Cloudflare,https://cloudflare.com,Trusted Vendor,Commercial Vendor,United States,Active,2026-03-26,5493007DY18BGNLDWU14,"CLOUDFLARE, INC.",ACTIVE,https://search.gleif.org/#/record/5493007DY18BGNLDWU14,2026-07-11,lei_verified,url_needs_review,url_authoritative,,cloudflare,,active,,
VND-058,HashiCorp Inc.,HashiCorp,https://hashicorp.com,Trusted Vendor,Commercial Vendor,United States,Active,2026-03-26,549300VYC57CQFBCMF68,"HASHICORP, INC.",ACTIVE,https://search.gleif.org/#/record/549300VYC57CQFBCMF68,2026-07-11,no_lei,url_needs_review,url_authoritative,,hashicorp-inc,,active,,
VND-059,Venafi Inc.,Venafi,https://venafi.com,Trusted Vendor,Commercial Vendor,United States,Active,2026-03-26,,,,https://search.gleif.org/#/search/entityName=Venafi%20Inc.,2026-07-12,no_lei,url_needs_review,url_authoritative,LEI lookup required: use GLEIF search link in gleif_url,venafi-inc,,active,,
VND-060,Okta Inc.,Okta,https://okta.com,Trusted Vendor,Commercial Vendor,United States,Partial,2026-03-26,549300N8J06I8MRHU620,"OKTA, INC.",ACTIVE,https://search.gleif.org/#/record/549300N8J06I8MRHU620,2026-07-11,lei_verified,url_needs_review,url_authoritative,,okta-inc,,active,,
VND-061,OpenSSH Project,OpenSSH,https://openssh.com,Open Source Community,Open Source Community,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,openssh,,active,,
VND-062,GnuTLS Project,GnuTLS,https://gnutls.org,Open Source Foundation,Open Source Foundation,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,gnutls-project,,active,,
VND-063,OpenBSD Foundation,OpenBSD / LibreSSL,https://openbsdfoundation.org,Open Source Foundation,Open Source Foundation,Canada,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,openbsd-foundation,,active,,
VND-064,Internet Security Research Group,ISRG / Let's Encrypt,https://www.abetterinternet.org,Open Source Foundation,Open Source Foundation,United States,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,internet-security-research-group,,active,,
VND-065,Internet Systems Consortium,ISC / BIND,https://www.isc.org,Open Source Foundation,Open Source Foundation,United States,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,internet-systems-consortium,,active,,
VND-066,WireGuard Project,WireGuard,https://wireguard.com,Open Source Community,Open Source Community,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,wireguard-project,,active,,
VND-067,OpenVPN Inc.,OpenVPN,https://openvpn.net,Open Source Community,Open Source Community,United States,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,openvpn-inc,,active,,
VND-068,strongSwan Project,strongSwan,https://strongswan.org,Open Source Community,Open Source Community,International,Active,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / non-profit,strongswan,,active,,
VND-069,Botan Project,Botan,https://botan.randombit.net,Open Source Community,Open Source Community,International,Active,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,botan-project,,active,,
VND-070,PyCryptodome Team,PyCryptodome,https://www.pycryptodome.org/,Open Source Community,Open Source Community,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_authoritative,missing,LEI not applicable: open-source project / non-profit,pycryptodome-team,,active,,
VND-071,libssh Project,libssh,https://libssh.org,Open Source Community,Open Source Community,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,libssh-project,,active,,
VND-072,Cloud Native Computing Foundation,CNCF / Kubernetes,https://cncf.io,Open Source Foundation,Open Source Foundation,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,cloud-native-computing-foundation,,active,,
VND-073,Payara Foundation,Payara,https://payara.fish,Open Source Foundation,Open Source Foundation,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,payara-foundation,,active,,
VND-074,MariaDB Foundation,MariaDB,https://mariadb.org,Open Source Foundation,Open Source Foundation,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,mariadb-foundation,,active,,
VND-075,PostgreSQL Global Development Group,PostgreSQL,https://postgresql.org,Open Source Community,Open Source Community,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,postgresql-global-development-group,,active,,
VND-076,Redis Community,Redis,https://redis.io,Open Source Community,Open Source Community,International,,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,redis-community,,active,,
VND-077,pqm4 Research Team,pqm4,https://github.com/mupq/pqm4,Research Project,Research Project,International,Active,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_authoritative,missing,LEI not applicable: open-source project / government agency / non-profit consortium,github,,active,,
VND-078,INRIA / HQC Consortium,HQC Consortium,https://pqc-hqc.org,Research Project,Research Project,France,Active,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,inria-hqc-consortium,,active,,
VND-079,mlkem-native Authors,mlkem-native,https://github.com/pq-code-package/mlkem-native,Research Project,Research Project,International,Active,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_authoritative,missing,LEI not applicable: open-source project / government agency / non-profit consortium,github,,active,,
VND-080,NIST PQC Project,NIST PQC,https://csrc.nist.gov/projects/post-quantum-cryptography,Government / Standards Body,Government / Standards Body,United States,Active,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_authoritative,missing,LEI not applicable: open-source project / government agency / non-profit consortium,nist-csrc,,active,,
VND-081,IETF,IETF,https://ietf.org,Government / Standards Body,Government / Standards Body,International,Active,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_authoritative,missing,LEI not applicable: open-source project / government agency / non-profit consortium,ietf-2,,active,,
VND-082,OASIS Open,OASIS Open,https://oasis-open.org,Government / Standards Body,Government / Standards Body,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_authoritative,missing,LEI not applicable: open-source project / government agency / non-profit consortium,oasis,,active,,
VND-083,testssl.sh Project,testssl.sh,https://testssl.sh,Open Source Community,Open Source Community,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,testsslsh-project,,active,,
VND-084,nabla-c0d3 / SSLyze,SSLyze,https://github.com/nabla-c0d3/sslyze,Open Source Community,Open Source Community,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_authoritative,missing,LEI not applicable: open-source project / government agency / non-profit consortium,github,,active,,
VND-085,Cosmian SAS,Cosmian,https://cosmian.com,Trusted Vendor,Hybrid Commercial/Community,France,Active,2026-03-26,,,,https://search.gleif.org/#/search/entityName=Cosmian%20SAS,2026-07-12,no_lei,url_needs_review,url_authoritative,LEI lookup required: use GLEIF search link in gleif_url,cosmian-sas,,active,,
VND-086,Veracode Inc.,Veracode / Cryptosense,https://veracode.com,Trusted Vendor,Commercial Vendor,United States,Partial,2026-03-26,5493003XK9N4EO8MQQ54,"VERACODE, INC.",ACTIVE,https://search.gleif.org/#/record/5493003XK9N4EO8MQQ54,2026-07-11,lei_verified,url_needs_review,url_authoritative,,veracode-inc,,active,,
VND-087,Leancrypto Authors,leancrypto,https://github.com/smuellerDD/leancrypto,Open Source Community,Open Source Community,International,Active,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_authoritative,missing,LEI not applicable: open-source project / government agency / non-profit consortium,github,,active,,
VND-088,Bitcoin Project,Bitcoin Core,https://bitcoin.org,Blockchain Protocol,Blockchain Protocol,International,,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,bitcoin-core,,active,,
VND-089,BTQ Technologies Corp.,BTQ Technologies,https://btq.com,Trusted Vendor,Commercial Vendor,Canada,Active,2026-03-26,,,,https://search.gleif.org/#/search/entityName=BTQ%20Technologies%20Corp.,2026-07-12,no_lei,url_needs_review,url_authoritative,LEI lookup required: use GLEIF search link in gleif_url,btq,,active,,
VND-090,Ethereum Foundation,Ethereum Foundation,https://ethereum.foundation,Blockchain Protocol,Blockchain Protocol,International,Partial,2026-03-26,,,,,2026-07-11,lei_not_applicable,url_needs_review,missing,LEI not applicable: open-source project / government agency / non-profit consortium,ethereum-foundation,,active,,
