patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status
12231549,Systems and methods for device authentication using authentication tokens derived from quantum particles,Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2023-01-03,2025-02-18,H04L9/0852;H04L63/083;H04L63/0807;H04L9/3213,Systems and methods authenticate devices using authentication tokens derived from continuous streams of quantum particles distributed via a quantum medium to establish shared secrets without token exchange.,"The invention claims a method where an initiating device authenticates a participating device by comparing portions of authentication tokens derived from continuously obtained quantum particles. The tokens are bit strings associated with time intervals, allowing devices to share secrets without exchanging the tokens themselves over the communication network.",unclear,none,core_invention,"Quantum technology is central to the independent claims (1 and 11). Claim 1 explicitly requires using 'quantum particles obtained during the authentication process' via a 'quantum distribution medium' to update authentication tokens. The description specifies these are often quantum entangled particles distributed via QKD, though entanglement is noted as not strictly necessary in every embodiment, the use of quantum particles for token derivation is mandatory for the claimed invention.",QKD,,,qkd; entanglement,generation; distribution,quantum-source; IoT; mobile,possession,,MITM; replay,quantum-entanglement,MAC,banking,method for authentication between an initiating device and a participating device; initiating device comprising authentication circuitry,,financial,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for authentication between an initiating device and a participating device""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""remediation action set upon unsuccessful authentication""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""authentication process with complementary token matching""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""authentication process with non-matching second token""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""authentication process using offset and first token""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""challenge-response authentication based on token portion""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""synchronization of authentication tokens""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""synchronization accounting for clock differences""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""exchanging token portions to identify indexing difference""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""tokens as bit strings associated with time intervals""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""initiating device comprising authentication circuitry""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""remediation action set upon unsuccessful authentication""}, {""claim"": 13, ""depends_on"": [11], ""subject"": ""authentication process with complementary token matching""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""authentication process with non-matching second token""}, {""claim"": 15, ""depends_on"": [11], ""subject"": ""authentication process using offset and first token""}, {""claim"": 16, ""depends_on"": [11], ""subject"": ""challenge-response authentication based on token portion""}, {""claim"": 17, ""depends_on"": [11], ""subject"": ""synchronization of authentication tokens""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""synchronization accounting for clock differences""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""exchanging token portions to identify indexing difference""}, {""claim"": 20, ""depends_on"": [18], ""subject"": ""tokens as bit strings associated with time intervals""}]",[]
12231584,Relying party object identifiers schema (RPOIDS),Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2022-11-23,2025-02-18,H04L9/3263;H04L9/3268;H04L9/0825;H04L9/3247,A system embeds a relying party's Object Identifier into a subscriber's digital certificate extension to enforce application-specific authentication and authorization within a Public Key Infrastructure.,"The invention introduces a schema where a relying party sends its proprietary Object Identifier (OID) to a subscriber, which is then embedded as a critical or non-critical extension in the subscriber's X.509 certificate by a Certificate Authority. The relying party validates this OID within the received certificate before accepting the public key for secure communication.",unclear,none,none,none,PKI; X.509,,,none,generation; distribution,mobile; FPGA,possession,X.509; RFC 2986,,,signature; KEM,banking; PKI,method for relying party OID validation; method for subscriber certificate generation with OID; method for CA certificate issuance with OID,,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for relying party sending OID and validating certificate extension""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""determining OID presence in extension""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""OID corresponding to application usage""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""plurality of OIDs for multiple applications""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""validating specific OID from plurality""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""signing the OID with relying party private key""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""authenticating signed OID in certificate""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""establishing symmetric key using public key""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""OID identifying development stage""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""OID identifying application version""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""method for subscriber receiving OID and requesting certificate""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""plurality of OIDs in subscriber request""}, {""claim"": 13, ""depends_on"": [], ""subject"": ""method for CA generating certificate with OID""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""generating TBS certificate and signing""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""OID corresponding to application, stage, or version""}]",[]
12200132,Secure multi-verification of biometric data in a distributed computing environment,Bell; Thomas E. et al.,"Wells Fargo Bank, N.A.",2022-08-25,2025-01-14,H04L9/3231;H04L9/3213,A method for secure multi-verification of biometric data in a distributed environment using authorization tokens and provenance data to verify user identity across multiple devices.,"The invention generates an authorization token based on initial biometric data from a first user and transmits it to a second user. Verification occurs by analyzing subsequent requests containing the token, new biometric data, and provenance data to confirm the source and timing of the data transfer.",unclear,none,none,"The patent text contains no references to quantum cryptography, QKD, QRNG, or post-quantum algorithms. The invention relies on classical biometric verification and token-based authorization.",,,,none,generation; distribution,mobile; FPGA; IoT,inherence/biometric; possession,,replay; insider,,,banking; cloud,method for secure multi-verification of biometric data; computing system for verifying data packages with biometric data,,biometric; PII,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for secure multi-verification of biometric data""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""transmitting authorization or digital token""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""biometric data based on plurality of scans""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""scans of multiple different modalities""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""facial scan, fingerprint scan, and voice sample""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""provenance data identifying source and device""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""second provenance data including timing and errors""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""media files including audio, video, or images""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""audio or video file of user speaking phrase""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""analyzing audio/video to verify phrase based on script""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""verifying sounds based on voice signature""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""verifying biometric data against digital identity profile""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""digital identity profile maintained by computing system""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""digital identity profile maintained by second computing system""}, {""claim"": 15, ""depends_on"": [1], ""subject"": ""adding identification of request to digital identity profile""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""adding authorization token to digital identity profile""}, {""claim"": 17, ""depends_on"": [1], ""subject"": ""verifying first computing device based on digital identity profile""}, {""claim"": 18, ""depends_on"": [1], ""subject"": ""identifying second computing device based on digital identity profile""}, {""claim"": 19, ""depends_on"": [1], ""subject"": ""third computing device associated with third computing system""}, {""claim"": 20, ""depends_on"": [], ""subject"": ""computing system for secure multi-verification of biometric data""}]",[]
12200114,Systems and methods for mobile quantum key distribution,Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2021-10-21,2025-01-14,H04L9/0861;H04L9/0852;H04L9/0825,A mobile quantum key distribution system uses a portable device to generate entangled particles and inject them into remote devices or derive secure keys for legacy hardware to facilitate secure communication.,"The invention discloses a mobile quantum key distribution (MQKD) device that physically transports between locations to inject entangled particles directly into quantum-enabled devices. For non-quantum-enabled devices, the MQKD device measures the particles locally to generate and inject classical secure keys, enabling hybrid interoperability.",hybrid,none,core_invention,"Quantum technology is central to the independent claims (1, 9, 18). The invention requires generating a pair of entangled particles and injecting quantum data based on these particles. The primary method involves determining if devices are quantum-enabled; if so, entangled particles are transmitted directly. If not, the MQKD device measures the particles to generate classical keys. Thus, quantum generation is required for the core invention, though the transmission of raw quantum states is conditional on device capability.",,,,qkd; entanglement,generation; distribution; destruction,mobile; quantum-source; HSM,,,MITM,quantum-entanglement,KEM,banking,method for mobile quantum key distribution; mobile quantum key distribution device; mobile quantum key distribution device (means-plus-function),,session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for mobile quantum key distribution""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""determining host device quantum capability""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""generating log file""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""key check value comparison""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""transmitting warning message""}, {""claim"": 6, ""depends_on"": [4], ""subject"": ""transmitting confirmation message""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""MQKD device embodied by drone""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""zeroizing quantum data""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""mobile quantum key distribution device""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""determining host device quantum capability""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""generating log file""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""transmitting log file for validation""}, {""claim"": 13, ""depends_on"": [9], ""subject"": ""key check value comparison""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""transmitting warning message""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""transmitting confirmation message""}, {""claim"": 16, ""depends_on"": [9], ""subject"": ""MQKD device embodied by drone""}, {""claim"": 17, ""depends_on"": [9], ""subject"": ""zeroizing quantum data""}, {""claim"": 18, ""depends_on"": [], ""subject"": ""mobile quantum key distribution device (means-plus-function)""}]",[]
12200116,Systems and methods for measuring one or more metrics of a cryptographic algorithm in a post-quantum cryptography system,Rao; Abhijit Bhima et al.,"Wells Fargo Bank, N.A.",2022-11-18,2025-01-14,H04L9/0852,Systems and methods measure performance metrics of post-quantum and legacy cryptographic algorithms in hybrid systems using wrapped standardized interfaces within isolated private networks to facilitate migration decisions.,"The invention provides a method for benchmarking cryptographic algorithms by wrapping them to present a standardized interface to a sequence of operations. It observes metrics such as execution time, storage usage, and processor load within an isolated private network to generate comparative reports for algorithm selection.",hybrid,assessment,core_invention,"Quantum computing is central to the invention's purpose (measuring PQC algorithms). Independent claims 1 and 12 explicitly define the 'algorithm of interest' as a PQC algorithm or legacy algorithm in a hybrid PQC system. The background describes quantum threats (Shor's algorithm) motivating the benchmarking, but the claims focus on measuring classical implementations of PQC algorithms to prepare for quantum attacks.",TLS,RSA; DH; ECDH; AES; ECDSA; DSA,CRYSTALS-DILITHIUM; CRYSTALS-KYBER; SPHINCS+; NewHope; FrodoKEM; NTRU Prime; Classic McEliece; BIKE; Rainbow; Picnic; SIKE; SIDH,quantum_computing,generation; exchange,HSM; server; computing device; mobile,,NIST Post-Quantum Cryptography Standardization Process,quantum-attack; harvest now and decrypt later,,KEM; signature; symmetric-cipher,banking; financial services,method for measuring metrics of a cryptographic algorithm in a PQC system; apparatus for measuring metrics of a cryptographic algorithm in a PQC system,latency; storage-usage; processor-usage; benchmark-scores,financial; customer information,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for measuring metrics of a cryptographic algorithm in a PQC system""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""operating parameters including payload descriptor and network address""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""sequence of benchmark operations including key generation and encryption""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""key establishment scheme operations""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""list of algorithms of interest""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""causing execution via driver circuitry""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""comparing multiple algorithms and outputting summary reports""}, {""claim"": 8, ""depends_on"": [6], ""subject"": ""execution on separate host device""}, {""claim"": 9, ""depends_on"": [6], ""subject"": ""accessing standardized interface via driver circuitry""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""computing benchmark scores""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""selecting algorithm for deployment based on benchmarks""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""apparatus for measuring metrics of a cryptographic algorithm in a PQC system""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""operating parameters including payload descriptor and network address""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""sequence of benchmark operations including key generation and encryption""}, {""claim"": 15, ""depends_on"": [12], ""subject"": ""list of algorithms of interest""}, {""claim"": 16, ""depends_on"": [12], ""subject"": ""driver circuitry for causing execution""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""comparing multiple algorithms and outputting summary reports""}, {""claim"": 18, ""depends_on"": [16], ""subject"": ""execution on separate host device""}, {""claim"": 19, ""depends_on"": [16], ""subject"": ""accessing standardized interface via driver circuitry""}, {""claim"": 20, ""depends_on"": [12], ""subject"": ""computing benchmark scores""}]","[{""algorithm"": ""CRYSTALS-DILITHIUM"", ""status"": ""fips_204""}, {""algorithm"": ""CRYSTALS-KYBER"", ""status"": ""fips_203""}, {""algorithm"": ""SPHINCS+"", ""status"": ""fips_205""}, {""algorithm"": ""Classic McEliece"", ""status"": ""round4_candidate""}, {""algorithm"": ""BIKE"", ""status"": ""round4_candidate""}, {""algorithm"": ""FrodoKEM"", ""status"": ""withdrawn""}, {""algorithm"": ""Rainbow"", ""status"": ""withdrawn""}, {""algorithm"": ""Picnic"", ""status"": ""withdrawn""}, {""algorithm"": ""SIKE"", ""status"": ""withdrawn""}, {""algorithm"": ""SIDH"", ""status"": ""withdrawn""}]"
12192328,Systems and methods for secure communication based on random key derivation,Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2022-05-10,2025-01-07,H04L9/0825;H04L9/3242;H04L9/0891;H04L9/0869;H04L9/12;H04L9/0852,Systems and methods derive symmetric keys from a shared initial key and received seed bits to facilitate secure communication without repeated key distribution.,The invention derives new symmetric keys by combining a static initial key with dynamically received seed bits using a Key Derivation Function. This allows continuous key rotation for secure communication without the overhead of re-distributing the initial key or performing complex key establishment protocols.,unclear,none,dependent_claim_only,"Quantum Key Distribution (QKD) is mentioned in dependent claims 7 and 18 as an optional method to establish the initial key. Quantum Random Number Generators (QRNG) are mentioned in dependent claims 10 and 21 as an optional source for seed bits. The primary invention (independent claims 1, 12, 23) relies on random key derivation and does not require quantum technology.",TLS,,,qkd; qrng,derivation; distribution; storage; rotation,HSM; QRNG; IoT; mobile,,,eavesdropping,QRNG,symmetric-cipher; MAC; KDF,banking,method for secure communication based on random key derivation; apparatus for secure communication based on random key derivation; computer program product for secure communication based on random key derivation,bandwidth,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for secure communication based on random key derivation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""symmetric key update process upon triggering condition""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""triggering condition definitions""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""use of first KDF""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""use of second different KDF""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""cryptographic data protection actions""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""initial key via QKD""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""initial key from key distribution device""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""seed bits as random number""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""QRNG for seed bits""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""pre-deriving and storing future keys""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""apparatus for secure communication based on random key derivation""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""apparatus symmetric key update process""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""apparatus triggering condition definitions""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""apparatus use of first KDF""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""apparatus use of second different KDF""}, {""claim"": 17, ""depends_on"": [12], ""subject"": ""apparatus cryptographic data protection actions""}, {""claim"": 18, ""depends_on"": [12], ""subject"": ""apparatus initial key via QKD""}, {""claim"": 19, ""depends_on"": [12], ""subject"": ""apparatus initial key from key loading device""}, {""claim"": 20, ""depends_on"": [12], ""subject"": ""apparatus seed bits as random number""}, {""claim"": 21, ""depends_on"": [20], ""subject"": ""apparatus QRNG for seed bits""}, {""claim"": 22, ""depends_on"": [12], ""subject"": ""apparatus pre-deriving and storing future keys""}, {""claim"": 23, ""depends_on"": [], ""subject"": ""computer program product for secure communication based on random key derivation""}]",[]
12184792,Systems and methods for managing keys of digital certificates,Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2022-12-06,2024-12-31,H04L9/3268;H04L9/14;H04L9/30;H04L9/3263;H04L9/3247,"Systems and methods manage digital certificate keys by using signed data objects to define policies for selecting between multiple public keys, including hybrid classical and post-quantum cryptography pairs.","The invention introduces a method where a signed data object accompanies a digital certificate containing multiple public keys. This object specifies key management policies that resolve ambiguity on which specific key (e.g., legacy or PQC) to use for cryptographic actions based on device capabilities and operational context.",hybrid,hybrid,dependent_claim_only,Post-Quantum Cryptography (PQC) is mentioned in dependent claims 11 and 19 as an optional embodiment where the public keys comprise a combination of PQC and non-PQC keys. The primary invention (independent claims 1 and 14) does not require PQC; it functions with any multiple public keys.,X.509; PKI,,,none,distribution; rotation,mobile; IoT,,,,,signature; KEM,banking; PKI,method for secure communication; apparatus for secure communication,,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for secure communication""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""verifying digital signature""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""validity period policies""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""error handling actions""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""allowed operations or applications""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""verifying signed data object signature""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""receiving second signed data object""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""source of signed data object""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""identifiers in signed data object""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""timestamps in signed data object""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""combination of PQC and non-PQC keys""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""additional public keys""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""determination to use specific key""}, {""claim"": 14, ""depends_on"": [], ""subject"": ""apparatus for secure communication""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""verifying digital signature""}, {""claim"": 16, ""depends_on"": [14], ""subject"": ""validity period policies""}, {""claim"": 17, ""depends_on"": [14], ""subject"": ""error handling actions""}, {""claim"": 18, ""depends_on"": [14], ""subject"": ""allowed operations or applications""}, {""claim"": 19, ""depends_on"": [14], ""subject"": ""combination of PQC and non-PQC keys""}]",[]
12143480,Systems and methods for distributing symmetric keys via a quantum-secure key depot,Bordow; Peter et al.,"Wells Fargo Bank, N.A.",2022-06-13,2024-11-12,H04L63/08;H04L9/0852;H04L9/0869;H04L9/0855;H04L9/083,"A quantum-secure key depot uses entangled particles to establish an initial symmetric key with a host, then derives and distributes client keys from encrypted seed data.","The invention utilizes Quantum Key Distribution (QKD) via entangled particles to generate an initial symmetric key between a fixed key depot and a host device. This initial key secures the transmission of seed data, which the key depot then uses to derive and distribute unique symmetric keys to client devices while notifying the host.",unclear,none,core_invention,"Quantum Key Distribution (QKD) using entangled particles is the foundational mechanism for generating the initial symmetric key in independent claims 1, 7, and 13. The invention relies on this quantum process to establish the secure channel required for seed data exchange; without it, the specific claimed method of establishing the initial trust anchor does not exist as described.",QKD,,,qkd; entanglement,generation; derivation; distribution; rotation,HSM; IoT; mobile,possession,,MITM; quantum-attack,quantum-entanglement,symmetric-cipher; KDF,banking,method for distributing symmetric keys via QKD and seed derivation; apparatus comprising key depot circuitry for QKD and key derivation; computer program product for quantum-secure key distribution,,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for distributing symmetric keys via QKD and seed derivation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""authentication of client device based on indicator""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""decryption of seed data using initial key""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""key depot installed at fixed location""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""distribution to second client device""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""authentication of second client device""}, {""claim"": 7, ""depends_on"": [], ""subject"": ""apparatus for quantum-secure key distribution""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""client authentication in apparatus""}, {""claim"": 9, ""depends_on"": [7], ""subject"": ""seed data decryption in apparatus""}, {""claim"": 10, ""depends_on"": [7], ""subject"": ""fixed location installation""}, {""claim"": 11, ""depends_on"": [7], ""subject"": ""second client distribution in apparatus""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""second client authentication in apparatus""}, {""claim"": 13, ""depends_on"": [], ""subject"": ""computer program product for key distribution""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""client authentication in software""}]",[]
12088704,Systems and methods for quantum entangled random key exchange,Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2022-03-30,2024-09-10,H04L9/0841;H04L9/0869;H04L9/0877;H04L9/0852,"Systems and methods for secure key exchange across intermediary devices using keys derived from random bit sets, optionally generated via quantum entanglement, to enable end-to-end encryption without exposing keys to intermediaries.","The invention claims a method where a first device derives distinct keys with a second and third device using separate random bit sets. It receives an encrypted message containing a common key from the second device, decrypts it, re-encrypts it with the key shared with the third device, and transmits it to establish secure communication.",unclear,none,dependent_claim_only,"Quantum technology (QERNG) is mentioned in the title, abstract, and description as a source for random bit sets. However, it appears only in dependent claims 4, 5, 11, and 12. The independent claims (1, 8, 15) define the invention using generic 'random bit sets' without requiring quantum generation, making quantum technology an optional embodiment rather than a core requirement.",TLS,,,qrng; entanglement,generation; derivation; exchange; distribution,HSM; QRNG; IoT; mobile,,,MITM; insider,quantum-entanglement,symmetric-cipher; KDF,banking,method for secure key exchange; device for secure key exchange; computer program product for secure key exchange,latency; throughput,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for secure key exchange""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""key translation via cryptographic hardware module""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""secure boundary decryption and encryption""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""second random bit set from QERNG""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""first random bit set from QERNG""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""exclusive key derivation and distribution for first pair""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""exclusive key derivation and distribution for second pair""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""device for secure key exchange""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""cryptographic hardware module for key translation""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""secure boundary operations in hardware module""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""second random bit set from QERNG""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""first random bit set from QERNG""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""exclusive key derivation and distribution for first pair""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""exclusive key derivation and distribution for second pair""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""computer program product for secure key exchange""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""exclusive key derivation and distribution for first pair""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""exclusive key derivation and distribution for second pair""}]",[]
12073386,Digital asset vault,Biggs; Todd Steven et al.,"WELLS FARGO BANK, N.A.",2021-07-08,2024-08-27,G06Q20/3674;H04L9/3213;G06F16/285;G06Q20/3829;H04L9/0861;H04L9/50,A digital asset vault system that interfaces with multiple third-party wallets to securely transport and store customer secrets using multi-layer encryption and hardware security modules.,"The invention provides a system for receiving data from multiple third-party wallets, encrypting the data at least twice using different encryption techniques provided by those wallets, and storing the encrypted data in a secure vault. It further includes generating keys and managing interfaces for selecting secret types such as cryptocurrency mnemonics.",hybrid,crypto_agility,background_only,"Post-Quantum Cryptography (PQC) is mentioned in the description as a future replacement for RSA and Diffie-Hellman to resist quantum attacks, but it is not claimed in any independent or dependent claims. The primary invention relies on classical algorithms.",TLS; CMS; JWT; JWS; JWE; JWK; X9.73,RSA; ECDHE; AES; SHA-256; SHA-384; SHA-512; HMAC; ECDSA; Diffie-Hellman; Double Ratchet; X3DH; OAEP,,none,generation; derivation; exchange; storage,HSM,knowledge; inherence/biometric,ISO/IEC 29150; RFC 2630; PKCS #7; PKCS #12; PKCS #5; X.509; NIST SP 800-56,MITM; cryptanalysis; quantum-attack,,symmetric-cipher; KEM; signature; MAC; hash; KDF,banking; blockchain,system for a digital asset vault; computer-implemented method of securely transporting and storing data; system for removing an asset from a digital asset vault,,financial; PII; session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for a digital asset vault""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""authentication token received upon connection""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""authentication token with each storage request""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""category type comprises wallet mnemonic""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""transfer of secret to/from third-party wallets""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""category type comprises other""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""third-party server securely connects""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""data stored in encrypted format within database""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""backup service""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""method of securely transporting and storing data""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""data comprises cryptocurrency""}, {""claim"": 12, ""depends_on"": [10], ""subject"": ""data comprises digital document""}, {""claim"": 13, ""depends_on"": [10], ""subject"": ""hint exchanged for verification""}, {""claim"": 14, ""depends_on"": [10], ""subject"": ""data stored in hardware secure module""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""data stored is confidential""}, {""claim"": 16, ""depends_on"": [10], ""subject"": ""data is exported""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""system for removing an asset from a digital asset vault""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""key generated in one-way data exchange""}]",[]
