resource_type,resource_id,source_id,match_method
library,ETSI-GS-QKD-015,etsi-cyber,mapped
library,ETSI-GS-QKD-016,etsi-cyber,mapped
library,ETSI-GS-QKD-018,etsi-cyber,mapped
library,ISO-IEC-23837-1,iso-iec-sc27,mapped
library,ISO-IEC-23837-2,iso-iec-sc27,mapped
library,RFC-9258,ietf,mapped
library,NIST-SP-800-108-R1,nist-csrc,mapped
library,NIST-SP-800-56C-R2,nist-csrc,mapped
library,PKCS11-V3-OASIS,oasis,mapped
library,PKCS11-V31-OASIS,oasis,mapped
library,PKCS11-V32-OASIS,oasis,mapped
library,BIP-32,bitcoin-core,mapped
library,BIP-39,bitcoin-core,mapped
library,BIP-44,bitcoin-core,mapped
library,SLIP-0010,satoshilabs,mapped
library,EIP-55,eth-foundation,mapped
library,EIP-155,eth-foundation,mapped
library,SEC2-v2,secg,mapped
library,RFC-8032,ietf,mapped
library,Bitcoin-Whitepaper,bitcoin-core,mapped
library,Ethereum-Yellow-Paper,eth-foundation,mapped
library,OpenSSL-3x-Docs,openssl-project,mapped
library,BIP-141,bitcoin-core,mapped
library,BIP-340,bitcoin-core,mapped
library,BIP-341,bitcoin-core,mapped
library,Bitcoin-BIP360-P2QRH,bitcoin-core,mapped
library,Ethereum-EIP4337-AA,eth-foundation,mapped
library,Ethereum-EIP7702,eth-foundation,mapped
library,FRB-FEDS-2025093-Blockchain-PQC,fed-reserve,mapped
library,Ethereum-PQC-Tasklist-Ethresearch,eth-foundation,mapped
library,IETF-MTC-Draft-09,cloudflare,mapped
library,RFC-9162,ietf,mapped
library,Cloudflare-MTC-Blog,cloudflare,mapped
library,Radboud-MTC-Thesis-2025,radboud-university,mapped
library,Cloudflare-PQ-Internet-2025,cloudflare,mapped
library,eIDAS-2-Regulation,ec,mapped
library,EUDI-Wallet-ARF,ec,mapped
library,ISO-18013-5-mDL,iso-iec-sc27,mapped
library,RFC-9901-SD-JWT-VC,ietf,mapped
library,IETF-SD-JWT-Draft,ietf,mapped
library,OpenID4VCI-Spec,fido-alliance,mapped
library,OpenID4VP-Spec,fido-alliance,mapped
library,IETF-Token-Status-List,ietf,mapped
library,ENISA-EUDI-Wallet-Security,enisa,mapped
library,CSC-API-v2-Spec,pki-consortium,mapped
library,ETSI-EN-319-411,etsi-cyber,mapped
library,NIST-SP-800-63-3,nist-csrc,mapped
library,NIST-SP-800-131A-Rev3,nist-csrc,mapped
library,India-DST-Quantum-Safe-Roadmap-2026,cert-in,mapped
library,WEF-2026-Quantum-Security-Leaders,wef,mapped
library,NIST-SP-800-22-R1A,nist-csrc,mapped
library,BSI-AIS-20-31,bsi,mapped
library,GRI-Quantum-Threat-Timeline-2024,gri,mapped
library,RFC 5652,ietf,mapped
library,RFC 5083,ietf,mapped
library,IETF RFC 7296,ietf,mapped
library,IETF RFC 8731,ietf,mapped
library,Rosenpass-Protocol,rosenpass,mapped
library,NSA-QKD-Advisory-2023,nsa-advisory,mapped
library,IETF RFC 4253,ietf,mapped
library,IEEE-802-1AE-2018,ieee-sa,mapped
library,draft-ietf-jose-pqc-kem,ietf,mapped
library,draft-ietf-jose-pqc-algorithms,ietf,mapped
library,RFC 8725,ietf,mapped
library,RFC 7519,ietf,mapped
library,RFC 7515,ietf,mapped
library,RFC 7516,ietf,mapped
library,RFC 7517,ietf,mapped
library,RFC 7518,ietf,mapped
library,RFC 6749,ietf,mapped
library,RFC 9449,ietf,mapped
library,NIST-SP-800-57-Pt1-R6,nist-csrc,mapped
library,KMIP-V2-1-OASIS,oasis,mapped
library,RFC 7228,ietf,mapped
library,RFC 9019,ietf,mapped
library,RFC 9147,ietf,mapped
library,RFC 8879,ietf,mapped
library,RFC 7250,ietf,mapped
library,IEC 62443,iec,mapped
library,NIST SP 800-82 Rev. 3,nist-csrc,mapped
library,NSM-10,cisa,mapped
library,OMB-M-23-02,omb,mapped
library,OMB-M-23-02,cisa,mapped
library,QCCPA-2022,us-congress,mapped
library,WH-PQC-Report-2024,cisa,mapped
library,WH-PQC-Report-2024,omb,mapped
library,EO-14144,cisa,mapped
library,BIS-Paper-158,bis,mapped
library,EU-NIS-CG-Roadmap-v1.1,enisa,mapped
library,EU-NIS-CG-Roadmap-v1.1,ec,mapped
library,G7-CEG-Financial-PQC-2026,g7-ceg,mapped
library,G7-CEG-Financial-PQC-2026,us-treasury,mapped
library,G7-CEG-Financial-PQC-2026,boe,mapped
library,PKI-Consortium-PQC-2025,pki-consortium,mapped
library,India-DST-NQM-Roadmap,cert-in,mapped
library,India-DST-NQM-Roadmap,ncsc-uk,mapped
library,India-TEC-910018-2025,cert-in,mapped
library,HKMA-Fintech-Blueprint-2026,hkma,mapped
library,Malaysia-NACSA-PQC-2025,nacsa-malaysia,mapped
library,HK-CI-Ordinance-2025,hkma,mapped
library,Czech-NUKIB-Crypto-Rec-2023,nukib,mapped
library,UAE-DESC-PQC-Guideline,desc-dubai,mapped
library,UAE-CSC-Encryption-Policy,uae-csc,mapped
library,Saudi-NCA-ECC2-2024,saudi-nca,mapped
library,Microsoft-QSP-Roadmap-2025,microsoft,mapped
library,PQCC-Migration-Roadmap-2025,pqca,mapped
library,PQCC-Inventory-Workbook-2025,pqca,mapped
library,Singapore-NQSN-Plus,imda-singapore,mapped
library,Singapore-NQSN-Plus,csa-singapore,mapped
library,ANSSI-PQC-Position-2022,anssi,mapped
library,ANSSI-PQC-FAQ-2025,anssi,mapped
library,EC-Recommendation-2024-1101,ec,mapped
library,G7-Financial-PQC-Roadmap-2026,g7-ceg,mapped
library,G7-Financial-PQC-Roadmap-2026,us-treasury,mapped
library,CA-CFDIR-Quantum-Readiness-2023,cryptrec,mapped
library,CA-CFDIR-Quantum-Readiness-2023,cccs,mapped
library,SG-Quantum-Safe-Handbook-2025,csa-singapore,mapped
library,SG-Quantum-Safe-Handbook-2025,imda-singapore,mapped
library,CZ-NUKIB-Crypto-Requirements-2023,nukib,mapped
library,EU-BSI-PQC-Joint-Statement-2024,bsi,mapped
library,EU-BSI-PQC-Joint-Statement-2024,anssi,mapped
library,EU-BSI-PQC-Joint-Statement-2024,ncsc-nl,mapped
library,EU-BSI-PQC-Joint-Statement-2024,enisa,mapped
library,BSI-ANSSI-QKD-Position-2024,bsi,mapped
library,BSI-ANSSI-QKD-Position-2024,anssi,mapped
library,BSI-ANSSI-QKD-Position-2024,nlncsa,mapped
library,BSI-ANSSI-QKD-Position-2024,sncsa-sweden,mapped
library,CA-TBS-SPIN-PQC-2025,cccs,mapped
library,IN-CERTIN-QBOM-Guidelines-2025,cert-in,mapped
library,US-CISA-ACDI-Strategy-2024,cisa,mapped
library,US-CISA-PQC-OT-2024,cisa,mapped
library,UK-CMORG-PQC-Guidance-2025,boe,mapped
library,AU-ASD-ISM-Crypto-2024,acsc,mapped
library,ENISA-PQC-Integration-Study-2022,enisa,mapped
library,Europol-QSFF-Call-to-Action-2025,enisa,mapped
library,Europol-QSFF-Call-to-Action-2025,g7-ceg,mapped
library,IL-INCD-Cybersecurity-Strategy-2025,incd-israel,mapped
library,UK-DSIT-CNI-PQC-Perspectives-2025,ncsc-uk,mapped
library,US-QCCPA-2022,us-congress,mapped
library,US-QCCPA-2022,omb,mapped
library,GSMA-PQ03-v2-2024,gsma,mapped
library,GSMA-PQC-Country-Survey-2025,gsma,mapped
library,SG-MAS-Quantum-Advisory-2024,csa-singapore,mapped
library,SG-MAS-QKD-Sandbox-Report-2025,csa-singapore,mapped
library,SG-MAS-QKD-Sandbox-Report-2025,boe,mapped
library,NATO-Quantum-Strategy-2024,nato,mapped
library,UK-NCSC-PQC-Whitepaper-2024,ncsc-uk,mapped
library,UK-NCSC-Migration-Timelines-2025,ncsc-uk,mapped
library,US-NSA-CNSA-2.0-2022,nsa-advisory,mapped
library,IN-TEC-PQC-Migration-Report-2025,cert-in,mapped
library,BIS-OTHP107,bis,mapped
library,BIS-OTHP107,bdf,mapped
library,BIS-OTHP107,bundesbank,mapped
library,BIS-OTHP107,swift,mapped
library,RFC-9763,ietf,mapped
library,draft-bonnell-lamps-chameleon-certs-07,ietf,mapped
library,RFC-9909,ietf,mapped
library,RFC 4251,ietf,mapped
library,RFC 4253,ietf,mapped
library,RFC 4301,ietf,mapped
library,RFC 4303,ietf,inferred
library,RFC 5280,ietf,mapped
library,RFC 6962,ietf,mapped
library,RFC 8017,ietf,mapped
library,RFC 8446,ietf,mapped
library,RFC 9052,ietf,mapped
library,RFC 9580,ietf,mapped
library,RFC 9593,ietf,mapped
library,RFC 9847,ietf,mapped
library,NIST IR 8105,nist-csrc,mapped
library,NIST IR 8309,nist-csrc,mapped
library,NIST IR 8413,nist-csrc,mapped
library,NIST CSWP 39,nist-csrc,mapped
library,NIST NCCoE SP 1800-38A,nist-csrc,mapped
library,NIST NCCoE SP 1800-38B,nist-csrc,mapped
library,NIST CSWP 48,nist-csrc,mapped
library,RFC 9420,ietf,mapped
library,Europol-FS-ISAC-PQC-Financial-2026,enisa,mapped
library,Europol-FS-ISAC-PQC-Financial-2026,fs-isac,mapped
library,Europol-FS-ISAC-PQC-Financial-2026,g7-ceg,mapped
library,HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025,boe,mapped
library,HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025,keyfactor,mapped
library,HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025,thales-research,mapped
library,FIPS-207-HQC,nist-csrc,mapped
library,NIST-IR-8528,nist-csrc,mapped
library,NIST-SP-800-232,nist-csrc,mapped
library,DoD-CIO-PQC-Memo-2025,disa,mapped
library,GSA-PQC-Buyers-Guide-2025,omb,mapped
library,CISA-Bad-Practices-PQC-2025,cisa,mapped
library,CISA-Bad-Practices-PQC-2025,fbi,mapped
library,NIST SP 800-90,nist-csrc,mapped
library,IETF RFC 9763,ietf,mapped
library,IETF RFC 7662,ietf,mapped
library,draft-ietf-jose-pq-composite-sigs,ietf,mapped
library,BSI TR-02102,bsi,mapped
library,NIST SP 800-88,nist-csrc,mapped
library,NIST SP 800-56A,nist-csrc,mapped
library,FIPS 199,nist-csrc,mapped
library,NIST SP 800-37,nist-csrc,mapped
library,NIST SP 800-66,nist-csrc,mapped
library,NIST SP 800-53,nist-csrc,mapped
library,NIST SP 800-218,nist-csrc,mapped
library,NIST SP 800-111,nist-csrc,mapped
library,draft-ietf-cose-dilithium,ietf,mapped
library,IETF RFC 9701,ietf,mapped
library,IETF RFC 6979,ietf,mapped
library,NIST SP 800-90B,nist-csrc,mapped
library,NIST SP 800-90A,nist-csrc,mapped
library,NIST SP 800-108,nist-csrc,mapped
library,IETF RFC 9909,ietf,mapped
library,draft-ietf-lamps-cert-binding-for-multi-auth,ietf,mapped
library,IETF RFC 5480,ietf,mapped
library,IETF RFC 4556,ietf,mapped
library,draft-ietf-tls-merkle-tree-certs,ietf,mapped
library,IETF RFC 3394,ietf,mapped
library,draft-ietf-plants-merkle-tree-certs,ietf,mapped
library,draft-ietf-plants-merkle-tree-certs-00,ietf,mapped
library,draft-ietf-plants-merkle-tree-certs-01,ietf,mapped
library,IETF RFC 9162,ietf,mapped
library,NIST SP 800-207,nist-csrc,mapped
library,draft-sfluhrer-ssh-mldsa,ietf,mapped
library,IETF RFC 5656,ietf,mapped
library,IETF RFC 8709,ietf,mapped
library,IETF RFC 4880,ietf,mapped
library,IETF RFC 9258,ietf,mapped
library,IETF RFC 9180,ietf,mapped
library,IETF RFC 9700,ietf,mapped
library,draft-sfluhrer-ipsecme-ikev2-mldsa,ietf,mapped
library,IETF RFC 8555,ietf,mapped
library,GRI-Quantum-Threat-Timeline-2025,gri,mapped
library,ASC-X9-TR-50-2019,ascx9,mapped
library,ASC-X9-IR-F01-2022,ascx9,mapped
library,ASC-X9-PQC-Readiness-2025,ascx9,mapped
library,ASC-X9-Financial-PKI,ascx9,mapped
library,ASC-X9-Financial-PKI,digicert,mapped
library,ETSI-GR-QSC-001,etsi-cyber,mapped
library,ETSI-GR-QSC-003,etsi-cyber,mapped
library,ETSI-GR-QSC-004,etsi-cyber,mapped
library,ETSI-GR-QSC-006,etsi-cyber,mapped
library,ETSI-TR-103-570,etsi-cyber,mapped
library,ETSI-TR-103-949,etsi-cyber,mapped
library,ETSI-TR-103-965,etsi-cyber,mapped
library,ETSI-TR-103-966,etsi-cyber,mapped
library,ETSI-TR-103-967,etsi-cyber,mapped
library,ETSI-TR-104-016,etsi-cyber,mapped
library,ETSI-EG-203-310,etsi-cyber,mapped
library,ETSI-GR-QKD-007,etsi-cyber,mapped
library,ETSI-GS-QKD-016-V2,etsi-cyber,mapped
library,ENISA-Crypto-Market-Analysis-2024,enisa,mapped
library,ENISA-State-of-Cybersecurity-2024,enisa,mapped
library,ENISA-Threat-Landscape-2025,enisa,mapped
library,ECCG-ACM-v2,enisa,mapped
library,draft-ietf-pquip-pqc-hsm-constrained-03,ietf,mapped
library,WEF-2026-QuantumSafe-Migration-CryptoDepth,wef,mapped
library,CRYSTALS-Kyber-Spec-v302,ku-leuven-cosic,direct
library,CRYSTALS-Dilithium-Spec-v31,ku-leuven-cosic,direct
library,SPHINCS-Plus-Spec-v31,tue-coding,direct
library,Falcon-Spec-v12,inria-crypto,direct
library,Classic-McEliece-Spec,tue-coding,direct
library,IACR-2022-1031,iacr-eprint,direct
library,IACR-2018-952,iacr-eprint,direct
library,IACR-2019-1086,iacr-eprint,direct
library,Bernstein-Lange-PQC-Survey,tue-coding,direct
threats,AERO-001,rtca,mapped
threats,AERO-002,nsa-advisory,mapped
threats,AERO-003,icao,mapped
threats,AUTO-001,iso-iec-sc27,mapped
threats,AUTO-002,iso-iec-sc27,mapped
threats,AUTO-003,unece,mapped
threats,AUTO-004,iso-iec-sc27,mapped
threats,CLOUD-001,csa-cloud,mapped
threats,CLOUD-002,csa-cloud,mapped
threats,CLOUD-003,nist-csrc,mapped
threats,CLOUD-004,nist-csrc,mapped
threats,CROSS-001,ibm-research,mapped
threats,CROSS-002,nist-csrc,mapped
threats,CROSS-003,ibm-research,mapped
threats,CROSS-004,gri,mapped
threats,CROSS-005,nist-csrc,mapped
threats,CROSS-006,nist-csrc,mapped
threats,CROSS-007,ec,mapped
threats,CROSS-008,nist-csrc,mapped
threats,CRYPTO-001,federal-reserve,mapped
threats,CRYPTO-002,eth-foundation,mapped
threats,CRYPTO-003,federal-reserve,mapped
threats,CRYPTO-004,ccss,mapped
threats,ENERGY-001,iec,mapped
threats,ENERGY-002,nrc,mapped
threats,ENERGY-003,u-toronto,mapped
threats,ENERGY-004,iec,mapped
threats,FIN-001,bis,mapped
threats,FIN-002,federal-reserve,mapped
threats,FIN-003,g7-ceg,mapped
threats,FIN-004,nist-csrc,mapped
threats,FIN-005,fs-isac,mapped
threats,GOV-001,nsa-advisory,mapped
threats,GOV-002,nsa-advisory,mapped
threats,GOV-003,cisa,mapped
threats,GOV-004,cisa,mapped
threats,GOV-005,nsa-advisory,mapped
threats,HLTH-001,hhs,mapped
threats,HLTH-002,thales-research,mapped
threats,HLTH-003,fda,mapped
threats,HLTH-004,fda,mapped
threats,HLTH-005,fda,mapped
threats,INS-001,naic,mapped
threats,INS-002,nydfs,mapped
threats,INS-003,geneva-association,mapped
threats,IOT-001,forescout,mapped
threats,IOT-002,iec,mapped
threats,IOT-003,ietf,mapped
threats,IOT-004,iso-iec-sc27,mapped
threats,IT-001,openssl-project,mapped
threats,IT-002,pki-consortium,mapped
threats,IT-003,nist-csrc,mapped
threats,IT-004,openssf,mapped
threats,IT-005,fido-alliance,mapped
threats,LEG-001,ec,mapped
threats,LEG-002,ec,mapped
threats,LEG-003,etsi-cyber,mapped
threats,LEG-004,nist-csrc,mapped
threats,MEDIA-001,aacs,mapped
threats,MEDIA-002,aacs,mapped
threats,MEDIA-003,dvb-project,mapped
threats,PCI-001,emvco,mapped
threats,PCI-002,pci-ssc,mapped
threats,PCI-003,pci-ssc,mapped
threats,RAIL-001,era-rail,mapped
threats,RAIL-002,iso-iec-sc27,mapped
threats,RETAIL-001,pci-ssc,mapped
threats,RETAIL-002,nist-csrc,mapped
threats,RETAIL-003,gs1,mapped
threats,SUPPLY-001,imo,mapped
threats,SUPPLY-002,dcsa,mapped
threats,SUPPLY-003,wco,mapped
threats,TELCO-001,gsma,mapped
threats,TELCO-002,gsma,mapped
threats,TELCO-003,gsma,mapped
threats,TELCO-004,gsma,mapped
threats,TELCO-005,etsi-cyber,mapped
threats,WATER-001,cisa,mapped
threats,WATER-002,awwa,mapped
timeline,QARC Project Execution,ec,mapped
timeline,Quantum Safe Explorer Launched,ibm-research,mapped
timeline,IBM Heron R2 Processor Available,ibm-research,mapped
timeline,IBM Next-Gen Processor Development,ibm-research,mapped
timeline,IBM Kookaburra Processor Released,ibm-research,mapped
timeline,IBM Quantum Advantage Target,ibm-research,mapped
timeline,Quantum Safe Program Launch,microsoft,mapped
timeline,Majorana 1 Quantum Chip,microsoft,mapped
timeline,Microsoft QSP Roadmap Published,microsoft,mapped
timeline,Core Infrastructure Transition,microsoft,mapped
timeline,Early Quantum-Safe Adoption,microsoft,mapped
timeline,Microsoft Full PQC Transition,microsoft,mapped
timeline,UltraPQ-Suite Launched,pqshield,mapped
timeline,100th Research Paper Milestone,pqshield,mapped
timeline,Carahsoft Government Partnership,pqshield,mapped
timeline,Post-Quantum VPN Research Initiated,pqshield,mapped
timeline,AQtive Guard Pentagon 5-Year Agreement,sandboxaq,mapped
timeline,AQtive Guard FedRAMP Ready,sandboxaq,mapped
timeline,RWPQC 2025 Conference,sandboxaq,mapped
timeline,Quantum-Safe Secure Element Pilot,pqshield,mapped
timeline,Initial PQC Planning Guide,acsc,mapped
timeline,ISM December 2024 Update,acsc,mapped
timeline,Migration Planning Phase,acsc,mapped
timeline,PQC Planning Guide Updated,acsc,mapped
timeline,Critical Systems Migration Start,acsc,mapped
timeline,Full Migration Phase,acsc,mapped
timeline,Traditional Crypto Prohibited,acsc,mapped
timeline,Paper 158 Quantum Roadmap,bis,mapped
timeline,PQC Best Practices Published,cccs,mapped
timeline,PQC Migration Roadmap Published,cccs,mapped
timeline,SPIN Notice Published,tbs-canada,mapped
timeline,Departmental Planning Phase,cccs,mapped
timeline,Departmental PQC Migration Plans Due,cccs,mapped
timeline,High Priority Migration Phase,cccs,mapped
timeline,High Priority Systems Complete,cccs,mapped
timeline,Remaining Systems Migration,cccs,mapped
timeline,Full GC Migration Complete,cccs,mapped
timeline,CACR PQC Competition Results,cryptrec,mapped
timeline,NGCC Program Launched,cryptrec,mapped
timeline,Hybrid Quantum-Safe System Launched,china-telecom,mapped
timeline,NGCC Algorithm Evaluation,cryptrec,mapped
timeline,Cryptographic Recommendations,nukib,mapped
timeline,Key Establishment Migration,nukib,mapped
timeline,Encryption Migration Complete,nukib,mapped
timeline,PQC Integration Study,enisa,mapped
timeline,EU PQC Recommendation Published,ec,mapped
timeline,Critical Infrastructure Migration,ec,mapped
timeline,Coordinated Roadmap v1.1,enisa,mapped
timeline,QSFF Call to Action,enisa,mapped
timeline,EU PQC Survey Launched,enisa,mapped
timeline,Agreed Cryptographic Algorithms v2,enisa,mapped
timeline,Member State Strategy Initiation,ec,mapped
timeline,High-Risk Systems Secured,ec,mapped
timeline,Full EU PQC Transition,ec,mapped
timeline,Initial PQC Position Paper,anssi,mapped
timeline,PQC Position Paper Follow-up,anssi,mapped
timeline,Joint QKD Position Paper,anssi,mapped
timeline,PQC Market Studies Published,anssi,mapped
timeline,Phase 1 - Pre-Quantum Security,anssi,mapped
timeline,Cryptographic Accreditation Doctrine Updated,anssi,mapped
timeline,CEA-Leti CESTI PQC Accreditation,anssi,mapped
timeline,First PQC Security Visas Issued,anssi,mapped
timeline,PQC FAQ Published,anssi,mapped
timeline,PG-083 Cryptographic Guide Update (Planned),anssi,mapped
timeline,Phase 2 - Hybridization Required,anssi,mapped
timeline,IPsec DR Referential Update (Planned),anssi,mapped
timeline,PQC Qualification Requirement,anssi,mapped
timeline,Phase 3 - Standalone PQC Optional,anssi,mapped
timeline,G7 Statement on Quantum Computing,g7-ceg,mapped
timeline,PQ.03 v2.0 Guidelines,gsma,mapped
timeline,EU Joint Statement on PQC,bsi,mapped
timeline,TR-02102-1 PQC Update,bsi,mapped
timeline,Quantum-Secure ID Card Demonstrator,bsi,mapped
timeline,QUANTITY Initiative Launched,bsi,mapped
timeline,Critical Applications PQC — Hybrid No Longer Required,bsi,mapped
timeline,TEC Technical Report Published,cert-in,mapped
timeline,BOM Guidelines Expanded,cert-in,mapped
timeline,PQC Migration Roadmap Published,pqca,mapped
timeline,PQC Readiness Guide Published,incd-israel,mapped
timeline,National Cybersecurity Strategy 2025-2028,incd-israel,mapped
timeline,Banking PQC Directive,incd-israel,mapped
timeline,Government Threat Assessment,incd-israel,mapped
timeline,Inventory & Planning Phase,incd-israel,mapped
timeline,PQC Guidance Published,enisa,mapped
timeline,PQC Guideline GL-2004-2022,cryptrec,mapped
timeline,K Program PQC Research,cryptrec,mapped
timeline,PQC Migration Planning,cryptrec,mapped
timeline,Cybersecurity Industry Policy Package,cryptrec,mapped
timeline,QKD High-Speed Data Integration Demo,cryptrec,mapped
timeline,Critical Systems Migration,cryptrec,mapped
timeline,Quantum Technologies Strategy,nato,mapped
timeline,NZISM v3.8 Updated,cccs,mapped
timeline,Planning Phase,cccs,mapped
timeline,NZISM v3.9 Published,cccs,mapped
timeline,Transition Phase,cccs,mapped
timeline,Financial Sector Planning,csa-singapore,mapped
timeline,Quantum-Safe Handbook and Quantum Readiness Index Released,csa-singapore,mapped
timeline,Financial Sector QKD Sandbox Completed,csa-singapore,mapped
timeline,KpqC Competition Results,kisa,mapped
timeline,Pilot Transition Phase,kisa,mapped
timeline,Full PQC Roadmap Complete,kisa,mapped
timeline,Four-Phase PQC Approach,enisa,mapped
timeline,PQC Transition Period,enisa,mapped
timeline,Five-Year PQC Plan,uae-csc,mapped
timeline,Interim Quantum-Safe Milestone,uae-csc,mapped
timeline,PQC White Paper Updated,ncsc-uk,mapped
timeline,PQC Migration Roadmap Published,ncsc-uk,mapped
timeline,Financial Sector PQC Guidance,boe,mapped
timeline,CNI Perspectives Report,ncsc-uk,mapped
timeline,Discovery & Planning Phase,ncsc-uk,mapped
timeline,Priority Migration Phase,ncsc-uk,mapped
timeline,Full Migration Phase,ncsc-uk,mapped
timeline,Full PQC Compliance,ncsc-uk,mapped
timeline,NSM-10 Published,cisa,mapped
timeline,M-23-02 Cryptographic Inventory,omb,mapped
