patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status
11240223,Systems and methods for quantum consensus,Stapleton; Jeff J. et al.,"WELLS FARGO BANK, N.A.",2020-02-11,2022-02-01,G06F21/72;H04L9/0656;H04L63/08;G06N10/00;G06F21/602;H04L63/0435;H04L9/0668;H04L63/0428;H04L63/0823;H04L9/3218;H04L9/0643;H04L9/0852;H04L9/3093,Systems and methods for quantum entanglement authentication generate session keys by measuring entangled particles at separate devices to verify identity without transmitting secret keys.,"The invention utilizes a central system to transmit numbers derived from measurements of one set of entangled particles to two remote devices. Authentication occurs when the remote devices measure their respective correlated entangled particles and return matching or complementary numbers, proving possession of the quantum state without key exchange.",hybrid,hybrid,none,,TLS,RSA; AES; Diffie-Hellman; ECDSA; ECDH; SHA-256,,entanglement; qrng,generation; distribution,QRNG; quantum-source; quantum-storage-cells,possession,,HNDL; MITM; cryptanalysis; quantum-attack,quantum-entanglement,KEM,banking; financial,system for quantum entanglement authentication; method for quantum entanglement authentication; computer program product for quantum entanglement authentication,,session-keys; financial,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for quantum entanglement authentication""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generation of numbers based on subsets""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""measurement based on quantum bases""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""measurement initiation control signal""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""generation of third number based on collapse""}, {""claim"": 6, ""depends_on"": [4], ""subject"": ""generation of fourth number based on collapse""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""quantum storage cells""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""quantum random number generation device""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""quantum one-time pad""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""quantum authentication device""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""request to authenticate session""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""third-party number generation""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""further session key generation""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""time-dependent quantum measurement schedule""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""determination based on time value""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""sequence-dependent quantum measurement schedule""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""determination based on sequence value""}, {""claim"": 18, ""depends_on"": [1], ""subject"": ""alert control signals for measurement""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""method for quantum entanglement authentication""}, {""claim"": 20, ""depends_on"": [], ""subject"": ""computer program product for quantum entanglement authentication""}]",[]
11245519,Systems and methods for quantum entanglement random number generation,"Stapleton, Jr.; Jeff J. et al.","WELLS FARGO BANK, N.A.",2019-10-04,2022-02-08,H04L9/0855;H04L9/0631;H04L9/0858;H04L9/0656;H04L9/0869;H04L9/14;G06F7/588;H04L9/3247,"Systems and methods generate true random numbers using entangled quantum particles distributed to separate devices, enabling secure session authentication and encryption without transmitting keys.","The invention generates a quantum entanglement random number by measuring a subset of entangled quantum particles stored locally at a first device, which are entangled with particles at a second device. This process allows both devices to derive identical cryptographic keys or session identifiers without transmitting the key material over a network.",hybrid,hybrid,core_invention,"Quantum entanglement is the core invention appearing in all independent claims (1, 17, 18). The system requires generating random numbers based on measuring subsets of entangled quantum particles distributed to two devices. Dependent claims further specify quantum storage cells and quantum authentication devices.",TLS,RSA; AES; Diffie-Hellman; ECDSA; ECDH; DSA,,qrng; entanglement,generation; storage; distribution,QRNG; quantum-source; smart-card,possession,,quantum-attack; MITM; side-channel; harvest_now_decrypt_later,quantum-entanglement,symmetric-cipher; KDF,banking; financial,system for quantum entanglement random number generation; method for quantum entanglement random number generation; computer program product for quantum entanglement random number generation,,session-keys; financial; PII,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for quantum entanglement random number generation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generating cryptographic key and encrypting communication""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""symmetric cryptographic key""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""AES cryptographic key""}, {""claim"": 5, ""depends_on"": [2], ""subject"": ""quantum asymmetric cryptographic key""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""transmitting electronic identification of subset and bases""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""measurement initiation control signal""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""quantum one-time pad""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""quantum storage circuitry and cells""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""QERNG device comprising storage cells""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""coupling to quantum authentication device""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""session authentication using duplicate random numbers""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""generating session key from random number""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""setting session key equal to random number""}, {""claim"": 15, ""depends_on"": [1], ""subject"": ""time-dependent measurement schedule""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""sequence-dependent measurement schedule""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""method for quantum entanglement random number generation""}, {""claim"": 18, ""depends_on"": [], ""subject"": ""computer program product for quantum entanglement random number generation""}]",[]
11263302,Transaction system,Finkenzeller; Klaus et al.,GIESECKE+DEVRIENT MOBILE SECURITY GMBH,2016-08-22,2022-03-01,H04W12/06;H04L63/0853;G06F21/41;H04L9/32;H04L63/08;G06F21/35;H04L63/0815,A transaction system manages portable data carriers by authenticating a security identity via a server and dynamically establishing application identities for various service providers.,The invention separates a static security identity stored on a data carrier from dynamic application identities established by a central authentication server. This allows a single resource-optimized data carrier to be used across multiple service provider systems with different identities without storing them locally.,unclear,none,none,none,ISO/IEC 29167-19,,,none,storage; distribution,smart-card; mobile; IoT,possession,ISO/IEC 29167-19,,,signature,banking; telecom; IoT,method for managing data carriers; authentication server; method for managing data carriers,,transactions; PII,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for managing data carriers""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""selecting application identity from plurality""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""fixedly associating application identity""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""dynamically selecting application identity""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""identical authorizations for dynamic identities""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""sending application identity to processor""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""data carrier identifiable only by application identity""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""data carrier comprises only security identity""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""data-carrier management marking""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""associating service provider system with data carrier""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""authentication server""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""storing security identity and management info""}, {""claim"": 13, ""depends_on"": [11], ""subject"": ""transaction system components""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""security marking as RFID transponder""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""management marking as optical marking""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""different application identities per service provider""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""method for managing data carriers with fixed association""}]",[]
11265151,Key exchange schemes with addressable elements,Cambou; Bertrand F et al.,"Arizona Board of Regents on Behalf of Northern Arizona University,Government of the United States of America, as represented by the Secretary of the Air Force",2019-03-08,2022-03-01,H04L9/3278;H04L9/30;H04L9/0819;H04L9/3242;H04L9/006;H04L9/0866,"A computing device uses an array of addressable physical unclonable functions to generate private keys from public keys, enabling secure key exchange without storing static secrets in non-volatile memory.","The invention utilizes an array of addressable hardware elements, specifically Physical Unclonable Functions (PUFs), to dynamically generate private keys based on addresses derived from a public key. This approach replaces traditional mathematical key generation and static storage, providing resistance to side-channel attacks and quantum cryptanalysis by relying on physical hardware properties.",classical_only,none,background_only,"Quantum technology is mentioned in the background section as a threat to current PKIs (RSA, ECC) and as a comparison point (QKD), but it is not claimed in any independent or dependent claims. The invention relies on classical PUF hardware, not quantum mechanics.",PKI,SHA-256; AES,,none,generation; derivation; exchange; storage,PUF; IoT; smart-card; microcontroller,possession; inherence/biometric,,side-channel; quantum-attack; cryptanalysis,TRNG,KEM; hash; symmetric-cipher,government; telecom; IoT,computing device with addressable elements for decryption; computing device with addressable elements for encryption,,session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""computing device with array of addressable elements for decryption""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""hardware element is a physical unclonable function""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""address identifies series of successive hardware elements""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""processing yields modified reading instructions""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""modified instructions adjust spacing interval""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""processing includes hash function on public key and identifying info""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""generating responses includes referencing table of modified instructions""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""all appended responses from predictable elements""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""computing device with array of addressable elements for encryption""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""hardware element is a physical unclonable function""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""address identifies series of successive hardware elements""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""processing yields modified reading instructions""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""modified instructions adjust spacing interval""}, {""claim"": 14, ""depends_on"": [9], ""subject"": ""processing includes hash function on random number and identifying info""}, {""claim"": 15, ""depends_on"": [9], ""subject"": ""generating responses includes referencing table of modified instructions""}, {""claim"": 16, ""depends_on"": [9], ""subject"": ""all appended responses from predictable elements""}]",[]
11290765,Securing an overlay network against attack,Williams; Brandon O. et al.,"Akamai Technologies, Inc.",2019-02-05,2022-03-29,H04L45/64;H04L9/0838;H04L63/061;H04L9/0872;H04N21/63345;H04L45/50;H04L12/4633;H04L63/0815;H04N21/26613;H04L63/0272;H04L9/3242;H04L63/123;H04L9/006,"A method for securing overlay network traffic by deriving region-pair specific keys to compute integrity check values, preventing packet injection and replay attacks in UDP-based transport.",The invention claims a method of associating private key pairs to regions and deriving shared secrets to generate unique keys for computing integrity check values (ICV) on overlay packets. This ICV is incorporated into packet headers to validate data origin and prevent replay attacks between specific region pairs.,classical_only,none,none,none,IPsec; UDP; SSL; TLS; OIP,HMAC; HKDF; SipHash; AES-CMAC; SHA-256,,none,generation; derivation; distribution; rotation,,possession,RFC 5869,replay; packet_injection; DDOS; MITM,OS,MAC; KDF; hash,cloud; telecom; CDN,method for securing overlay network traffic,latency; throughput; pMTU,IP packets; overlay traffic,,US6665726; US6751673; US7111057; US7376716; US7472178,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for overlay network integrity protection""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""receiving and validating ICV""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""ingress and egress region flow""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""unidirectional UDP connection""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""flow passing through additional regions""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""additional data comprising IP addresses""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""shared secret derivation using private/public keys""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""trust scheme with trust levels""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""region pair managed by same trust level""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""preventing impersonation outside trust level""}]",[]
11296865,Cryptographic algorithm status transition,Griffin; Phillip H. et al.,"Wells Fargo Bank, N.A.",2019-08-16,2022-04-05,H04L9/3263;H04L9/3247;H04L9/006;H04L9/14;H04L9/3297;H04L9/0637;H04L9/50;H04L9/302;H04L9/0643;H04L63/12;H04L9/3239;H04L9/088;H04L9/3249,A method for managing cryptographic algorithm transitions in a blockchain by generating digitally signed status records on a separate out-of-band blockchain to track active algorithms per block.,"The invention defines a Cryptographic Algorithm Status Transition (CAST) event when a cryptographic algorithm changes between blocks on a primary blockchain. It generates a digitally signed CAST record containing the new algorithm and block identifier, storing this record on a separate secondary blockchain to enable out-of-band verification of historical cryptographic states.",unclear,crypto_agility,none,,PKI; CMS; X.509; SAML,RSA; SHA-1; SHA-256; ECDSA; AES; HMAC,,,generation; derivation; rotation,,,X9.73; X.509; ASN.1; CMS,cryptanalysis; compromise,,symmetric-cipher; signature; hash; MAC; KDF,banking; blockchain,method for receiving encrypted data and verifying CAST records; method for identifying a CAST record,,financial; transactions; sensitive information,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for receiving encrypted data and verifying CAST records""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""retrieving CAST record and verifying signature via hash""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""extracting encrypted data elements and decrypting with multiple algorithms""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""determining identifier marking cryptographic algorithm used""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""defining first and second blocks with different algorithms""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""defining CAST event upon algorithm change""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""digitally signing CAST record with private key""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""generating second CAST record for third algorithm change""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""digitally signing second CAST record""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""determining active algorithm using CAST blockchain and identifiers""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""method for identifying CAST record via CAST identifier""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""retrieving CAST record and verifying signature via hash""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""extracting encrypted data elements and decrypting with multiple algorithms""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""determining identifier marking cryptographic algorithm used""}, {""claim"": 15, ""depends_on"": [11], ""subject"": ""defining first and second blocks with different algorithms""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""defining CAST event upon algorithm change""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""digitally signing CAST record with private key""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""generating second CAST record for third algorithm change""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""digitally signing second CAST record""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""determining active algorithm using CAST blockchain and identifiers""}]",[]
11308234,Methods for protecting data,Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2020-04-02,2022-04-19,G06F21/6245;G06F21/602;H04L9/008;G06F21/64;G06F21/6227,"A method protects sensitive production data by decrypting it, applying homomorphic encryption and masking in a secure middle environment, then storing the masked cleartext in a lower security environment for testing.","The invention utilizes a three-tier architecture where a secure middle environment acts as a proxy to transform production data. It decrypts encrypted production data, re-encrypts it using homomorphic encryption, applies a masking function, and decrypts the result to generate masked cleartext for lower environments.",classical_only,none,none,"The patent text does not mention quantum technology, quantum cryptography, or post-quantum algorithms. The invention relies on classical homomorphic encryption and symmetric/asymmetric ciphers.",SSL; HTTPS; IPSec; Kerberos,AES; 3DES; RSA; TDES,,none,storage; distribution,HSM; FPGA; ASIC,knowledge; possession,,insider; exposure,,symmetric-cipher; hash,banking; cloud,method of protecting data via homomorphic encryption and masking; system comprising processing circuits for data protection,,PII; financial,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of protecting data""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""production environment inaccessibility""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""provider institution environments""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""encrypted data definition""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""inaccessibility of cleartext and keys""}, {""claim"": 6, ""depends_on"": [4], ""subject"": ""data structure level encryption""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""production environment code execution""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""storage of encrypted cleartext""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""homomorphic encryption operators""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""method maintaining ciphertext data""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""production environment inaccessibility""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""provider institution environments""}, {""claim"": 13, ""depends_on"": [10], ""subject"": ""ciphertext data definition""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""inaccessibility of cleartext and keys""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""data structure level encryption""}, {""claim"": 16, ""depends_on"": [10], ""subject"": ""production environment code execution""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""storage of encrypted cleartext""}, {""claim"": 18, ""depends_on"": [10], ""subject"": ""homomorphic encryption operators""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""system for protecting data""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""encrypted data definition and inaccessibility""}]",[]
11316701,Decentralized system for generation and deployment of digital certificates,Perez; Oscar Alfredo,"ZT Group Int'l, Inc.",2019-10-22,2022-04-26,H04L9/3247;H04L9/006;H04L9/0869;H04L9/0825;H04L9/3263,A decentralized system generates unique key pairs and self-signed trust certificates on devices using pre-installed seed data and a shared CA private key upon initial power-on.,"The invention decentralizes certificate issuance by pre-installing a shared CA private key and certificate on all devices in a set. Upon first power-on, each device generates a unique key pair from seed data and signs its own CSR locally to create a trusted certificate without contacting an external authority.",classical_only,none,none,none,PKI; X.509,,,none,generation; storage,IoT; mobile,possession,,,deterministic-PRNG,signature,IoT; PKI,method for decentralized certificate generation; computer program product for decentralized certificate generation; system for decentralized certificate generation,,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for decentralized certificate generation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generating unique key pair using seed data""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""seed data comprising device identifier and random bytes""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""CSR creation using seed data in CN and SAN""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""signing CSR with pre-installed CA private key""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""CA data pre-installed prior to key generation""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""storing certificate and key pair in persistent storage""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""computer program product for decentralized certificate generation""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""generating unique key pair using seed data""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""seed data comprising device identifier and random bytes""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""CSR creation using seed data in CN and SAN""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""signing CSR with pre-installed CA private key""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""storing certificate and key pair in persistent storage""}, {""claim"": 14, ""depends_on"": [], ""subject"": ""system for decentralized certificate generation""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""generating unique key pair using seed data""}, {""claim"": 16, ""depends_on"": [14], ""subject"": ""CSR creation using seed data in CN and SAN""}, {""claim"": 17, ""depends_on"": [14], ""subject"": ""signing CSR with pre-installed CA private key and storage""}]",[]
11336425,Cryptographic machines characterized by a Finite Lab-Transform (FLT),Lablans; Peter,Ternarylogic LLC,2019-12-17,2022-05-17,H04J13/0029;G06F7/724;G06Q20/40975;H04L9/3242;H04L7/0091;H04J13/0074;H04L9/3066;H04L9/14;H03K23/54;H04J13/0033;H04L9/0841;H04L9/006;G06F7/584;H04L9/3093;H04J13/10,A cryptographic device modifies standard algorithms using a Finite Lab Transform on n-state switching tables with n greater than 4 to enhance security against cryptanalysis.,The invention applies a Finite Lab Transform (FLT) to standard n-state computer operations (n>4) by inserting reversible inverters on inputs and a reversing inverter on the output. This transforms standard operations like modulo-n multiplication or GF(n) arithmetic into non-standard switching tables that are not equivalent to standard finite field operations.,unclear,none,none,none,TLS,AES; RSA; ECC; Diffie-Hellman; SHA; MAC,,none,generation; exchange,FPGA; smart-card; mobile; IoT,possession,FIPS,cryptanalysis,,symmetric-cipher; KEM; signature; MAC; hash,banking; IoT; telecom,device to provide cryptographic data; method for generating cryptographic data,,,,US9100166; US8817928; US9218158; US8577026,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""device to provide cryptographic data""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""FLTed operation element interpretation""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""modified modulo-n multiplication""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""modified GF(n) multiplication""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""modified AES""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""modified message digest""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""modified digital signature""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""modified RSA""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""modified ECC""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""networked computer""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""smartphone""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""chipcard""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""door opener""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""TLS protocol""}, {""claim"": 15, ""depends_on"": [1], ""subject"": ""n greater than 2^100""}, {""claim"": 16, ""depends_on"": [], ""subject"": ""method for generating cryptographic data""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""zero element interpretation""}, {""claim"": 18, ""depends_on"": [16], ""subject"": ""processor device types""}]",[]
11336462,Systems and methods for post-quantum cryptography optimization,Maganti; Ravi K. et al.,"Wells Fargo Bank, N.A.",2019-09-10,2022-05-17,H04L9/0852;H04L9/3247;H04L9/0656;H04L9/0841;H04L9/3263;H04L9/302;H04L9/3249;H04L9/0631;H04L9/0844,"A system generates fictitious data encrypted with classical keys, destroys the private key, and monitors environments for decrypted data to detect quantum computing threats.","The invention creates a honeypot by generating QC detection data, encrypting it with asymmetric keys (RSA/DH), and destroying the private key. It then monitors external environments for the appearance of this specific encrypted or decrypted data to signal that a quantum computer has broken the classical encryption.",hybrid,assessment,core_invention,"Quantum computing is the central subject of the invention, appearing in independent claims 1, 17, and 19 as 'QC detection'. The system is designed specifically to detect when a quantum computer has broken classical encryption (RSA/DH) by finding decrypted honeypot data. Claim 6 mentions PQC techniques as an optional double-encryption layer.",TLS; X.509,RSA; DH; AES; ECDSA; ECDH,LMS; XMSS; SPHINCS+; Dilithium; qTESLA; NewHope; FrodoKEM; NTRU Prime; Kyber; SIKE; SIDH; Classic McEliece; QC-MDPC; BIKE; Rainbow; Picnic,quantum_computing,generation; destruction; storage,,,NIST Post-Quantum Cryptography Standardization Process,HNDL; quantum-attack; cryptanalysis,,symmetric-cipher; signature; KEM,banking; financial,system for quantum computing detection; method for quantum computing detection; computer program product for quantum computing detection,,fictitious data; financial records; mortgage information,FDIC Records Retention Schedule,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for quantum computing detection""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generating QC detection alert control signal""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""QC detection data as fictitious code-signing certificate""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""RSA asymmetric cryptographic keys""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""DH asymmetric cryptographic keys""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""double encryption with PQC technique""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""not transmitting encrypted data and generating leakage alert""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""electronic information as decrypted QC detection data""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""encrypted data comprising digitally signed QC detection data""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""detecting and verifying digital signature""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""generating tampering alert control signal""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""generating symmetric key encrypted by asymmetric keys""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""encrypting QC detection data with symmetric key""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""AES symmetric key and RSA asymmetric keys""}, {""claim"": 15, ""depends_on"": [1], ""subject"": ""generating symmetric key based on asymmetric keys""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""AES symmetric key and DH asymmetric keys""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""method for quantum computing detection""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""generating QC detection alert control signal""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""computer program product for quantum computing detection""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""generating QC detection alert control signal""}]","[{""algorithm"": ""Kyber"", ""status"": ""fips_203""}, {""algorithm"": ""Dilithium"", ""status"": ""fips_204""}, {""algorithm"": ""SPHINCS+"", ""status"": ""fips_205""}, {""algorithm"": ""Classic McEliece"", ""status"": ""round4_candidate""}, {""algorithm"": ""BIKE"", ""status"": ""round4_candidate""}, {""algorithm"": ""FrodoKEM"", ""status"": ""withdrawn""}, {""algorithm"": ""SIKE"", ""status"": ""withdrawn""}, {""algorithm"": ""Rainbow"", ""status"": ""withdrawn""}, {""algorithm"": ""LMS"", ""status"": ""stateful_hash_standard""}, {""algorithm"": ""XMSS"", ""status"": ""stateful_hash_standard""}, {""algorithm"": ""Picnic"", ""status"": ""round4_candidate""}, {""algorithm"": ""NewHope"", ""status"": ""classical""}, {""algorithm"": ""NTRU Prime"", ""status"": ""classical""}, {""algorithm"": ""qTESLA"", ""status"": ""classical""}]"
