ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
NIST-SP-800-90A-R1,SP 800-90A Rev. 1: Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Certification Schemes,Standard,assurance,3,libraries,Validate DRBG implementations against NIST SP 800-90A specifications to ensure conformance with deterministic random bit generation standards.,This Recommendation specifies mechanisms for the generation of random bits using deterministic methods... Conformance Testing,Section 2 / Abstract,https://csrc.nist.gov/pubs/sp/800/90/a/r1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST-SP-800-90A-R1,SP 800-90A Rev. 1: Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Certification Schemes,Standard,assurance,3,libraries,Perform implementation validation testing to verify that the DRBG mechanism functions correctly according to the specified algorithm.,11.2 Implementation Validation Testing,Section 11.2,https://csrc.nist.gov/pubs/sp/800/90/a/r1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST-SP-800-90A-R1,SP 800-90A Rev. 1: Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Certification Schemes,Standard,observability,3,libraries,"Implement health tests for Instantiate, Generate, Reseed, and Uninstantiate functions to detect failures in random number generation.",11.3 Health Testing... 11.3.2 Testing the Instantiate Function... 11.3.3 Testing the Generate Function... 11.3.4 Testing the Reseed Function,Section 11.3,https://csrc.nist.gov/pubs/sp/800/90/a/r1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST-SP-800-90A-R1,SP 800-90A Rev. 1: Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Certification Schemes,Standard,observability,3,libraries,Conduct known answer testing as part of health testing to ensure the DRBG produces expected outputs for specific inputs.,11.3.1 Known Answer Testing,Section 11.3.1,https://csrc.nist.gov/pubs/sp/800/90/a/r1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST-SP-800-90A-R1,SP 800-90A Rev. 1: Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Certification Schemes,Standard,lifecycle,3,libraries,Enforce reseed operations at the end of the seedlife to maintain the security strength of the DRBG instantiation.,9.3.2 Reseeding at the End of the Seedlife,Section 9.3.2,https://csrc.nist.gov/pubs/sp/800/90/a/r1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST-SP-800-90A-R1,SP 800-90A Rev. 1: Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Certification Schemes,Standard,lifecycle,3,libraries,Remove DRBG instantiations securely when no longer needed to prevent state compromise.,9.4 Removing a DRBG Instantiation,Section 9.4,https://csrc.nist.gov/pubs/sp/800/90/a/r1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST-SP-800-90A-R1,SP 800-90A Rev. 1: Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Certification Schemes,Standard,assurance,3,libraries,Ensure entropy input meets minimum entropy requirements for seed construction to guarantee cryptographic security strength.,8.6.3 Entropy Requirements for the Entropy Input,Section 8.6.3,https://csrc.nist.gov/pubs/sp/800/90/a/r1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST-SP-800-90A-R1,SP 800-90A Rev. 1: Recommendation for Random Number Generation Using Deterministic Random Bit Generators,Certification Schemes,Standard,observability,3,libraries,Handle errors encountered during health testing by ceeding operation and alerting administrators to potential RNG failure.,11.4.2 Errors Encountered During Health Testing,Section 11.4.2,https://csrc.nist.gov/pubs/sp/800/90/a/r1/final,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST-SP-800-90C,SP 800-90C: Recommendation for Random Bit Generator (RBG) Constructions,Certification Schemes,Standard,assurance,3,libraries,Validate RBG constructions against SP 800-90C via CMVP/CAVP to prove compliance with approved DRBG and entropy source requirements.,SP 800-90C has been developed in coordination with NIST’s Cryptographic Algorithm Validation Program (CAVP) and Cryptographic Module Validation Program (CMVP)... The term “shall” is used when a requirement is testable by a testing lab during implementation validation,Section 1,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-90C.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST-SP-800-90C,SP 800-90C: Recommendation for Random Bit Generator (RBG) Constructions,Certification Schemes,Standard,observability,3,libraries,Implement and monitor health tests for RBG constructions to detect failures in entropy sources or DRBG operations as specified in Section 8.,Section 8 discusses health and implementation validation testing... The term “shall” is used when a requirement is testable by a testing lab during implementation validation using operational tests,"Section 1.2, Section 8",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-90C.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST-SP-800-90C,SP 800-90C: Recommendation for Random Bit Generator (RBG) Constructions,Certification Schemes,Standard,lifecycle,2,libraries,Ensure RBG constructions use validated randomness sources (SP 800-90B or SP 800-90C compliant) for initialization and reseeding.,Each RBG includes a DRBG from SP 800-90A and is based on the use of a randomness source that is validated for compliance with SP 800-90B or SP 800-90C.,Section 2.2,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-90C.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST-SP-800-90C,SP 800-90C: Recommendation for Random Bit Generator (RBG) Constructions,Certification Schemes,Standard,governance,2,all,"Adhere to 'must' requirements for system administrators regarding RBG deployment, verified via documentation review by CMVP.",The term “must” is used for requirements that may not be testable by the CAVP or CMVP. An example of such a requirement is one that demands certain actions and/or considerations from a system administrator. A CMVP review of the cryptographic module’s documentation can verify whether these requirements have been met.,Section 1,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-90C.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIAP-CCEVS-POLICY,NIAP CCEVS Policy Letter 26,Certification Schemes,Compliance Framework,governance,2,all,Establish policy to exclude products prohibited by statute or executive order from NIAP evaluation and certification for NSS use.,"products evaluated under the NIAP for use on or protection of NSS... may only include products that are not otherwise prohibited from use on an NSS by statute, executive order, or other directives",POLICY,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/policy-ltr-26.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIAP-CCEVS-POLICY,NIAP CCEVS Policy Letter 26,Certification Schemes,Compliance Framework,governance,2,all,Define authority for NIAP to refuse evaluation and certification of products subject to acquisition prohibitions for NSS.,NIAP reserves the right to refuse evaluation and certification of the product,POLICY,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/policy-ltr-26.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIAP-CCEVS-POLICY,NIAP CCEVS Policy Letter 26,Certification Schemes,Compliance Framework,lifecycle,2,all,Mandate vendor consultation with NIAP prior to contracting for evaluation if product may be affected by supply chain prohibitions.,Vendors concerned that they may be affected by this limitation are encouraged to contact NIAP prior to contracting with a CCTL for evaluation,POLICY,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/policy-ltr-26.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,governance,3,certificates,Maintain a Product Compliant List (PCL) to track validated products and their current certification status within the scheme.,5.3.3 Maintaining a Product Compliant List (PCL) ... NIAP maintains a Product Compliant List (PCL) of products that have been evaluated and certified.,Section 5.3.3,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,governance,3,certificates,Monitor the use of certificates to ensure they are not misused or applied to non-compliant configurations.,5.3.4 Certificate Use Monitoring ... NIAP monitors the use of certificates to ensure that they are used in accordance with the Scheme rules.,Section 5.3.4,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,governance,3,certificates,Establish procedures for the withdrawal of certificates when products no longer meet scheme requirements or compliance is violated.,5.3.5 Certificate Withdrawal ... NIAP may withdraw a certificate if the product no longer meets the requirements of the Scheme.,Section 5.3.5,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,assurance,3,certificates,Conduct internal audits and management reviews to verify the quality and integrity of the validation process and records.,3.3 Internal Audits ... 3.3.1 Management Reviews ... The Quality Manager shall ensure that internal audits are conducted... Management reviews shall be conducted.,Section 3.3,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,observability,3,certificates,"Maintain detailed records of certificate issuance, maintenance, and withdrawal to support audit trails and status verification.","5.3.6 Certificate Management Records ... NIAP shall maintain records of all certificate management activities, including issuance, maintenance, and withdrawal.",Section 5.3.6,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,lifecycle,3,certificates,"Manage the lifecycle of certificates through defined processes for issuance, recognition of partner certificates, and maintenance.",5.3 Certificate Management ... 5.3.1 Issuing a CC Certificate ... 5.3.2 Recognition of CC Certificates Issued by CCRA Partners ... 5.3.3 Maintaining a Product Compliant List (PCL),Section 5.3,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,governance,3,all,"Define and enforce roles and responsibilities for NIAP personnel, including the Quality Manager, to ensure scheme integrity.",4 NIAP Personnel and Qualifications ... 4.2.4 Quality Manager ... The Quality Manager is responsible for the implementation and maintenance of the Quality System.,Section 4.2.4,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,assurance,3,all,"Administer Common Criteria Testing Laboratories (CCTLs) through accreditation, proficiency testing, and audit records.","6 Common Criteria Testing Laboratory Administration ... 6.3 CCTL Administration Records ... NIAP maintains records of CCTL approvals, audits, and proficiency tests.",Section 6,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
COMMON-CRITERIA,"Common Criteria for Information Technology Security Evaluation, CC:2022 Release 1, Part 1",Certification Schemes,Standard,governance,2,all,"Establish documented Security Targets (STs) that define the security objectives and requirements for the TOE, serving as the formal basis for evaluation and conformance claims.",12 Security Targets (STs) ... 12.1 General ... 12.2 Conformance claims and statements ... 12.3 Assurance requirements,Section 12,https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART1R1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
COMMON-CRITERIA,"Common Criteria for Information Technology Security Evaluation, CC:2022 Release 1, Part 1",Certification Schemes,Standard,assurance,3,all,Conduct independent security evaluations of the TOE against a Security Target to establish confidence that security functionality and assurance measures meet specified requirements.,The evaluation process establishes a level of confidence that the security functionality of these IT products and the assurance measures applied to these IT products meet these requirements.,Introduction,https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART1R1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
COMMON-CRITERIA,"Common Criteria for Information Technology Security Evaluation, CC:2022 Release 1, Part 1",Certification Schemes,Standard,assurance,3,all,"Ensure evaluations adhere to strict conformance claims, prohibiting the evaluation scope from exceeding the defined conformance boundaries of the Protection Profile or Security Target.",the exact conformance type has been introduced ... which prohibits evaluations from exceeding the scope of their conformance claims,Foreword,https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART1R1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
COMMON-CRITERIA,"Common Criteria for Information Technology Security Evaluation, CC:2022 Release 1, Part 1",Certification Schemes,Standard,lifecycle,2,all,"Manage the composition of assurance for composite products by defining composition models (layered, network, embedded) and re-using evaluation results where applicable.",14 Composition of assurance ... 14.2 Composition models ... 14.4.1 Re-use of evaluation results,Section 14,https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART1R1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
COMMON-CRITERIA,"Common Criteria for Information Technology Security Evaluation, CC:2022 Release 1, Part 1",Certification Schemes,Standard,observability,2,all,"Document and verify evaluation results for PP, PP-Configuration, and ST/TOE evaluations to provide evidence of compliance and security posture.",13.7 Evaluation results ... 13.7.1 Results of a PP evaluation ... 13.7.3 Results of a ST/TOE evaluation,Section 13.7,https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART1R1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
BSI-BSZ-METHOD,BSI BSZ — Accelerated Security Certification Evaluation Process (v2.1),Certification Schemes,Compliance Framework,governance,3,all,"Establish formal contracts between manufacturers and ITSEFs, and between ITSEFs and the Certification Body, to define roles and responsibilities for the evaluation process.",Conclude a contract with the manufacturer... Conclude a contract with the ITSEF,"Section 2.1, Table 2",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/BSZ/BSZ-Evaluation.pdf?__blob=publicationFile&v=5,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
BSI-BSZ-METHOD,BSI BSZ — Accelerated Security Certification Evaluation Process (v2.1),Certification Schemes,Compliance Framework,governance,3,all,Formally evaluate the independence and impartiality of the ITSEF and the application content prior to proceeding with the certification process.,Create an analysis of independence and impartiality... Evaluate the application and appendices formally and in terms of content,"Section 2.1, Table 2",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/BSZ/BSZ-Evaluation.pdf?__blob=publicationFile&v=5,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
BSI-BSZ-METHOD,BSI BSZ — Accelerated Security Certification Evaluation Process (v2.1),Certification Schemes,Compliance Framework,assurance,3,all,Conduct compliance and penetration tests during the evaluation phase and document results in an Evaluation Technical Report (ETR) submitted to the Certification Body.,Conduct of the evaluation with compliance and penetration tests... Creation of the Evaluation Technical Report (ETR)... Submission of the ETR to the certification body (CB),"Section 2.2.2, Table 4",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/BSZ/BSZ-Evaluation.pdf?__blob=publicationFile&v=5,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
BSI-BSZ-METHOD,BSI BSZ — Accelerated Security Certification Evaluation Process (v2.1),Certification Schemes,Compliance Framework,assurance,3,all,"The Certification Body must critically evaluate results, strategies, and expert selection, and may reconstruct individual testing steps at random to verify findings.","Critical evaluation of: Results, Strategies and Selection of the experts... Reconstructing of individual testing steps at random","Section 2.2.3, Table 5",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/BSZ/BSZ-Evaluation.pdf?__blob=publicationFile&v=5,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
BSI-BSZ-METHOD,BSI BSZ — Accelerated Security Certification Evaluation Process (v2.1),Certification Schemes,Compliance Framework,lifecycle,3,all,"For re-evaluations or recertifications, assess Impact Analysis Reports (IAR) to determine the scope of required testing and effort.",For re-evaluations or recertifications: assess the Impact Analysis Reports (IAR)... Assess Impact Analysis Report (IAR),"Section 2.1, Table 2; Section 2.2.4",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/BSZ/BSZ-Evaluation.pdf?__blob=publicationFile&v=5,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
BSI-BSZ-METHOD,BSI BSZ — Accelerated Security Certification Evaluation Process (v2.1),Certification Schemes,Compliance Framework,observability,3,all,"Implement an Extended Follow-Up Evaluation process to assess change requirements, estimate effort, and verify updates to the TOE and documentation.",Assessment of change requirements for the TOE... Assess Impact Analysis Report (IAR)... Update documentation... Update TOE,Section 2.2.4,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/BSZ/BSZ-Evaluation.pdf?__blob=publicationFile&v=5,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
BSI-BSZ-METHOD,BSI BSZ — Accelerated Security Certification Evaluation Process (v2.1),Certification Schemes,Compliance Framework,inventory,3,all,Compile and provide cryptographic documents and a Statement of Security (ST) to define the Target of Evaluation (TOE) scope and configuration.,Compile cryptographic documents... Create ST and other documents... Presentation of the ST and TOE,"Section 2.1, Table 2; Section 2.2.1, Table 3",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/BSZ/BSZ-Evaluation.pdf?__blob=publicationFile&v=5,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance Framework,governance,2,all,Develop a comprehensive strategic and tactical plan integrating crypto agility into the organization's overall risk management framework.,Executives can leverage the insights in this paper to develop a comprehensive strategic and tactical plan that integrates crypto agility into the organization’s overall risk management framework,Executive Summary,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39-upd1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance Framework,governance,2,all,"Ensure employees, partners, and suppliers involved in cryptographic design, implementation, and deployment consider and adopt crypto agility practices.","ensuring that employees, business partners, and technology suppliers involved in cryptographic design, implementation, acquisition, deployment, and use consider and adopt these practices",Executive Summary,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39-upd1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance Framework,lifecycle,3,software,Design systems to adopt new cryptographic algorithms and stop using vulnerable ones without disrupting running operations.,"In a system, crypto agility is the ability to adopt new cryptographic algorithms and stop the use of vulnerable algorithms in applications without disrupting the running system",Section 1. Introduction,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39-upd1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance Framework,lifecycle,3,software,Maintain interoperability when introducing new cryptographic algorithms and prevent the use of vulnerable algorithms in protocols.,"In a protocol, crypto agility is the ability to maintain interoperability when introducing new cryptographic algorithms and preventing the use of vulnerable algorithms",Section 1. Introduction,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39-upd1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
NIST CSWP 39,Considerations for Achieving Cryptographic Agility,Standardization Bodies,Compliance Framework,lifecycle,3,all,"Enable seamless and rapid transition away from vulnerable cryptographic algorithms to new, stronger ones without significant infrastructure changes.","In an enterprise, crypto agility is a capacity to seamlessly and rapidly transition away from vulnerable cryptographic algorithms and adopt new, stronger ones without incurring significant changes to their infrastructure",Section 1. Introduction,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39-upd1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
Malaysia-NACSA-PQC-2025,Malaysia NACSA MyKriptografi Action Plan 2026-2030,Compliance Frameworks,Compliance Framework,governance,2,all,Establish a structured implementation roadmap with clear priorities and measurable outcomes to operationalize the National Cryptography Policy across government and critical infrastructure.,"The Action Plan translates the strategic aspirations of MyKriptografi into coordinated programmes and activities... It provides clear priorities, implementation mechanisms and measurable outcomes",Introduction,https://www.nacsa.gov.my/pelan-tindakan-mykriptografi.php,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
Malaysia-NACSA-PQC-2025,Malaysia NACSA MyKriptografi Action Plan 2026-2030,Compliance Frameworks,Compliance Framework,governance,2,all,"Define and execute 12 strategies, 32 programmes, and 80 activities focused on strengthening cryptographic governance and preparing for emerging challenges like quantum computing.","encompasses 12 strategies, 32 programmes and 80 activities, focusing on strengthening cryptographic governance... to prepare Malaysia for emerging cybersecurity challenges, including the quantum computing era.",Four (4) Core Pillars,https://www.nacsa.gov.my/pelan-tindakan-mykriptografi.php,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
Malaysia-NACSA-PQC-2025,Malaysia NACSA MyKriptografi Action Plan 2026-2030,Compliance Frameworks,Compliance Framework,governance,2,all,Mandate the utilization of National Trusted Cryptographic Products (PKTN) among National Critical Information Infrastructure (NCII) entities and industry to ensure digital sovereignty.,Pillar 3 - Increasing the utilisation of National Trusted Cryptographic Products (PKTN) among NCII entities and the industry,Four (4) Core Pillars,https://www.nacsa.gov.my/pelan-tindakan-mykriptografi.php,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
Singapore-CSA-Quantum-Safe-Handbook,Quantum-Safe Handbook and Quantum Readiness Index,Compliance Frameworks,Government Guidance,governance,2,all,Define RACI roles and responsibilities for quantum-safe migration to ensure clear ownership and accountability across the organization.,"Key updates to the No-Regret Moves [page 12], RACI table [page 21]... Domain 2: Governance",Version History / Table of Contents,https://isomer-user-content.by.gov.sg/36/11227d39-4350-4ded-9046-d62f99f561ab/Draft%20for%20Public%20Consultation%20-%20Quantum-Safe%20Handbook%20(Oct%202025).pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-09-07,active,,
