ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,lifecycle,2,all,Create a migration plan that includes a full inventory and specifies whether each asset will be migrated or retired.,The migration plan should include the following: A full inventory of assets... For each asset: Whether a given asset will be migrated.,Section 6.1,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,lifecycle,2,all,Define an orderly sequence for migrating inter-dependent assets based on cryptographic relationships identified in the inventory.,"An orderly sequence of migration of inter-dependent assets... When, and in what order, assets are migrated depends on an understanding of their cryptographic relationship and any dependencies",Section 6.1,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,lifecycle,2,certificates,Plan for new Public Key Certificates containing Quantum Safe public keys for every entity in the PKI.,For any PKI in the inventory... every entity in the PKI will need new PKCs that contain Quantum Safe public keys.,Section 6.1,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,lifecycle,2,certificates,Ensure the migration plan addresses support for both classical and Quantum Safe algorithms if backwards compatibility is required.,"If backwards compatibility is required during a phased migration, then the application will have to support both classical and Quantum Safe algorithms.",Section 6.1,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,lifecycle,2,certificates,Identify PKI entities unable to handle Quantum Safe primitives and mark them for replacement.,The planning should identify the ability of any PKI entity to handle certificates containing the larger Quantum Safe public keys and signatures. If any PKI entity cannot handle QSC primitives these entities should be marked for replacement.,Section 6.1,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,lifecycle,2,certificates,Consider provisions for cryptographic agility in new or updated PKI entities to allow switching algorithms if vulnerabilities are found.,"Provisions for cryptographic agility should be considered for any new or updated entities in the PKI: If a vulnerability is found in the Quantum Safe algorithm, it may be necessary to switch to a different Quantum Safe algorithm entirely",Section 6.1,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,lifecycle,2,software,Include dependency testing in the migration plan to verify inter-asset relationships.,The migration plan should stress the role of dependency testing.,Section 6.1,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,lifecycle,2,libraries,Migrate Hardware Based Security Environments to support Quantum Safe algorithms before migrating dependent assets.,"If any asset to be migrated is dependent on an HBSE, then that HBSE should be migrated to ensure it supports the algorithm and cryptographic key requirements of the migrated asset before the depending asset is migrated.",Section 6.3,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,Standardization Bodies,Guidance,lifecycle,2,keys,Maintain security state during migration by not removing non-Quantum Safe encryption prior to imposing Quantum Safe encryption.,Where the base state is that all data is encrypted... the non-QSC encryption should not be removed (i.e. go clear) prior to imposing the QSC based encryption mode.,Section 6.2,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,medium,qwen3.5:27b,2026-04-24
IL-INCD-Cybersecurity-Strategy-2025,Israel National Cybersecurity Strategy 2025-2028,Compliance Frameworks,Guidance,governance,2,all,Enact dedicated national legislation defining essential organizations and mandating effective cyber risk management.,the government intends to enact a dedicated law that regulates national cyber security efforts. The law will define which organization qualifies as an 'essential organization' in terms of cyber and stipulate the obligations applicable to them – the foremost being the obligation to manage cyber risks effectively,"Chapter Two, Section 2.2 Objective Two",https://www.gov.il/BlobFolder/news/cyber_strategy_2025/en/israel_national_cybersecurity_strategy_feb2025.pdf,high,qwen3.5:27b,2026-04-24
IL-INCD-Cybersecurity-Strategy-2025,Israel National Cybersecurity Strategy 2025-2028,Compliance Frameworks,Guidance,governance,2,all,Establish a normative framework for secure digital identity defining government roles and standards.,"Israel will promote the formulation of a comprehensive national policy that defines a normative framework for assuring the digital identity of users and organizations, using user-centric principles. This policy will clarify the government's role regarding standards","Chapter One, Section 1.4 Objective Four",https://www.gov.il/BlobFolder/news/cyber_strategy_2025/en/israel_national_cybersecurity_strategy_feb2025.pdf,high,qwen3.5:27b,2026-04-24
IL-INCD-Cybersecurity-Strategy-2025,Israel National Cybersecurity Strategy 2025-2028,Compliance Frameworks,Guidance,governance,2,all,Embed cybersecurity requirements in government tenders and contracts starting from the planning phase.,"The Government will incorporate appropriate cybersecurity requirements in government tenders and contracts for the products and services it procures, starting from the planning and initiation phase.","Chapter Two, Section 2.3 Objective Three",https://www.gov.il/BlobFolder/news/cyber_strategy_2025/en/israel_national_cybersecurity_strategy_feb2025.pdf,high,qwen3.5:27b,2026-04-24
IL-INCD-Cybersecurity-Strategy-2025,Israel National Cybersecurity Strategy 2025-2028,Compliance Frameworks,Guidance,governance,2,all,Define sectoral regulator powers to supervise and enforce cyber security provisions for essential organizations.,the proposed national legislation will define the powers of the sectoral regulators to equip them with the appropriate tools to supervise and enforce the implementation of the provisions of such law by these essential organizations.,"Chapter Two, Section 2.2 Objective Two",https://www.gov.il/BlobFolder/news/cyber_strategy_2025/en/israel_national_cybersecurity_strategy_feb2025.pdf,high,qwen3.5:27b,2026-04-24
IL-INCD-Cybersecurity-Strategy-2025,Israel National Cybersecurity Strategy 2025-2028,Compliance Frameworks,Guidance,assurance,2,all,Mandate reporting of certain cyber-attacks by essential organizations to national authorities.,The law will define which organization qualifies as an 'essential organization' in terms of cyber and stipulate the obligations applicable to them – the foremost being the obligation to manage cyber risks effectively and the obligation to report certain cyber-attacks.,"Chapter Two, Section 2.2 Objective Two",https://www.gov.il/BlobFolder/news/cyber_strategy_2025/en/israel_national_cybersecurity_strategy_feb2025.pdf,high,qwen3.5:27b,2026-04-24
IL-INCD-Cybersecurity-Strategy-2025,Israel National Cybersecurity Strategy 2025-2028,Compliance Frameworks,Guidance,assurance,2,all,Establish a national system for reporting all types of cyber-attacks with user-friendly online access.,"a national system will be established for reporting of all types of cyber-attacks, with user-friendly online access that ensures privacy protection. This system will help increase report rates of cyber-attacks","Chapter One, Section 1.2 Objective Two",https://www.gov.il/BlobFolder/news/cyber_strategy_2025/en/israel_national_cybersecurity_strategy_feb2025.pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,governance,2,all,Establish leadership and cross-functional quantum risk management governance structures.,"Milestone 1 – Build Foundations... Establish leadership, governance, and cross-functional quantum risk management.","Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,governance,4,all,Implement board-level oversight and resource allocation for quantum risk management.,"Critical Principles: Governance & Risk Management: Board-level oversight, resource allocation, and cross-functional accountability.","Section 7.0, Page 14",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,governance,3,all,Mandate Cryptographic Bills of Materials (CBOM) submissions from vendors starting FY 2027–28.,"Conduct quantum risk analysis, adopt crypto agility as a guiding principle, and mandate CBOM submissions from vendors starting FY 2027–28.","Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,governance,3,all,Enforce a policy prohibiting new classical-only cryptographic deployments.,Milestone 2 – Migrate High-Priority Systems... Enforce 'no new classical-only deployments.',"Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,governance,2,all,Adopt crypto agility as a guiding principle for cryptographic transitions.,"Conduct quantum risk analysis, adopt crypto agility as a guiding principle, and mandate CBOM submissions from vendors starting FY 2027–28.","Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,governance,3,all,"Integrate PQC training into cybersecurity, DevOps, and IT programmes.","Develop cryptographic incident response playbooks and integrate PQC training into cybersecurity, DevOps, and IT programmes.","Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,governance,2,all,Develop cryptographic incident response playbooks for quantum threats.,"Develop cryptographic incident response playbooks and integrate PQC training into cybersecurity, DevOps, and IT programmes.","Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,governance,2,all,Prioritize procurement of indigenously developed quantum-safe solutions.,"Under the Preferential Market Access framework, procurement by both public and private organisations accord preference to indigenously developed solutions...","Section 7.0, Page 15",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,assurance,3,all,Establish a national testing and certification infrastructure for PQC products.,Suggest measures for establishment of National Evaluation and Testing infrastructure for Quantum Technologies and PQC solutions.,"Preface, Page 1",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,assurance,3,all,Implement continuous independent validation and monitoring for sustained progress.,"Critical Principles: Continuous Assurance: Independent validation, monitoring, and capacity-building for sustained progress.","Section 7.0, Page 14",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,assurance,3,all,Maintain long-term vendor oversight and audits for PQC adoption.,"Milestone 3 – Full PQC Adoption... Maintain long-term vendor oversight, audits, and continuous algorithm updates.","Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,assurance,2,all,Define assurance levels (L1-L4) for validating PQC-enabled products based on risk criticality.,"The framework defines four hierarchical assurance levels, aligned to usage context and risk criticality: Level 1 (L1)... Level 4 (L4)...","Section 6.0, Page 9-10",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,assurance,3,all,Conduct post-certification surveillance and re-testing for major upgrades or vulnerabilities.,"Certification validity is risk-aligned, with provisions for re-testing in case of major upgrades or newly identified vulnerabilities.","Section 6.0, Page 10",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,inventory,2,all,Inventory cryptographic assets and assess quantum risk by 2027 for CII sectors.,Milestone 1 – Build Foundations (CII: by 2027 | Enterprises: by 2028)... Inventory cryptographic assets and assess quantum risk.,"Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,inventory,2,all,Prepare a nationally defined list of cryptography-dependent product categories.,Prepare a nationally defined list of cryptography-dependent product categories... The Task Force clearly signals to vendors that inclusion in this category will constitute a future compliance requirement.,"Section 6.0, Page 11",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,lifecycle,3,all,"Upgrade PKI, HSMs, KMS, and libraries to PQC-ready versions by 2030.","Milestone 2 – Migrate High-Priority Systems... Upgrade PKI, HSMs, KMS, and libraries to PQC-ready versions.","Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,lifecycle,3,all,Complete enterprise-wide PQC/hybrid adoption by 2033.,Milestone 3 – Full PQC Adoption (CII: by 2029 | Enterprises: by 2033)... Complete enterprise-wide PQC/hybrid adoption.,"Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,lifecycle,3,all,Operate PQC-only trust chains ensuring all digital signatures are quantum-safe.,Milestone 3 – Full PQC Adoption... Operate PQC-only trust chains and ensure all digital signatures are quantum-safe.,"Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
India-DST-Quantum-Safe-Roadmap-2026,Implementation of Quantum Safe Ecosystem in India — Report of the Task Force,Compliance Frameworks,Compliance/Policy,lifecycle,2,all,Contain classical-only systems within controlled enclaves where immediate migration is not feasible.,Milestone 2 – Migrate High-Priority Systems... Contain classical-only systems within controlled enclaves where immediate migration is not feasible.,"Section 7.0, Page 13",https://dst.gov.in/sites/default/files/Report_TaskForce_PQMigration_4Feb26%20(v1).pdf,high,qwen3.5:27b,2026-04-24
IN-CERTIN-QBOM-Guidelines-2025,"India CERT-In Technical Guidelines on SBOM, QBOM, CBOM, AIBOM, and HBOM v2.0",Compliance Frameworks,Guidance,governance,2,all,"Define roles and responsibilities for SBOM creation, provision, and management across the software supply chain.",5.1 Establish Roles and Responsibilities... Software Consumer: Must ask for complete SBOM. Software Developer: Must ensure that correct and complete SBOM is supplied to consumer.,Section 5.1 / Page 29,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",high,qwen3.5:27b,2026-04-24
IN-CERTIN-QBOM-Guidelines-2025,"India CERT-In Technical Guidelines on SBOM, QBOM, CBOM, AIBOM, and HBOM v2.0",Compliance Frameworks,Guidance,governance,3,all,Mandate SBOM provision as a standard practice in software procurement contracts and purchase orders.,"Acquire SBOM as a part of procurement process: By requiring SBOM provision by suppliers in purchase orders or contracts, specifying SBOM elements, delivery timeframe, and delivery method, transparency is ensured.",Section 3.3.1.4 / Page 14,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",high,qwen3.5:27b,2026-04-24
IN-CERTIN-QBOM-Guidelines-2025,"India CERT-In Technical Guidelines on SBOM, QBOM, CBOM, AIBOM, and HBOM v2.0",Compliance Frameworks,Guidance,governance,2,all,"Develop a project plan defining roles, responsibilities, timelines, and resource requirements for the SBOM program.","Identify Critical Assets and Develop a Project Plan: Develop a comprehensive project plan that define roles, responsibilities, timelines, and resource requirements.",Section 3.3.1.1 / Page 14,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",high,qwen3.5:27b,2026-04-24
IN-CERTIN-QBOM-Guidelines-2025,"India CERT-In Technical Guidelines on SBOM, QBOM, CBOM, AIBOM, and HBOM v2.0",Compliance Frameworks,Guidance,governance,2,all,Establish secure storage and handling procedures for SBOM data in line with site security policies.,"Identify security requirements, secure storage and tooling: This entails determining the appropriate classification and handling procedures in line with site security policies.",Section 3.3.1.3 / Page 14,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",high,qwen3.5:27b,2026-04-24
